NAME|BRANCH|ADDR|TELL
육쌈냉면|충북혁신도시점|충청북도 음성군 대하3길 2 (동성리) 103,104호(이노센타)|070-7543-3208
육쌈냉면|지행역점|경기도 동두천시 중앙로110-13 (지행동) 개림프라자 1층 101호(지행동)|031-+861-6869
육쌈냉면|인하대점|인천광역시 미추홀구 인하로 55-1 (용현동) 1층|032-862-6308
육쌈냉면|익산영등점|전라북도 익산시 고봉로32길 46-1 (영등동) 1층|063-835-4135
육쌈냉면|웨스턴돔점|경기도 고양시 일산동구 정발산로 38 (장항동) 108호(장한동시티)|031-905-6392
육쌈냉면|수택점|경기도 구리시 체육관로80번길 35 (수택동) 2층|031-569-2323
육쌈냉면|배곧점|경기도 시흥시 서울대학로278번길 61 (정왕동) 서영베니스스퀘어 1층 A-11호|031-319-1587
육쌈냉면|미사점|경기도 하남시 미사강변중앙로204번길 45 (망월동) 성산타워플러스 2층205호|031-795-6392
육쌈냉면|동성로2호점|대구광역시 중구 동성로2길 50-20 (삼덕동1가)|053-257-6392
육쌈냉면|오남점|경기도 남양주시 오남읍 진건오남로533, 1층(오남리 490-15)|031-529-6392
육쌈냉면|병점역점|경기도 화성시 경기대로1038|031-230-392
육쌈냉면|타임월드점|대전시 서구 둔산로 31번길 52 (둔산동,덕삼빌딩)|042-472-6392
육쌈냉면|갈매점|경기도 구리시 갈매중앙로 89-8 (갈매동) 104호(로데오프라자)|031-528-6392
육쌈냉면|성신여대점|서울특별시 성북구 동소문로22길 45 (동선동1가) 2층|02-6338-6392
육쌈냉면|민락2지구점|경기도 의정부시 오목로225번길 129 (민락동,백강프라자101,102호)|031-853-6676
육쌈냉면|원주단구점|강원도 원주시 남원로 528-11 (단구동)|033-762-6392
육쌈냉면|가산디지털1호점|서울시 금천구 가마산로96 (대룡테크노타운 8차 112호)|02-856-0150
육쌈냉면|구월동점|인천시 남동구 성말로13번길 15 (구월동,106,107호 메인프라자)|032-421-6364
육쌈냉면|대학로점|서울시 종로구 창경궁로34길 5 (혜화동)|02-3672-9911
육쌈냉면|동성로1호점|대구시 중구 중앙대로 412 (남일동,110,111호)|053-255-6392
육쌈냉면|안양역점|경기도 안양시 만안구 안양로 304번길 15(안양동)|031-464-6392
육쌈냉면|명지대점|서울시 서대문구 거북골로18, (홍은동) 1층|02-303-6392
육쌈냉면|구로점|서울특별시 구로구 시흥대로 569 (구로동) 202호|02-857-6392
육쌈냉면|이대점|서울특별시 서대문구 이화여대길 76 (대현동)|02-312-3079
육쌈냉면|창신점|서울특별시 종로구 종로 344 (숭인동)|02-2233-6392
육쌈냉면|건대점|서울특별시 광진구 아차산로29길 34(화양동)|02-467-6392
육쌈냉면|신촌점|서울시 서대문구 연세로 19 , 지하1층|02-332-0708
육쌈냉면|송도점|인천시 연수구 신송로 125번길 7 (송도동)|032-832-6392
육쌈냉면|온양온천점|충청남도 아산시 온궁로 24-2 (온천동) |041-531-6392
육쌈냉면|신중동점|경기도 부천시 원미구 중동로 248번길 122 (중동,황룡빌딩 1층)|032-322-6392
육쌈냉면|원주중앙점|강원도 원주시 중앙로 75|033-734-6392
육쌈냉면|목동로데오점|서울특별시 양천구 신정중앙로 107 (신정동) |02-2065-6382
육쌈냉면|고대점|서울특별시 성북구 인촌로24길 6 (안암동5가) 2층|02-921-4470
육쌈냉면|이천하이닉스점|경기도 이천시 부발읍 경충대로2110번길 10, 2층|031-636-6392
육쌈냉면|광주경안점|경기도 광주시 경안로 17 (경안동)|031-768-6392
육쌈냉면|인천논현점|인천시 남동구 논고개로 117 , 102호 (논현동,매트로타워)|032-431-6392
육쌈냉면|광명사거리점|경기도 광명시 오리로 961 (광명동,2F)|02-2625-6363
