NAME|BRANCH|ADDR|TELL
명량시대쌀핫도그|가리봉점|서울특별시 구로구 디지털로27길 65 1층(가리봉동)|070-5167-2714
명량시대쌀핫도그|가재울뉴타운점|서울특별시 서대문구 수색로 56 1층 117호(북가좌동, 성공타워1층)|02-303-0111
명량시대쌀핫도그|강남지하상가점|서울특별시 강남구 강남대로 390 지하층 B-25호(역삼동, 강남역 지하상가)|02-566-0992
명량시대쌀핫도그|강서등촌점|서울특별시 강서구 공항대로 41길 51 1층 111호(등촌동, 세신그린코아빌딩)|02-3662-1143
명량시대쌀핫도그|강일점|서울특별시 강동구 아리수로 93길 9 1층 107호(강일동, 골도프라자)|02-428-0258
명량시대쌀핫도그|개롱역점|서울특별시 송파구 오금로 396 1층 113호(가락동, 에스케이허브파크)|02-443-9993
명량시대쌀핫도그|개봉중앙시장점|서울특별시 구로구 개봉로17길 26 1층(개봉동)|02-9266-5887
명량시대쌀핫도그|건대1호점|서울특별시 광진구 아차산로33길 63 1층(화양동)|02-466-4188
명량시대쌀핫도그|고덕경희대병원점|서울특별시 강동구 동남로73길 13 1층 103호(명일동)|02-426-7591
명량시대쌀핫도그|고덕점|서울특별시 강동구 아리수로 50길 50 상가동 148호(고덕동, 래미안힐스테이트고덕)|02-6929-1129
명량시대쌀핫도그|과기대점|서울특별시 노원구 공릉로 208 1층 6호(공릉동)|070-7760-0123
명량시대쌀핫도그|광운대점|서울특별시 노원구 석계로 106 1층(월계동)|02-919-6488
명량시대쌀핫도그|길동역점|서울특별시 강동구 양재대로 1470 1층(길동)|02-477-1378
명량시대쌀핫도그|까치산역점|서울특별시 강서구 곰달래로 136 1층 101호(화곡동)|02-2602-1109
명량시대쌀핫도그|낙성대역점|서울특별시 관악구 봉천로 602 1층 제가호(봉천동, 반석빌딩)|02-888-1144
명량시대쌀핫도그|남성역점|서울특별시 동작구 사당로13길 31 상가동 지하1층 2-2호(사당동, 두산위브트레지움)|02-3476-1007
명량시대쌀핫도그|내발산점|서울특별시 강서구 수명로 74 103호(내발산동, 발산시티타워)|02-6347-0007
명량시대쌀핫도그|노량진점|서울특별시 동작구 노량진로 16길 10 1층(노량진동)|070-7752-3773
명량시대쌀핫도그|노원역점|서울특별시 노원구 노해로81길 16 1층 3호(상계동)|02-933-8230
명량시대쌀핫도그|노원점|서울특별시 노원구 동일로 1393 108호(상계동, 일신프라자)|02-932-5122
명량시대쌀핫도그|녹두점|서울특별시 관악구 호암로24길 63 1층(신림동)|070-8614-1118
명량시대쌀핫도그|대흥역점|서울특별시 마포구 백범로 101-1 1층(대흥동)|
명량시대쌀핫도그|독산점|서울특별시 금천구 독산로 216 1층(독산동)|02-6052-2817
명량시대쌀핫도그|동덕여대점|서울특별시 성북구 화랑로 11길 11 1층 102호(하월곡동)|02-909-4945
명량시대쌀핫도그|둔촌점|서울특별시 강동구 양재대로 1329 1층(성내동)|02-6407-9700
명량시대쌀핫도그|마천점|서울특별시 송파구 마천로45길 41 1층(마천동)|02-430-2004
명량시대쌀핫도그|망원역점|서울특별시 마포구 월드컵로13길 17 1층(망원동)|02-325-0399
명량시대쌀핫도그|면목역점|서울 중랑구 겸재로 186 ,1층|02-433-7778
명량시대쌀핫도그|목1동점|서울특별시 양천구 목동서로 221 1층 105호(목동, 굿모닝탑)|02-2643-1070
명량시대쌀핫도그|목3동점|서울특별시 양천구 목동 중앙북로 7길 6 1층 일부(목동)|02-2644-7169
명량시대쌀핫도그|목동역점|서울 양천구 목동로 219 , 1층 107호(신정동)|
명량시대쌀핫도그|목동파리공원점(구 목동점)|서울특별시 양천구 목동서로 65 111호(목동, 목동가든스위트)|02-2642-3332
명량시대쌀핫도그|문래점|서울특별시 영등포구 선유로 71 1층 116호(문래동6가, 문래임광그대가)|070-4411-9555
명량시대쌀핫도그|미아역점|서울특별시 강북구 도봉로 183 1층(미아동)|02-980-7887
명량시대쌀핫도그|발산점|서울 강서구 공항대로 269-15 힐스테이트에코마곡 1층 106호(마곡동)|
명량시대쌀핫도그|방배역점|서울 서초구 방배로13길 15 , 1층(방배동, 오정빌딩)|02-588-1113
명량시대쌀핫도그|방학역점|서울특별시 도봉구 마들로 657 1층 106-1호(방학동, ESA상가)|02-956-5293
명량시대쌀핫도그|보광동점|서울특별시 용산구 보광로 45 1층(보광동)|02-6338-7431
명량시대쌀핫도그|봉천현대시장점|서울특별시 관악구 양녕로 50 1층(봉천동)|02-885-3864
명량시대쌀핫도그|사가정점|서울특별시 중랑구 사가정로52길 20 1층(면목동)|02-491-9620
명량시대쌀핫도그|사당역점|서울특별시 서초구 과천대로 946 1층 7호(방배동)|02-522-5887
명량시대쌀핫도그|상계1호점|서울특별시 노원구 한글비석로20길 21 1층(중계동)|02-932-3300
명량시대쌀핫도그|상계보람점|서울특별시 노원구 한글비석로 459 1층(상계동)|02-933-3900
명량시대쌀핫도그|상도점|서울특별시 동작구 양녕로 278 1층(상도1동)|02-815-9123
명량시대쌀핫도그|서초우성점|서울특별시 서초구 사임당로 178 110호(서초동, 이즈타워)|070-8801-2095
명량시대쌀핫도그|성수카페거리점|서울 성동구 성수이로 45 , 1층 101호(성수동2가)|02-6949-4807
명량시대쌀핫도그|성신여대점|서울특별시 성북구 동소문로22길 6 1층(동선동1가)|02-922-4440
명량시대쌀핫도그|송파역점|서울특별시 송파구 송파대로38길 6 1층|02-417-9134
명량시대쌀핫도그|수유점|서울특별시 강북구 도봉로87길 38 1층 우측(수유동)|02-905-3691
명량시대쌀핫도그|숙명여대점|서울특별시 용산구 청파로47길 74 1층(청파동2가)|02-717-7520
명량시대쌀핫도그|시흥사거리점|서울특별시 금천구 금하로 630 1층(시흥동, 라인빌딩)|02-896-8222
명량시대쌀핫도그|신길힐스테이트점|서울 영등포구 신길로28길 9 , 지하2층 8호|02-842-2586
명량시대쌀핫도그|신대방1동점|서울특별시 동작구 여의대방로 30 112동 B 119호(신대방동)|02-833-7097
명량시대쌀핫도그|신림점|서울특별시 관악구 신림로 322 1층(신림동)|02-871-9123
명량시대쌀핫도그|신방화역점|서울특별시 강서구 마곡중앙5로 87 1층 106호(마곡동, 우성르보아투)|02-2661-2005
명량시대쌀핫도그|신월7동점|서울특별시 양천구 지양로7길 4 1층(신월동)|02-2690-2737
명량시대쌀핫도그|신정네거리역점|서울특별시 양천구 중앙로 251 지상1층 105호(신정동)|02-2604-1677
명량시대쌀핫도그|쌍문점|서울특별시 도봉구 해등로190 1층 118호(쌍문동, 신원주상2차아파트상가)|02-996-5025
명량시대쌀핫도그|아차산점|서울특별시 광진구 천호대로 131길 7 1층 102동(구의동)|02-453-1317
명량시대쌀핫도그|아현역점|서울특별시 서대문구 북아현로 28 1층 왼쪽 일부(북아현동)|02-6497-3482
명량시대쌀핫도그|암사점|서울특별시 강동구 상암로3길 8 1층(암사동, 암사동정웅빌딩)|02-429-8131
명량시대쌀핫도그|약수역점|서울특별시 중구 다산로 131 1층3호(신당동)|02-2234-2122
명량시대쌀핫도그|연희점|서울특별시 서대문구 증가로 13-9 지하층 102호(연희동)|02-336-4959
명량시대쌀핫도그|외대점|서울특별시 동대문구 휘경로 22 1층(이문동)|02-960-1246
명량시대쌀핫도그|우장산역점|서울특별시 강서구 강서로 45길 14 1층(내발산동, 1동)|02-2603-7234
명량시대쌀핫도그|응암오거리점|서울특별시 은평구 응암로 173-1 1층 우측호(응암동)|02-6015-2925
명량시대쌀핫도그|이수역점|서울특별시 동작구 동작대로 27길 22 1층(사당동)|
명량시대쌀핫도그|자양1동점|서울특별시 광진구 자양로13길 4-1 1층(자양동)|070-7808-7180
명량시대쌀핫도그|잠실신천역점|서울특별시 송파구 석촌호수로 60 1층(잠실동)|02-420-4774
명량시대쌀핫도그|잠실장미점|서울특별시 송파구 올림픽로35길 124 1층 111호(신천동, 장미A상가동)|02-413-1617
명량시대쌀핫도그|장승배기점|서울특별시 동작구 상도로 207 상도효성해링턴플레이스 118호|02-6405-7100
명량시대쌀핫도그|정릉점|서울 성북구 보국문로11길 37 , 1층(정릉동)|
명량시대쌀핫도그|종로3가점|서울특별시 종로구 종로112 1층(종로3가)|02-2274-7578
명량시대쌀핫도그|중곡시장점|서울특별시 광진구 능동로49길 41 1층(중곡동)|
명량시대쌀핫도그|중화점|서울 중랑구 동일로 805-1 ,1층|
명량시대쌀핫도그|창동역점|서울특별시 도봉구 노해로63길 78 102호(창동)|02-902-9943
명량시대쌀핫도그|천호점|서울특별시 강동구 천호대로157길 49 1층(천호동)|02-477-6660
명량시대쌀핫도그|한양대점(왕십리)|서울특별시 성동구 마조로1길 41 1, 2, 3층(행당동)|02-2281-5682
명량시대쌀핫도그|한티역점|서울특별시 강남구 선릉로 313 지상1층 카호(역삼동)|02-555-5581
명량시대쌀핫도그|행당점|서울특별시 성동구 행당로 100 1층(행당동)|02-2292-4443
명량시대쌀핫도그|화곡역점|서울특별시 강서구 화곡로 196 1층(화곡동)|02-6326-1121
명량시대쌀핫도그|화곡중앙시장점|서울특별시 강서구 월정로30길 31 1층(화곡동)|070-4236-8881
명량시대쌀핫도그|휘경여고점|서울특별시 동대문구 한천로 242 1층 105(전농동)|02-2212-0809
명량시대쌀핫도그|경기도산본점|경기도 군포시 산본로 323번길 16-31 1층 108호(산본동, 한솔프라자)|031-393-1988
명량시대쌀핫도그|고양원흥점|경기 고양시 덕양구 도래울1로 55 원흥동상가 1층 106호(도내동)|
명량시대쌀핫도그|고양행신점|경기도 고양시 덕양구 중앙로558번길 16-16 1층 3호(행신동, 능곡종합프라자)|031-978-0399
명량시대쌀핫도그|고잔신도시점|경기도 안산시 단원구 광덕동로 91 1층 110호(고잔동, 시티프라자)|031-402-6661
명량시대쌀핫도그|과천점|경기도 과천시 중앙로 131 108호(중앙동, 현대빌딩)|02-502-2022
명량시대쌀핫도그|광명사거리점|경기도 광명시 오리로 974 1층 110호(광명동)|070-8851-7000
명량시대쌀핫도그|광명소하2호점|경기도 광명시 오리로 379 1층(소하동)|02-897-4943
명량시대쌀핫도그|광명소하점|경기도 광명시 소하로 81 105호(소하동, 아이플렉스)|02-898-2223
명량시대쌀핫도그|광명철산점|경기도 광명시 오리로 856번길 23 1층 101호(철산동 명산빌딩)|02-2066-5566
명량시대쌀핫도그|광명하안점|경기도 광명시 하안로 295 1층 101호(하안동, 노벨빌딩)|02-898-2599
명량시대쌀핫도그|광주경안점|경기도 광주시 경안로 17 1층(경안동)|031-798-7008
명량시대쌀핫도그|광주신현점|경기도 광주시 오포읍 신현로 126 1층|031-711-9446
명량시대쌀핫도그|광주태전점|경기도 광주시 태전동로 21 104호(태전동, 에듀프라자)|031-765-0408
명량시대쌀핫도그|구리수택점|경기도 구리시 이문안로 81 상가동 1층 1호(수택동, 구리신성미소지움)|031-565-9459
명량시대쌀핫도그|구리인창점|경기도 구리시 건원대로 34번길 9 1층 106호(인창동)|070-7774-6459
명량시대쌀핫도그|군포당동점|경기도 군포시 고산로 256 1층 103호(당동, 금강프라자)|031-391-3698
명량시대쌀핫도그|군포한세대점|경기도 군포시 한세로44번길 29 102(당정동, 비젼프라자)|031-427-1616
명량시대쌀핫도그|권선세류점|경기 수원시 권선구 세지로 74-1 , 1층(권선동)|
명량시대쌀핫도그|권선온수골점|경기도 수원시 권선구 동수원로 242번길 27 102호(권선동)|031-267-1230
명량시대쌀핫도그|기흥구청점|경기도 용인시 기흥구 구갈로 74 108호(구갈동, 구갈스포츠센터)|031-284-0627
명량시대쌀핫도그|김포구래점|경기도 김포시 김포한강 9로 77 1층 108호(구래동, 연세프라자3)|031-986-9451
명량시대쌀핫도그|김포마송점|경기도 김포시 통진읍 조강로39 1층|070-8801-3338
명량시대쌀핫도그|김포사우점|경기도 김포시 사우중로 83 1층 108호(북변동, 사우테마프라자)|031-986-9818
명량시대쌀핫도그|김포운양점|경기 김포시 김포한강11로 288-32 ,115호|
명량시대쌀핫도그|김포장기점|경기도 김포시 김포한강1로 57 1층 103호(장기동, mj프라자)|031-988-1113
명량시대쌀핫도그|김포전원마을점|경기도 김포시 전원로5 핵심프라자 1층 104호(운양동)|031-997-4630
명량시대쌀핫도그|남양주도농점|경기 남양주시 도농로 43 , 103호(다산동)|
명량시대쌀핫도그|남양주별내점|경기도 남양주시 별내중앙로 54 1층 103호(별내동, 예스프라자프론티어)|031-571-3324
명량시대쌀핫도그|남양주진접점|경기도 남양주시 진접읍 장현로 47번길 6-9 1층|031-574-3384
명량시대쌀핫도그|단국대점|경기도 용인시 수지구 죽전로 150 103호(죽전동, 단대프라자 3차)|031-897-7626
명량시대쌀핫도그|대진대점|경기도 포천시 호국로 997 1층(선단동)|031-544-0213
명량시대쌀핫도그|덕정점|경기도 양주시 화합로 1363 101호(덕정동)|031-861-2344
명량시대쌀핫도그|동탄능동점|경기도 화성시 동탄지성로 136 104호(능동, 우리프라자)|031-8615-1677
명량시대쌀핫도그|동탄목동점|경기도 화성시 동탄순환대로20길 118 1층 118호(목동)|031-378-0712
명량시대쌀핫도그|동탄시범단지점|경기도 화성시 동탄대로시범길 148-14 102호(청계동, 인터프라임1동)|031-377-1399
명량시대쌀핫도그|동탄호수공원점|경기도 화성시 동탄순환대로 127-23 113-2호(산척동, 우성메디피아)|031-372-5889
명량시대쌀핫도그|둔전점|경기도 용인시 처인구 포곡읍 포곡로 103 1층 일부|031-333-1664
명량시대쌀핫도그|모란역점|경기도 성남시 중원구 성남대로 1158 1층일부(성남동)|031-753-7310
명량시대쌀핫도그|부천상동역점|경기도 부천시 길주로 115 101호(상동, 시그마타워)|032-322-8191
명량시대쌀핫도그|부천소사본동점|경기도 부천시 소사동로72번길 22 1층 104호(소사본동, 주공뜨란채아파트 상가 에이동)|032-342-1249
명량시대쌀핫도그|부천소사점|경기도 부천시 호현로 489번길 25 1층(소사본동)|032-344-1118
명량시대쌀핫도그|부천송내점|경기도 부천시 상일로 94번길 34 1층 104호(상동)|032-326-9634
명량시대쌀핫도그|부천옥길점|경기 부천시 옥길로 110-11 , 109호 일부호(옥길동, O&S골드타워)|032-343-3838
명량시대쌀핫도그|부천원종사거리점|경기도 부천시 원종로 33 1층(원종동)|032-683-5622
명량시대쌀핫도그|부천중동현대점|경기도 부천시 석천로169번길 34 1층 101-1호(중동, 파크리움)|032-321-6694
명량시대쌀핫도그|분당구미점|경기도 성남시 분당구 미금로 36 1층 101호(구미동)|070-8874-7878
명량시대쌀핫도그|분당미금점|경기도 성남시 분당구 돌마로 90번길 4 1동 1층 102호(구미동, 엘레강스프라자)|031-714-3538
명량시대쌀핫도그|분당수내점|경기도 성남시 분당구 수내로 46번길 20 1층 111호(수내동, 맛자랑멋자랑)|031-713-0995
명량시대쌀핫도그|분당이매점|경기도 성남시 분당구 판교로 446 1층 103호(이매동)|031-707-5982
명량시대쌀핫도그|분당정자점|경기도 성남시 분당구 정자로 13 106호(정자동, 월드비터)|031-717-4300
명량시대쌀핫도그|산본시장점|경기도 군포시 금산로 90-1 1층(산본동)|031-342-2040
명량시대쌀핫도그|삼육대점|경기도 남양주시 불암로 41-66 1층 102호(별내동)|031-575-9915
명량시대쌀핫도그|서수원점|경기도 수원시 권선구 금곡로 212번길 14 103호(금곡동)|031-227-6564
명량시대쌀핫도그|서판교점|성남시 분당구 운중로 118 101호(운중동, 스타타워)|031-701-9920
명량시대쌀핫도그|송산점|경기도 화성시 수노을중앙로 142 107호(새솔동, 센타프라자)|031-356-5662
명량시대쌀핫도그|송우리점|경기도 포천시 소흘읍 솔모루로 66-4 1층|031-544-1155
명량시대쌀핫도그|수원곡반점|경기 수원시 권선구 곡반정로97번길 22 1층 102호|
명량시대쌀핫도그|수원금곡점|경기도 수원시 권선구 금곡로 100 104호(금곡동, 칠보프라자)|031-292-3734
명량시대쌀핫도그|수원대점|경기도 화성시 봉담읍 와우안길 21 1층|031-305-1059
명량시대쌀핫도그|수원병점점|경기도 화성시 효행로 1073 107호(진안동, 거성프라자)|031-234-1313
명량시대쌀핫도그|수원북문점|경기도 수원시 장안구 정조로 932 1층(영화동)|031-241-8878
명량시대쌀핫도그|수원성대역점|경기도 수원시 장안구 서부로 2129-1 1층 104호(율전동)|031-291-8838
명량시대쌀핫도그|수원아주대점|경기도 수원시 영통구 아주로 28 1층(원천동)|031-216-3886
명량시대쌀핫도그|수원역점|경기도 수원시 팔달구 매산로17 1층(매산로1가)|031-241-5888
명량시대쌀핫도그|수원영통구청점|경기도 수원시 영통구 매탄로 108번길 24 1층 107호(매탄동, 삼성프라자1)|031-216-1130
명량시대쌀핫도그|수원오목천점|경기도 수원시 권선구 삼천병마로 1593 1층(오목천동)|031-298-6764
명량시대쌀핫도그|수원정자시장점|경기도 수원시 장안구 수성로 271 5호(정자동, 정자탁구장)|031-245-1116
명량시대쌀핫도그|수원정자점|경기도 수원시 장안구 대평로 80 115호(정자동, 정연메이저)|031-271-1677
명량시대쌀핫도그|수원천천동점|경기도 수원시 장안구 만석로 19번길 35 1층 102호(천천동, 수정프라자)|031-409-6988
명량시대쌀핫도그|수원터미널점|경기도 수원시 권선구 덕영대로 1201번길 28 103호(권선동)|031-233-1510
명량시대쌀핫도그|수지구청점|경기도 용인시 수지구 수지로296번길 51-2 1층 101호(풍덕천동, 미래빌딩)|031-265-7999
명량시대쌀핫도그|시흥거모점|경기도 시흥시 한우물로4 101호(거모동)|031-493-2233
명량시대쌀핫도그|시흥능곡점|경기도 시흥시 능곡로 174 101호(능곡동, 미래도프라자)|031-317-2794
명량시대쌀핫도그|시흥배곧점|경기도 시흥시 서울대학로264번길 7 시흥배곧아브뉴프랑 퍼플 1층 A-148호(정왕동)|031-434-1254
명량시대쌀핫도그|시흥은계점|경기도 시흥시 은계번영길 1 116호(은행동, 태산W타워)|031-315-5558
명량시대쌀핫도그|시흥은행점|경기도 시흥시 은행로 173번길 7 1층(대야동, 이수(빌))|031-315-5558
명량시대쌀핫도그|시흥정왕점|경기 시흥시 중심상가로 194 1층|031-432-6673
명량시대쌀핫도그|신구대점|경기도 성남시 중원구 금빛로 52 1층(금광동)|070-8866-8800
명량시대쌀핫도그|신중동점|경기도 부천시 원미구 조마루로285번길34 1층 107호(중동, 이스트타워 원)|032-321-5989
명량시대쌀핫도그|안산본오동점|경기도 안산시 상록구 샘골로 143 1층 102호(본오동)|031-406-3694
명량시대쌀핫도그|안산선부점|경기도 안산시 단원구 선부광장1로 72 307호(선부동, 훼미리프라자)|031-401-1108
명량시대쌀핫도그|안산원곡점|경기도 안산시 단원구 원초로 30 111호(원곡동, 보성프라자)|031-401-0188
명량시대쌀핫도그|안산일동점|경기 안산시 상록구 구룡로 17 , 102호(일동)|
명량시대쌀핫도그|안산중앙점|경기도 안산시 단원구 예술대학로 17 안산중앙노블레스1층 123호(고잔동)|031-439-6333
명량시대쌀핫도그|안산초지점|경기도 안산시 단원구 광덕1로 104호(초지동, 현대프라자)|031-405-9593
명량시대쌀핫도그|안산한양대역점|경기도 안산시 상록구 광덕1로 370 108호(이동, 코로스프라자)|031-407-7706
명량시대쌀핫도그|안성공도점|경기도 안성시 공도읍 공도로 87 1층 106호|070-7721-9990
명량시대쌀핫도그|안성중앙점|경기도 안성시 중앙로 387 1층 3호(대천동)|031-676-0085
명량시대쌀핫도그|안양범계점|경기도 안양시 동안구 평촌대로223번길 52 106호(호계동)|031-388-8572
명량시대쌀핫도그|안양일번가점|경기도 안양시 만안구 안양로 304번길 31 1층 102호(안양동, 동은빌딩)|031-345-4003
명량시대쌀핫도그|야당점|경기 파주시 경의로 1108 , 1층 104호(야당동)|
명량시대쌀핫도그|양주옥정점|경기도 양주시 옥정로 204 1층 113호(옥정동, 한길프라자)|070-7543-8922
명량시대쌀핫도그|양평점|경기도 양평군 양평읍 시민로 28 1층|031-772-0888
명량시대쌀핫도그|여주중앙점|경기도 여주시 세종로14번길 18 1층(창동)|031-886-3414
명량시대쌀핫도그|연천전곡점|경기도 연천군 전곡읍 온골로 50-2 1층|031-832-5388
명량시대쌀핫도그|오산대역점|경기도 오산시 내삼미로79번길 12 107호(수청동, 베네치아)|031-376-6877
명량시대쌀핫도그|오산역점|경기도 오산시 원동로 37번길 38 1층(원동)|031-372-0468
명량시대쌀핫도그|용인구성점|경기도 용인시 기흥구 구성로102 1층 109호(언남동, 푸른종합상가)|031-274-0077
명량시대쌀핫도그|용인동백백현마을점|경기도 용인시 기흥구 동백중앙로 358-5 상가동 104호(동백동, 백현마을모아미래도아파트)|031-282-2764
명량시대쌀핫도그|용인동백점|경기도 용인시 기흥구 동백중앙로 283 B동 1층 112호(중동, 골드프라자)|031-283-2332
명량시대쌀핫도그|용인보라점|경기도 용인시 기흥구 한보라1로 10번길 5 1층 112호(보라동)|031-282-1238
명량시대쌀핫도그|용인상현역점|경기도 용인시 수지구 광교중앙로 294 103호(상현동, 엘리치안)|031-217-2626
명량시대쌀핫도그|용인역북점|경기도 용인시 처인구 명지로60번길 8-10 1층|031-337-0513
명량시대쌀핫도그|용인천리점|경기도 용인시 처인구 이동읍 백옥대로 622 1층|031-332-3469
명량시대쌀핫도그|용인한숲시티점|경기도 용인시 처인구 남사면 한숲로 60 103-1호(처인프라자)|031-322-7019
명량시대쌀핫도그|용인흥덕점|경기도 용인시 기흥구 흥덕중앙로 59 1층 108호(영덕동, 흥덕노블레스)|031-212-9055
