NAME|BRANCH|ADDR|TELL|TIME|XCORD|YCORD
청담동말자싸롱|구의역점|서울 광진구 아차산로51길 73 (구의동) 1층|02-457-1002|127.084897178185|37.5403497944493|PM18:00~AM02:00
청담동말자싸롱|충주칠금금릉점|충북 충주시 칠금동 608|043-851-2828|127.921570430598|36.9866499214305|AM17:00~AM02:00
청담동말자싸롱|광주수완점|광주 광산구 임방울대로 216 (신가동)|062-955-7150|126.818225107329|35.1804254819965|AM05:00~AM02:00
청담동말자싸롱|군산대명점|전북 군산시 구암3.1로 30 (대명동, 현대메트로타워2차)|063-445-5855|126.723392830002|35.9805355803952|PM05:00~AM02:00
청담동말자싸롱|내포신도시점|충남 홍성군 홍북읍 충남대로 36 (신경리, 빌앤더스오피스텔)||126.674767658536|36.6559488381551|PM05:00~AM02:00
청담동말자싸롱|안산와동점|경기 안산시 단원구 와동로 125 (와동) 천년가리더스카이 1층 상가 141호|070-8753-5354|126.824393291498|37.3409678609412|PM05:00~AM02:00
청담동말자싸롱|홍천연봉점|강원 홍천군 홍천읍 남산마을길3길 1 (연봉리)|033-433-6662|127.88368667108|37.6840201985808|PM05:00~AM02:00
청담동말자싸롱|청주옥산점|충북 청주시 흥덕구 옥산면 오송가락로 1055 (가락리), 1동 105호|043-266-9089|127.38923871739|36.6755927545646|PM05:00~AM02:00
청담동말자싸롱|김해장유삼문점|경남 김해시 장유로334번길 73 (삼문동, 신장유 일동미라주 더파크 아파트) 상가 132동 101호|055-311-4486|128.809253292526|35.1910536907933|AM05:00~AM02:00
청담동말자싸롱|청주율량점|충북 청주시 청원구 율량로 135 (주성동, 대원칸타빌3차아파트), 116호|043-217-0807|127.50076234248|36.6721831203888|AM05:00~AM02:00
청담동말자싸롱|충남태안점|충남 태안군 태안읍 동문6길 4 (동문리)|041-673-1018|126.305845382273|36.7476707837479|AM05:00~AM12:00
청담동말자싸롱|김해무계점|경남 김해시 무계로 79 (무계동, 남명더라우아파트2단지)|055-323-2533|128.81686405529|35.202272856246|AM05:00~AM02:00
청담동말자싸롱|청주강서점|충북 청주시 흥덕구 2순환로 1222 (강서동, 신해블루지움) 114호|043-902-1116|127.428895923291|36.6268114754453|AM05:00~AM12:00
청담동말자싸롱|진천덕산점|충북 진천군 덕산읍 합목3길 6 (합목리)|043-534-9327|127.489798595404|36.909161702603|AM05:00~AM2:020
청담동말자싸롱|김해부원역점|경남 김해시 김해대로 2349 (부원동, 부원역그린코아더센텀) 112호|055-724-4008|128.88341634975507|35.22694219660124|PM05:00~AM02:00
청담동말자싸롱|청주산남점|충북 청주시 서원구 산남로 22 (산남동, 산남렉슬Ⅱ) 1층 110~112호|043-288-9977|127.47158154458533|36.611854137104764|PM05:00~AM02:00
청담동말자싸롱|청주방서점|청주시 상당구 단재로 312, 142동 117호(방서동, 중흥에스클래스더퍼스트상가|043-297-9676|127.50066152639765|36.60144818426635|PM05:00~AM03:00
청담동말자싸롱|광주버들점|광주 서구 상무버들로 45 (유촌동, 상무버들마을호반리젠시빌), 호반상가 101호|062-385-9299|126.85854297523211|35.163616513012364|PM05:00~AM02:00
청담동말자싸롱|대구현풍점|대구 달성군 현풍읍 테크노상업로 48 (중리)|053-614-8833|128.4550837282559|35.692803632572314|PM05:00~AM02:00
청담동말자싸롱|영천망정점|경북 영천시 망정1길 174 (망정동, 정암빌딩), 107호|054-335-8123|128.95170012025412|35.9814124899398|PM05:00~AM03:00
청담동말자싸롱|인천주안점|인천 미추홀구 경인로 314 (도화동, 스타뷰) 104호|032-862-5888|126.67479980263613|37.459333994663666|AM16:00~AM12:00
청담동말자싸롱|청주율량사천점|충북 청주시 청원구 주성로96번길 43 (율량동)|043-241-0434|127.47931942070699|36.66718135927551|PM05:00~AM03:00
청담동말자싸롱|세종가락마을점|세종특별자치시 마음안1로 137 (고운동, 가락마을18단지 근린생활시설)|044-866-2738|127.23618313967125|36.52030107357867|AM18:00~AM03:00
청담동말자싸롱|창원중앙점|경남 창원시 성산구 용지로113번길 17 (중앙동, 남경빌딩)|055-262-4408|128.67758293353972|35.22694979991715|AM06:00~AM03:00
청담동말자싸롱|나주남평점|전라남도 나주시 남평읍 강변 2길 20|061-332-5453|126.8525914|35.0402251|PM05:00~AM03:00
청담동말자싸롱|부산신항점|경상남도 창원시 진해구 신항4로 47-14, 1층 101호 (용원동)|055-551-7913|128.8165999|35.0877283|PM05:00~AM03:00
청담동말자싸롱|청주가경점|충청북도 청주시 흥덕구 가경로 85 (가경동, 1층)|043-231-7326|127.4400859|36.6229533|PM05:00~AM03:00
청담동말자싸롱|군산지곡점|전라북도 군산시 신지길 65 101호|063-465-5158|126.7112715|35.9575314|PM05:00~AM03:00
청담동말자싸롱|대전도안점|대전 서구 도안동로11번길 42 (가수원동)|042-541-5158|127.3505168|36.3059772|PM05:00~AM03:00
청담동말자싸롱|천안성거점|충남 천안시 서북구 성거읍 성거길 20 (송남리, 북천안자이에뜨) 103호|041-523-2228|127.197509|36.8677859|PM05:00~AM03:00
청담동말자싸롱|천안아산역점|충남 천안시 서북구 공원로 176 (불당동, 천안불당 시티프라디움 3차)근린생활시설 3동 지하2층 B212호|041-543-7220|127.0989683|36.7974228|PM05:00~AM01:00
청담동말자싸롱|구미선산점|경상북도 구미시 선산읍 선주로 150 (동부리)|054-481-1799|128.3028815|36.2446205|PM05:00~AM03:00
청담동말자싸롱|전남무안읍점|전남 무안군 무안읍 창포로 19-10 (교촌리)|061-454-8838|126.4726868|34.9883749|PM05:00~AM03:00
청담동말자싸롱|수원곡반정점|경기 수원시 권선구 곡선로50번길 22-5 (곡반정동)|031-225-0089|127.0289136|37.2378245|AM05:00~AM03:00
청담동말자싸롱|오산수청점|경기 오산시 내삼미로79번길 31 (수청동)|031-373-0121|127.06454|37.1707057|AM05:00~AM03:00
청담동말자싸롱|창원도계점|경상남도 창원시 의창구 태복산로23번길 38 (도계동)|055-607-9333|128.6383549|35.2565495|AM05:00~AM01:00
청담동말자싸롱|제주노형점|제주특별자치도 제주시 월랑로4길 25 (노형동)|070-8761-6674|126.4795846|33.4890735|AM05:00~AM03:00
청담동말자싸롱|파주문산점|경기도 파주시 문산읍 방촌로 1733 용성프라자 102호|031-952-6269|126.7849501|37.867438|AM05:00~AM03:00
청담동말자싸롱|대구경북대점|대구광역시 북구 산격로8길 31 (산격동)|053-944-5185|128.6085983|35.8937203|AM05:00~AM03:00
청담동말자싸롱|칠곡약목점|경상북도 칠곡군 약목면 복성1길 10 (복성리)|054-972-5565|128.3645146|36.0325973|AM05:00~AM03:00
청담동말자싸롱|부산부평점|부산광역시 중구 중구로29번길 16 (부평동1가)|070-7379-6094|129.027068|35.1005595|AM05:00~AM03:00
청담동말자싸롱|대구상인점|대구광역시 달서구 월곡로51길 17 101호(상인동)|053-637-8327|128.5383112|35.8168696|AM05:00~AM03:00
청담동말자싸롱|서산예천점|충청남도 서산시 동서1로 230 (예천동, 이편한세상서산예천아파트) 128동 103호|041-663-7740|126.4459957|36.7679407|AM05:00~AM03:00
