NAME|BRANCH|ADDR|TELL|XCORD|YCORD
누나홀닭|이천증포점||||
누나홀닭|춘천한숲시티점||||
누나홀닭|제주대정점||||
누나홀닭|전주삼천점||||
누나홀닭|전주혁신점||||
누나홀닭|원흥점|경기도 고양시 덕양구 도래울로 42-2(도내동 1092)|031-969-6135|126.869174029849|37.6292355378153
누나홀닭|밀양삼문점|경상남도 밀양시 삼문동 740-1|055-354-5999|128.747594325489|35.4820997778132
누나홀닭|일산탄현점|경기도 고양시 일산서구 일현로48|031-911-7982|126.763219996235|37.6912678160526
누나홀닭|KTX광명역점|경기도 광명시 양지로11 A144,145(유플래닛 광명역 유스트리트몰)|02-899-1092|126.881799522622|37.4181473361657
누나홀닭|영통아이파크캐슬점|경기도 수원시 영통구 덕영대로 1410 b동 1층 107호,108호|031-205-6645|127.043698544489|37.2417815940293
누나홀닭|안성아양점|경기도 안성시 아양1로 77-10, 106호|031-676-0256|127.258353368668|37.0078255302776
누나홀닭|은평구청점|서울시 은평구 녹번동 201 1층|02-356-7252|126.928757577987|37.6016925302206
누나홀닭|마곡점|서울시 강서구 마곡동 791-9 1층|02-2658-6668|126.836985456641|37.5611255258819
누나홀닭|여수여서점|전라남도 여수시 여문문화길 36(문수동)|061-652-3535|127.703484560406|34.7532706136044
누나홀닭|인천용현점|인천 미추홀구 용현동 621-4|032-889-2428|126.637327899242|37.4526903760923
누나홀닭|신도림점|서울시 구로구 새말로16길 24|02-856-9507|126.890664946591|37.5045153070653
누나홀닭|송도커낼워크점|인천시 연수구 송도동 17-1 112,115,116호|032-832-5992|126.640315812944|37.4023054265979
누나홀닭|일산백석점|경기도 고양시 일산동구 백석동 1341|031-903-2233|126.786312111062|37.6432954206031
누나홀닭|광양중동점|전남 광양시 중마중앙로 154|061-792-6306|127.698348169631|34.9439954939132
누나홀닭|창원유니시티점|경남 창원시 의창구 중동중앙로 47 어반브릭스상가 1층|055-251-0920|128.624998278346|35.2566260149864
누나홀닭|걸포메트로자이점|경기도 김포시 걸포2로 83 1층|031-986-9595|126.701050320851|37.6331163992723
누나홀닭|순천왕지점|전라남도 순천시 왕궁길 5,1층|061-721-9700|127.532449159961|34.9540470176474
누나홀닭|송산그린시티점|경기도 화성시 수노을 중앙로 136|031-355-2252|126.818221887063|37.2847226058721
누나홀닭|하남풍산점|경기도 하남시 덕풍동 741|031-795-2307|127.208679414502|37.5524737314973
누나홀닭|시흥센트럴푸르지오점|경기도 시흥시 수인로 3312번길 16 1층상가|031-4031-8258|126.788801055869|37.4401382442959
누나홀닭|쌍령점|경기도 광주시 쌍령동 238-1|031-761-9582|127.271765004591|37.4017063883266
누나홀닭|석바위점|인천시 미추홀구 주안동 939-32 1층|032-421-1548|126.690019230238|37.4595541966325
