NAME|BRANCH|ADDR|TELL
스쿨푸드|서울성모병원점|서울 서초구 반포대로 222 (반포동, 가톨릭중앙의료원 새병원 및 성의회관) 본관 지하 1층|02-591-8762
스쿨푸드|광주금호점|광주광역시 서구 금호운천길 54-11 (금호동) 1층|062-383-0318
스쿨푸드|미아점|서울 강북구 숭인로 61-10 (미아동) 1층|070-4423-1090
스쿨푸드|의정부역점|경기 의정부시 발곡로31번길 23-16 (신곡동) 1층 (신곡동)|031-837-9993
스쿨푸드|노원점|서울 노원구 상계로9가길 32 (상계동) 1층|02-936-8844
스쿨푸드|광명점|경기 광명시 광이로35번길 21-1 (광명동) 1층|02-2066-9141
스쿨푸드|마포점|서울 마포구 마포대로 53 (도화동, 마포트라팰리스) c동 121호|02-701-2720
스쿨푸드|공덕이마트점|서울 마포구 백범로 212 (신공덕동, 대우 월드마크마포) 이마트 마포점 2층|02-702-1508
스쿨푸드|광복점|부산 중구 중앙동7가 20-1 4층|051-678-4078
스쿨푸드|동부산롯데아울렛점|부산 기장군 기장읍 기장해안로 147 (당사리, 롯데몰 동부산점) 3층|051-901-2861
스쿨푸드|창원시티세븐점|경남 창원시 의창구 원이대로 320 (대원동, 더시티세븐) 1층|055-600-5669
스쿨푸드|건대스타시티점|서울 광진구 아차산로 272 (자양동, 더샵스타시티) 3층|02-2024-1480
스쿨푸드|구리롯데아울렛점|경기 구리시 동구릉로136번길 47 (인창동, 구리 복합몰(롯데아울렛 구리점)) 6층|031-8034-2615
스쿨푸드|도농이마트점|경기 남양주시 도농로 24 (다산동, 부영애시앙) 다산 이마트|031-551-8244
스쿨푸드|상봉홈플러스점|서울 중랑구 망우로 353 (상봉동, 상봉 프레미어스 엠코) 상봉홈플러스 지하1층|070-4232-1508
스쿨푸드|광양LF점|전남 광양시 광양읍 순광로 466 (덕례리, 광양LF스퀘어) 1층|061-815-4903
스쿨푸드|동탄2신도시점|경기 화성시 지산2길 10 (영천동) 1층|031-373-0133
스쿨푸드|동탄점|경기 화성시 동탄공원로2길 27-16 (반송동) 1층|031-8003-7586
스쿨푸드|산본이마트점|경기 군포시 산본로 347 (산본동, 이마트백화점) 3층|070-8851-0982
스쿨푸드|인천공항점|인천 중구 공항로 272 (운서동, 인천공항) 4층  운서동여객터미널|032-743-6970
스쿨푸드|목동파라곤점|서울 양천구 목동 917 지하1층 102호|02-2061-7955
스쿨푸드|마리오아울렛점|서울 금천구 디지털로9길 23 (가산동, 마리오2 패션타워) 마리오아울렛 3관 12층 스쿨푸드|02-2067-2436
스쿨푸드|신림역포도몰점|서울 관악구 신림로 330 (신림동, 포도몰) 9층|02-871-8181
스쿨푸드|가로수길점|서울 강남구 도산대로 139 (신사동, 제이타워) 1층|02-510-5005
스쿨푸드|압구정현대점|서울 강남구 압구정로 165 (압구정동, 현대백화점본점) 지하 1층|02-3449-5471
스쿨푸드|김포현대아울렛점|경기 김포시 고촌읍 아라육로152번길 100 (전호리, 현대프리미엄아울렛) 3층|031-8048-2504
스쿨푸드|롯데월드점|서울 송파구 올림픽로 240 (잠실동, 롯데월드) 롯데월드 어드벤쳐 1층|02-2143-1152
스쿨푸드|청량리점|서울 동대문구 전농동 591-53 청량리역사쇼핑몰 3층 310호|02-3707-1377
스쿨푸드|목동현대점|서울 양천구 목동 916 현대백화점유플렉스 지하2층|02-523-2009
스쿨푸드|수유점|서울 강북구 수유동 223-6 1층|02-905-1515
스쿨푸드|미사점|경기 하남시 미사강변중앙로111번안길 27 (풍산동) 1층|031-795-3233
스쿨푸드|대전시청점|대전 서구 계룡로509번길 7 (탄방동, 시티빌1) 스쿨푸드|042-489-8130
스쿨푸드|광주상무점|광주 서구 내방로161번길 11 (쌍촌동) 스쿨푸드|062-375-1508
스쿨푸드|광주신창점|광주 광산구 수완로50번길 44-9 (수완동) 스쿨푸드|062-956-1599
스쿨푸드|수원장안팔달점|경기 수원시 장안구 수성로289번길 17 (정자동) 1층|031-252-2010
스쿨푸드|수원인계점|경기 수원시 팔달구 경수대로446번길 25 (인계동) 1층|031-222-1508
스쿨푸드|군포점|경기 군포시 금정로39번길 1 (금정동) 1층|031-451-4511
스쿨푸드|수원영통점|경기 수원시 영통구 태장로71번길 8 (망포동) 스쿨푸드|031-273-0411
스쿨푸드|평촌역점|경기 안양시 동안구 벌말로 101 (관양동) 스쿨푸드|031-421-4280
스쿨푸드|강동점|서울 강동구 구천면로 494 (명일동) 스쿨푸드|02-6405-5678
스쿨푸드|방이점|서울 송파구 가락로 235 (방이동) 스쿨푸드|02-424-2729
스쿨푸드|자양점|서울 광진구 뚝섬로 665-1 (자양동, 우양섬유 사옥) 스쿨푸드|02-439-2748
스쿨푸드|문정점|서울 송파구 동남로13길 30 (가락동) 스쿨푸드|02-3402-1508
스쿨푸드|수지풍덕천점|경기 용인시 수지구 풍덕천로197번길 11-3 (풍덕천동) 1층|031-889-1391
스쿨푸드|장안점|서울 동대문구 한천로37길 23 (답십리동) 1층 104호|02-2212-0878
스쿨푸드|부산해운대점|부산 해운대구 좌동로14번길 14 (중동) A동 1층 102호|051-956-0101
스쿨푸드|태릉입구점|서울 노원구 동일로173길 17 (공릉동) 스쿨푸드|02-949-1508
스쿨푸드|판교점|경기 성남시 분당구 동판교로52번길 17-8 (백현동) 1층|031-704-4164
스쿨푸드|정자점|경기 성남시 분당구 불정로77번길 4-5 (정자동) 스쿨푸드|070-8826-4544
스쿨푸드|종로점|서울 종로구 대학로 36-9 (효제동, 대건빌딩) 1층|02-741-1508
스쿨푸드|연희점|서울 서대문구 연희로11가길 2 (연희동) 스쿨푸드|02-322-4903
스쿨푸드|용산점|서울 용산구 청파로 273 (청파동3가) 1층|02-717-1508
스쿨푸드|왕십리뉴타운점|서울 동대문구 청계천로 471 (용두동, 청계천 대성 스카이렉스2) 스쿨푸드|02-926-6720
스쿨푸드|금호점|서울 성동구 금호산2길 5 (금호동3가) 스쿨푸드|02-2231-0089
스쿨푸드|부산대연점|부산 남구 용소로34번길 6-2 (대연동) 1층|051-923-0044
스쿨푸드|신림점|서울 관악구 조원중앙로2길 117 (신림동) 1층|02-866-4888
스쿨푸드|신제주점|제주특별자치도 제주시 과원북4길 61 (연동, 덕양빌딩) 102호|064-743-6661
스쿨푸드|구로점|서울 구로구 구로중앙로18길 60 (구로동, sok(주)) 1층|02-852-1508
스쿨푸드|신대방점|서울 동작구 성대로 87 (상도동, 고려빌딩) 지하1층|02-825-1508
