NAME|BRANCH|ADDR|TELL|CORDX|CORDY
청담이상|청담본점|서울 강남구 압구정로79길 27 (청담동) 1층|연락처 : 02-515-3002|127.049373555123|37.52538967709916
청담이상|청담2호점|서울 강남구 압구정로79길 35 (청담동) |연락처 : 02-517-1155|127.05007498178979|37.525439837906944
청담이상|양재점|서울 서초구 양재천로 123 (양재동) |연락처 : 02-575-0542|127.04150535842274|37.47812954432646
청담이상|선릉점|서울 강남구 선릉로93길 27 (역삼동, 아름빌딩) 지하 1층|연락처 : 02-554-7002|127.046550510823|37.50454880457217
청담이상|종각역점|서울 종로구 종로14길 19 (관철동, 예지빌딩) 지하 1층|연락처 : 02-737-9112|126.98705513811016|37.56906890241531
청담이상|홍대점|서울 마포구 독막로7길 23 (서교동, 대동빌딩) |연락처 : 02-322-2494|126.91894318799777|37.548989199635486
청담이상|판교점|경기 성남시 분당구 판교역로192번길 12 (삼평동, 판교미래에셋센터) |연락처 : 031-8061-0708|127.11072635389816|37.39747292523774
청담이상|광주상무점|광주 서구 시청로56번길 8 (치평동, 세븐오피스텔) |연락처 : 062-384-0202|126.85273104615764|35.15328001486563
청담이상|김포장기점|경기 김포시 김포한강2로 100 (장기동, 비호뉴팰리스) |연락처 : 031-985-5788|126.67257248943383|37.63902224350136
청담이상|워커힐점|서울 광진구 아차산로76길 5 (광장동) |연락처 : 02-444-9990|127.10762621588397|37.54801651736953
청담이상|정자점|경기 성남시 분당구 정자일로 146 (정자동, 엠코헤리츠 1단지) |연락처 : 031-725-4884|127.10653512537506|37.36301080510455
청담이상|인천구월점|인천 남동구 인하로511번길 40 (구월동, 동원빌딩) 2층|연락처 : 032-428-1202|126.70369228496882|37.44493614092287
청담이상|군산수송점|전북 군산시 동수송안길 25 (수송동) |연락처 : 063-465-8686|126.7167694181013|35.96632136153368
청담이상|압구정점|서울 강남구 도산대로49길 18 (신사동) |연락처 : 02-542-3295|127.03734964194197|37.52403177613548
청담이상|전주도청점|전북 전주시 완산구 홍산중앙로 30 (효자동3가) |연락처 : 063-221-1088|127.10932104033299|35.816291790380994
청담이상|서판교점|경기 성남시 분당구 판교로25번길 22 (운중동) |연락처 : 031-8017-8878|127.08277345716708|37.39003893764477
청담이상|강남차병원점|서울 강남구 봉은사로 219 (논현동, 두남빌딩) |연락처 : 02-517-1133|127.03602525745464|37.508224980142685
청담이상|구의점|서울 광진구 자양로18길 25 (구의동) |연락처 : 02-3437-3332|127.08486916559137|37.537897022603666
청담이상|전주혁신점|전북 완주군 이서면 오공로 11-28 (갈산리) |연락처 : 063-225-7272|127.05721456720715|35.838102316522054
청담이상|대전탄방점|대전 서구 둔산중로14번길 35 (탄방동) |연락처 : 042-482-2700|127.3889889248229|36.348041811094575
청담이상|제주시청점|제주특별자치도 제주시 신성로13길 13 (이도이동) 3층|연락처 : 064-755-1232|126.5296796710827|33.499113856541655
청담이상|의정부민락점|경기 의정부시 오목로225번길 157 (민락동) |연락처 : 031-853-2388|127.09613817869251|37.74507870123512
청담이상|대전 문지점|대전 유성구 문지동 653-3 |연락처 : 042-863-1411|127.40604584146057|36.393371651096686
청담이상|분당서현점|경기 성남시 분당구 황새울로 337 (서현동, 웰빙프라자) 2층|연락처 : 031-701-6111|127.12243084436895|37.38628510754112
청담이상|대구동성로점|대구 중구 공평로8길 39 (삼덕동2가, 혜인꽃예술원) |연락처 : 053-423-2353|128.60222285720715|35.86659503982003
청담이상|청주산남점|충북 청주시 서원구 두꺼비로78번길 25 (산남동) |연락처 : 043-288-8287|127.46598270086365|36.611688726689835
청담이상|청주복대점|충북 청주시 흥덕구 진재로109번길 9 (복대동) |연락처 : 043-233-2701|127.42992877652424|36.64088755879999
청담이상|신당점|서울 중구 퇴계로78길 17 (신당동, 희천 B/D) 2층|연락처 : 02-2233-9643|127.01691015744105|37.56455260959976
청담이상|부산광안리점|부산 수영구 광안해변로 197 (광안동) |연락처 : 051-756-9994|129.11689584454993|35.15184187908262
