NAME|BRANCH|ADDR|TELL|XCORD|YCORD
본도시락|본죽&비빔밥여의홍우점|서울특별시 영등포구 국제금융로 78 (여의도동, 홍우빌딩)|1644-6288|126.931298156696|37.5208724804701
본도시락|대구서부정류장점|대구광역시 달서구 학산로 245 (송현동)|1644-6288|128.553368091468|35.8339403486232
본도시락|본죽&비빔밥서판교점|경기도 성남시 분당구 운중로 140 (운중동, 메트로골드)|031-707-6288|127.078534193171|37.3912523528667
본도시락|본죽&비빔밥강남구청역점|서울특별시 강남구 선릉로131길 24 (논현동)|02-540-3777|127.038984378461|37.517421490563
본도시락|본설렁탕전주금암점|전라북도 전주시 덕진구 전주천동로 492 (금암동)|1644-6288|127.130461955261|35.8360729920552
본도시락|광주금호점|광주광역시 서구 화개중앙로 55 (금호동, 화개빌딩)|1644-6288|126.855848997549|35.1247054575431
본도시락|본죽&비빔밥광주봉선점|광주광역시 남구 봉선로 164 (봉선동, 삼환빌딩)|062-652-8580|126.91310972064|35.1227697283788
본도시락|부산범일점|부산광역시 동구 자성로133번길 6 (범일동, 진흥 마제스타워 범일)|051-632-4280|129.065570144261|35.1373765407774
본도시락|양산증산점|경상남도 양산시 물금읍 야리로 129 (마레죤)|055-366-4288|129.009895583631|35.31127399814
본도시락|오송점|충청북도 청주시 흥덕구 오송읍 오송생명로 186|1644-6288|127.329615865877|36.6311150113905
본도시락|본죽&비빔밥성남고등점|경기도 성남시 수정구 청계산로 686 (고등동)|1644-6288|127.093936648225|37.4272753301869
본도시락|본죽&비빔밥기흥역점|경기도 용인시 기흥구 기흥역로58번길 10 (구갈동, 기흥역센트럴푸르지오)|1644-6288|127.119272873219|37.2740947697542
본도시락|본죽&비빔밥종로5가점|서울특별시 종로구 종로 199-1 (종로4가)|02-747-6288|126.999907065181|37.5711400094011
본도시락|본죽증평점|충청북도 증평군 증평읍 중앙로 194-9|043-836-6288|127.580944204781|36.7833955508675
본도시락|본죽분당수내푸른마을점|경기도 성남시 분당구 돌마로366번길 42 (수내동, 동한프라자)|031-713-8338|127.126748539316|37.3671802834772
본도시락|본죽&비빔밥영암삼호점|전라남도 영암군 삼호읍 대불주거5로 6|1644-6288|126.456209075332|34.7546189240642
본도시락|본죽&비빔밥합정역점|서울특별시 마포구 양화로 73 (서교동, 체리스빌딩)|02-338-6288|126.915961626849|37.5514444977379
본도시락|본죽만리점|서울특별시 중구 만리재로 175 (만리동2가, 서울역센트럴자이)|02-363-6288|126.964615095384|37.5547496354457
본도시락|본죽&비빔밥동탄꼬모점|경기도 화성시 동탄대로 198 (산척동)|1644-6288|127.107307520282|37.1721233573331
본도시락|본죽&비빔밥충북영동점|충청북도 영동군 영동읍 영산로 5 (상가)|043-745-6288|127.777359744603|36.1755938833336
본도시락|본죽&비빔밥익산영등제일점|전라북도 익산시 고봉로30길 13 (영등동, 제일아파트)|063-832-9988|126.972613497809|35.9566100508099
본도시락|본죽&비빔밥광주문흥점|광주광역시 북구 서하로 375 (문흥동)|062-261-6288|126.921431022329|35.1860103319871
본도시락|본죽수원화서점|경기도 수원시 팔달구 일월로22번길 3 (화서동, 현승빌딩)|031-227-1739|126.980071201512|37.2855570060499
본도시락|본죽&비빔밥고양화정점|경기도 고양시 덕양구 화신로272번길 3 (화정동, 대경프라자 II)|031-971-1771|126.830957139718|37.6310645384004
본도시락|본죽&비빔밥인천동암역점|인천광역시 부평구 열우물로 22 (십정동)|032-425-6288|126.701371711815|37.4702593863521
본도시락|본설렁탕수지상현점|경기도 용인시 수지구 광교중앙로 338 (상현동, 광교우미뉴브)|031-306-4661|127.071317060091|37.3002908790829
본도시락|본죽&비빔밥송도글로벌캠퍼스점|인천광역시 연수구 송도문화로28번길 28 (송도동, 송도글로벌캠퍼스푸르지오)|032-815-6001|126.653947188717|37.3781190706215
본도시락|본죽&비빔밥송도퍼스트파크점|인천광역시 연수구 컨벤시아대로230번길 42 (송도동, 송도아라플라자)|032-834-6388|126.634914668041|37.3880855965896
본도시락|본죽&비빔밥김해율하점|경상남도 김해시 율하3로 37 (율하동)|055-339-9200|128.813739314007|35.1716396228239
본도시락|본죽&비빔밥봉담신도시점|경기도 화성시 봉담읍 매봉로 443|1644-6288|126.947379916094|37.2239400320181
본도시락|본설렁탕인천루원시티점|인천광역시 서구 새오개로111번안길 19-1 (신현동)|1644-6288|126.663400721529|37.5224551202772
본도시락|본죽&비빔밥제기동역점|서울특별시 동대문구 정릉천동로 58 (용두동, 롯데캐슬피렌체)|02-959-6288|127.035809390442|37.5771639451575
본도시락|본죽&비빔밥울산명촌점|울산광역시 북구 명촌로 29 (진장동)|1644-6288|129.357168298004|35.5577024658012
본도시락|세종조치원점|세종특별자치시 조치원읍 대첩로 38|044-866-4283|127.292063471298|36.5956836481506
본도시락|본죽&비빔밥전주효천점|전라북도 전주시 완산구 효천중앙로 55 (효자동2가)|063-221-0830|127.107876365521|35.7989571366452
본도시락|본죽전주안골점|전라북도 전주시 덕진구 안덕원로 263 (인후동1가)|063-247-0017|127.155741478733|35.8369513590301
본도시락|본죽&비빔밥남양주진접점|경기도 남양주시 진접읍 해밀예당3로 60 (호평프라자)|031-529-6668|127.198388308384|37.7151331857407
본도시락|충무로점|서울특별시 중구 수표로2길 7 (충무로3가)|02-2268-4282|126.990909322777|37.5621921391886
본도시락|의정부민락지구점|경기도 의정부시 용민로 477 (민락동)|031-852-4281|127.118059854934|37.7514469136246
본도시락|경북상주점|경상북도 상주시 중앙로 177 (서문동)|054-534-4282|128.157798368911|36.4158307902712
본도시락|본죽&비빔밥화정명지병원점|경기도 고양시 덕양구 화중로138번길 5-3 (화정동)|031-968-6288|126.832629680821|37.6396186164805
본도시락|본죽&비빔밥장안동점|서울특별시 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)|02-2245-6245|127.075113657819|37.5710568281709
본도시락|본죽&비빔밥사당연세사랑병원점|서울특별시 서초구 효령로 22 (방배동, 멤버스뷰)|02-3487-6233|126.987482377959|37.4773868015106
본도시락|본죽&비빔밥속초점|강원도 속초시 중앙로 89-1 (청학동)|033-638-6288|128.585877744553|38.2018605585157
본도시락|본죽&비빔밥송도랜드마크시티더샵점|인천광역시 연수구 랜드마크로 68 (송도동, 랜드마크시티센트럴더샵)|032-834-1129|126.618422557421|37.4151350970922
본도시락|본죽&비빔밥충남도청점|충청남도 홍성군 홍북읍 청사로174번길 2 (한승갤러리)|041-632-2856|126.678987066939|36.6593870125874
