NAME|BRANCH|ADDR|TELL|XCORD|YCORD
신마포갈매기|구월아시아드점|인천광역시 남동구 선수촌공원로 30 102, 103호|032-467-6092|126.710553493469|37.4415545264226
신마포갈매기|까치산점|서울특별시 강서구 강서로5나길 36 1층|02-2605-6092|126.846243370263|37.5286840726125
신마포갈매기|홍천점|강원도 홍천군 홍천읍 신장대로 60 |033-432-6092|127.882828785836|37.6902703892123
신마포갈매기|인천삼산점|인천광역시 부평구 충선로209번길 13 에스엠프라자 108호|032-330-6633|126.735614196511|37.5078697254473
신마포갈매기|강릉교동점|강원도 강릉시 하슬라로206번길 20-12 |033-642-2060|128.877612335794|37.7669988834205
신마포갈매기|전주대점|전라북도 전주시 완산구 봉곡로 8-1 |063-225-6092|127.094718186441|35.8116825152181
신마포갈매기|사우점|경기도 김포시 돌문로 70 1층|031-997-6092|126.715855144598|37.6205885816895
신마포갈매기|행당점|서울특별시 성동구 고산자로 211 101호|02-2295-6092|127.033722691762|37.5589051614744
신마포갈매기|연수점|인천광역시 연수구 청능대로113번길 24 1층|032-817-3450|126.677700863509|37.4133074320095
신마포갈매기|부천고강점|경기도 부천시 역곡로 480 |070-4045-6092|126.8163478354|37.5273799668
신마포갈매기|송탄터미널점|경기도 평택시 지산로 29 1층|031-663-6092|127.0581068353|37.0794556932
신마포갈매기|문산터미널점|경기도 파주시 문산읍 문산로 32-1 |031-954-6992|126.7827927611|37.8571699856
신마포갈매기|조치원점|세종특별자치시 조치원읍 행복11길 20 |041-862-6092|127.292513893|36.605139824
신마포갈매기|철원와수리점|강원도 철원군 서면 와수로146번길 1 |033-458-9282|127.4371105307|38.2367995996
신마포갈매기|울산삼산점|울산광역시 남구 삼산중로48번길 9 1층|052-260-6092|129.336811948|35.5381687282
신마포갈매기|신길점|서울특별시 영등포구 영등포로 367 |02-848-6092|126.9192926341|37.5145531795
신마포갈매기|목포옥암점|전라남도 목포시 옥암로54번길 31 |061-283-5006|126.4317659956|34.8057987204
신마포갈매기|상월곡점|서울특별시 성북구 장월로1길 90 1층|02-942-5092|127.0437591999|37.6050399444
신마포갈매기|효창공원앞역점|서울특별시 용산구 새창로 108-1 1층|02-983-6092|126.9600185343|37.537715323
신마포갈매기|강원사창점|강원도 화천군 사내면 사내로5길 16-1 |033-441-2226|127.5204360554|38.0710406015
신마포갈매기|강원양구점|강원도 양구군 양구읍 비봉로74번길 18 |033-481-1188|127.9881229684|38.1083986854
신마포갈매기|목동점|서울특별시 중랑구 공릉로 42 |02-948-6092|127.0782871474|37.6144140019
신마포갈매기|포남점|강원도 강릉시 성덕포남로188번길 40 |033-651-5092|128.9122300271|37.7700706234
신마포갈매기|제주시청점|제주특별자치도 제주시 신성로13길 31 1층|043-833-6092|126.5305399959|33.497627688
신마포갈매기|신사역점|서울특별시 강남구 압구정로2길 46 1층|02-540-6092|127.020691533|37.5187668047
신마포갈매기|충주신연수점|충청북도 충주시 연수동산로4길 10 1층마포갈매기|043-845-5698|127.9407107204|36.9829281059
신마포갈매기|송내역점|경기도 부천시 상일로94번길 35 1층 111호(상동, 현대프라자)|032-329-0892|126.7528506996|37.4900635619
신마포갈매기|신제주점|제주 제주시 신광로8길 6 |064-711-3791|126.4891713206680|33.48707771294340
신마포갈매기|괴산점|충북 괴산군 괴산읍 읍내로 305 |043-833-6092|127.79504643957400|36.810385003459700
신마포갈매기|홍대2호점|서울 마포구 홍익로5안길 14 |02-322-1605|126.92185303404600|37.554015126295600
신마포갈매기|청라커널웨이점|인천 서구 중봉대로612번길 10-8 |032-562-5092|126.65073291835300|37.53336374599490
신마포갈매기|화천점|강원 화천군 화천읍 상승로 45-15 |033-441-2226|127.70346193694100|38.105197508318100
신마포갈매기|온수점|서울 구로구 부일로1길 26-12 1층|02-2625-6092|126.82120578007300|37.492244681368500
신마포갈매기|거여역점|서울 송파구 거마로 13 |02-431-1092|127.14467617004100|37.494479032559000
신마포갈매기|강원 고성점|강원 고성군 간성읍 간성로 27 |033-681-3199|128.47197440000000|38.3786763
신마포갈매기|영종 하늘도시점|인천 중구 하늘별빛로65번길 8 인천광역시 중구 하늘별빛로 71(중산동, 타임프라자상가 108호, 109호)|032-752-6092|126.56351472289300|37.48931754272050
신마포갈매기|신목동점|서울 양천구 신목로 5 서울시 양천구 신목로47(신정동,1층)|02-2643-6092|126.87256310000000|37.5193607
신마포갈매기|종각역점|서울 종로구 종로 54 |02-722-6092|126.98425870000000|37.5692501
신마포갈매기|강원원통점|강원 인제군 북면 원통로177번길 55 (도로명 주소 : 강원도 인제군 북면 원통로 177번길 10)|033-462-1114|128.20306570000000|38.1234787
신마포갈매기|신림역점|서울 관악구 남부순환로 1636 1층|02-882-6092|126.92864330000000|37.4837041
신마포갈매기|삼성역점|서울 강남구 테헤란로87길 58 |02-556-6092|127.05700640000000|37.5112118
신마포갈매기|일원점|서울 강남구 양재대로55길 14 |02-451-6092|127.08383460000000|37.4900923
신마포갈매기|강원정선점|강원 정선군 정선읍 녹송로 75 1층|033-563-5292|128.67066450000000|37.3837172
신마포갈매기|화정점|경기 고양시 덕양구 배다골길 131 밀레니엄타워 101호|02-2699-6092|126.83477930000000|37.6261512
신마포갈매기|충남홍성점|충남 홍성군 홍성읍 조양로119번길 7 |041-633-5592|126.6631433|36.602454
신마포갈매기|대전신성점|대전 유성구 신성로 79 |042-862-0233|127.34913860000000|36.39036840000000
신마포갈매기|서산호수공원점|충남 서산시 호수공원4로 38 |041-681-6092|126.44863010000000|36.77418
신마포갈매기|서울청량리점|서울 동대문구 홍릉로 20-1 |02-965-6092|127.04475380000000|37.5821804
신마포갈매기|대전송강점|대전 유성구 봉산로 1 |042-934-6092|127.38819970000000|36.4341531
신마포갈매기|안양평촌점|경기 안양시 동안구 관평로182번길 9 101, 102호|031-385-6092|126.96076400000000|37.3934207
신마포갈매기|마산합성점|경남 창원시 마산회원구 합성옛길 115 |055-251-2750|128.5825618|35.2370921
신마포갈매기|대전탄방점|대전 서구 탄방로7번길 53 |042-483-9233|127.39327740000000|36.3462552
신마포갈매기|목포옥암점|전남 목포시 옥암로54번길 31 |061-283-5006|126.43140090000000|34.8056753
신마포갈매기|용답점|서울 성동구 용답중앙15길 12 |02-2212-2675|127.0537683|37.5642881
신마포갈매기|가평현리점|경기 가평군 조종면 조종희망로 26 |031-584-6749|127.35084760000000|37.8190377
신마포갈매기|안성중앙대점|경기 안성시 대덕면 중앙대학로 119 |031-676-6092|127.22441500000000|37.0013933
신마포갈매기|대전궁동점|대전 유성구 대학로141번길 18 |042-320-6092|127.34940900000000|36.3617844
신마포갈매기|공도만정점|경기 안성시 공도읍 공도3로 10-6 |031-652-6092|127.17036720000000|37.0016578
신마포갈매기|진천광혜원점|충북 진천군 광혜원면 중리1길 12-1 |043-535-6092|127.44120050000000|36.989729
