NAME|BRANCH|ADDR|TELL|TIME|XCORD|YCORD
쿠우쿠우|광주상무점|광주광역시 서구 치평동 1230-8, 5층|062-383-0201|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|126.8520595586659|35.15318545544552
쿠우쿠우|대구상인점|대구광역시 달서구 상인동 1506 리젠트프라자 3층|053-635-2297|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|128.53969811893322|35.81849456581012
쿠우쿠우|울산삼산점|울산광역시 남구 삼산동 1523-7, 5층|052-258-6274|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|129.33750492242535|35.540166452276914
쿠우쿠우|부천점|경기도 부천시 부천로 11 , 잼존프라자 18층|032-652-0234|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|126.7822766857936|37.48555875926586
쿠우쿠우|대구 현풍테크노점|대구광역시 달성군 유가읍 봉리 606, 10층|053-268-9595|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|128.45822163868417|35.69307566271629
쿠우쿠우|강릉점|강원도 강릉시 성남동 105-1, 5층|033-644-6274|11:30~22:00 (음식 마감 오후 9시, 매장별 상이)|128.89647353961365|37.75264002127064
쿠우쿠우|양산점(임시 휴업)|경남 양산시 동면 남양산1길 46 형지아울렛 3층|055-370-5880|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|129.03003445909496|35.32575637632331
쿠우쿠우|연신내점|서울특별시 은평구 통일로856 메트로타워 6층|02-388-3690|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|126.92152162881143|37.61962158558617
쿠우쿠우|부산 경성대점|부산광역시 남구 수영로 305, 3층|051-622-6274|평일 11:00~21:30, 주말,공휴일 11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|129.09927065794855|35.1373372624216
쿠우쿠우|김포운양점|경기 김포시 김포한강1로 250, 골든타임 9층|031-987-6274|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|126.68495677526836|37.653356321679745
쿠우쿠우|천호점|서울특별시 강동구 천호동 453-21, 2층|02-477-6274|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|127.12738176675711|37.53853997349562
쿠우쿠우|평촌범계점임시휴무|경기도 안양시 동안구 호계동 1045-6, 6층|031-383-6274|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|126.95276110901966|37.390718020308185
쿠우쿠우|광주하남점|광주광역시 광산구 우산동 1597-1 오렌지파크몰 3층|062-943-2225|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|126.80964146000869|35.15999819533498
쿠우쿠우|주안역점|인천광역시 미추홀구 주안로 116 리가스퀘어 2층|032-425-5552|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|126.68251791076625|37.463477995923455
쿠우쿠우|오목교점(임시휴업)|서울특별시 영등포구 양평동2가 29-23 목동비즈타워 5층|02-2631-6274|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|126.88524163828002|37.52335122783499
쿠우쿠우|청주복대점|충청북도 청주시 흥덕구 복대동 288-124, 4층|043-235-6274|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|127.42673885306343|36.6423624626671
쿠우쿠우|세종점|세종특별자치시 나성동 782, 8층|044-862-6274|11:30~22:00 (음식 마감 오후 9시, 매장별 상이)|127.26288440351978|36.483247386243264
쿠우쿠우|안성점|경기도 안성시 중앙로 372번길26, 2층|031-673-6274|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|127.26724192108333|37.00665769525501
쿠우쿠우|전주효자점|전라북도 전주시 완산구 효자동3가 1539-2, 4층|063-222-6274|11:00~21:00 (음식 마감 오후 9시, 매장별 상이)|127.1099846160106|35.81604243707179
쿠우쿠우|인천연수점|인천광역시 연수구 청학동 496-4 연수광장프라자 3층|032-812-6274|11:30~21:30 (음식 마감 오후 9시, 매장별 상이)|126.67711255999549|37.417731613706366
쿠우쿠우|홍성내포점(임시 휴업)|충남 홍성군 홍북읍 청사로174번길 2, 3층|041-633-3353|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|126.67898807430007|36.659386835095944
쿠우쿠우|수지동천점|경기도 용인시 수지구 동천동 899 동천유타워 A동 2층|031-299-2002|11:00~21:30 (음식 마감 오후 9시, 매장별 상이)|127.10168380262724|37.338215164615974
쿠우쿠우|청주점11월30일 ~ 12월3일 임시휴무|충청북도 청주시 상당구 남문로2가 68, 3층|043-221-6274|11:30~21:30 (음식 마감 오후 9시, 매장별 상이)|127.48907703437031|36.63237984937451
쿠우쿠우|부산 광복점|부산광역시 중구 남포동2가 22-1, 3층|051-992-6274|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|129.03158497443442|35.09850811974553
쿠우쿠우|속초점|강원도 속초시 조양동 1310-32, 2층|033-637-9959|11:30~22:00 (음식 마감 오후 9시, 매장별 상이)|128.59750245078928|38.186081953236126
쿠우쿠우|원주혁신점12월 1일까지 임시휴무|강원도 원주시 황금로 34, 3층|033-743-6274|11:30~22:00 (음식 마감 오후 9시, 매장별 상이)|127.99049291758436|37.3270091242222
쿠우쿠우|충주점|충청북도 충주시 연수동 1331, 충북원예농협 2층|043-852-6274|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|127.94273526247927|36.98752902858971
쿠우쿠우|동탄1신도시점(임시휴업)|경기도 화성시 반송동 93-10, 지하 1층|031-613-1380|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|127.07158803161293|37.20289003513838
쿠우쿠우|진해점(11/20~12/3 까지 임시휴무)|경상남도 창원시 진해구 진해대로 742, H빌딩 6층|055-543-6274|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|128.6968156223271|35.15912614543253
쿠우쿠우|부산화명점|부산광역시 북구 화명동 2277-4, 15층|051-364-0303|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|129.01331300039192|35.23418676658553
쿠우쿠우|안산점|경기도 안산시 단원구 고잔동 535-1, 2층|031-405-6274|11:30~21:30 (음식 마감 오후 9시, 매장별 상이)|126.83564027183225|37.31793996752228
쿠우쿠우|인천 구월점|인천광역시 남동구 구월동 1550-4, D동 2층|032-463-6274|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|126.70962698781665|37.43918799790554
쿠우쿠우|발산점임시휴무|서울특별시 강서구 마곡동 795-7, 열린프라자 9층|02-3661-1357|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|126.83769929152865|37.56013550391999
쿠우쿠우|춘천점|강원도 춘천시 퇴계동 1017, 지하 1층|033-269-7004|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|127.74371608392796|37.85056744545682
쿠우쿠우|평내호평점|경기도 남양주시 늘을2로 32, 8층|031-511-6275|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|127.24407978450031|37.65565080753321
쿠우쿠우|여수점|전남 여수시 예울마루로 37-26, 2층|061-682-6274|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|127.670009552718|34.7465439553447
쿠우쿠우|영통점|경기도 수원시 영통구 영통동 1011-1, 5층|031-206-1357|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|127.07628840581997|37.252934881610656
쿠우쿠우|부천중동점(주말 영업)|경기도 부천시 석천로177번길 31, 6층|032-323-6275|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|126.76095885695038|37.503317804854
쿠우쿠우|인천계양점|인천광역시 계양구 용종동 211-4, 10층|032-548-9582|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|126.73852150668722|37.53816421821852
쿠우쿠우|이천점|경기도 이천시 중리천로76 라온펠리스 2층|031-632-6274|11:00~22:00 (음식 마감 오후 9시, 매장별 상이)|127.44573749273039|37.27844870894432
