NAME|BRANCH|ADDR|TELL|XCORD|YCORD
올리브영|잠실장미상가점|서울특별시 송파구 올림픽로35길 124 (신천동 7) 장미아파트 에이상가 내재 1동 101,107호,124-129호|02-412-5905|127.100518|37.517214
올리브영|잠실역8호선점|서울특별시 송파구 올림픽로 305 잠실역8호선 지하상가 H7~10호|02-3432-9991|127.1003127|37.513319
올리브영|송파구청점|서울특별시 송파구 오금로 87 잠실리시온 1층|02-412-8159|127.1074343|37.5146445
올리브영|둔촌점|서울특별시 강동구 양재대로 1317 경일빌딩 1층|02-475-5290|127.1342808|37.5240527
올리브영|길동사거리점|서울특별시 강동구 천호대로 1120 1층|02-486-0634|127.1356424|37.5345149
올리브영|방이역점|서울특별시 송파구 마천로 41|02-415-5290|127.1255294|37.5090578
올리브영|올림픽아파트점|서울특별시 송파구 양재대로 1222 올림픽선수촌 스포츠센터 2층|02-400-5290|127.1311226|37.5157634
올리브영|잠실점|서울특별시 송파구 올림픽로 269 101호|02-2146-2380|127.1007063|37.5143411
올리브영|석촌역점|서울특별시 송파구 백제고분로 387|02-416-5290|127.1084912|37.5065158
올리브영|방이시장점|서울특별시 송파구 백제고분로 464 1층|02-421-5290|127.1134175|37.5117429
올리브영|홈플러스잠실점|서울특별시 송파구 올림픽로35가길 16|02-419-5290|127.1030345|37.5162594
올리브영|강동구청점|서울특별시 강동구 성내로 19|02-471-5290|127.1229288|37.5302675
올리브영|개롱역점|서울특별시 송파구 오금로 412, 성지빌딩|02-409-5290|127.1356744|37.4973464
올리브영|천호엔터식스점|서울특별시 강동구 천호대로 지하 997 지하 1층, 천호엔터식스 012호|02-6484-6110|127.1251309|37.5385148
올리브영|롯데월드점|서울특별시 송파구 올림픽로 240 (롯데월드 어드벤쳐 지하1층 매표소 인근)|02-2143-1171|127.09814039543262|37.51131078364221
올리브영|잠실장미상가점|서울특별시 송파구 올림픽로35길 124 (신천동 7) 장미아파트 에이상가 내재 1동 101,107호,124-129호|02-412-5905|127.100518|37.517214
올리브영|잠실역8호선점|서울특별시 송파구 올림픽로 305 잠실역8호선 지하상가 H7~10호|02-3432-9991|127.1003127|37.513319
올리브영|송파구청점|서울특별시 송파구 오금로 87 잠실리시온 1층|02-412-8159|127.1074343|37.5146445
올리브영|둔촌점|서울특별시 강동구 양재대로 1317 경일빌딩 1층|02-475-5290|127.1342808|37.5240527
올리브영|길동사거리점|서울특별시 강동구 천호대로 1120 1층|02-486-0634|127.1356424|37.5345149
올리브영|방이역점|서울특별시 송파구 마천로 41|02-415-5290|127.1255294|37.5090578
올리브영|올림픽아파트점|서울특별시 송파구 양재대로 1222 올림픽선수촌 스포츠센터 2층|02-400-5290|127.1311226|37.5157634
올리브영|잠실점|서울특별시 송파구 올림픽로 269 101호|02-2146-2380|127.1007063|37.5143411
올리브영|석촌역점|서울특별시 송파구 백제고분로 387|02-416-5290|127.1084912|37.5065158
올리브영|방이시장점|서울특별시 송파구 백제고분로 464 1층|02-421-5290|127.1134175|37.5117429
올리브영|홈플러스잠실점|서울특별시 송파구 올림픽로35가길 16|02-419-5290|127.1030345|37.5162594
올리브영|강동구청점|서울특별시 강동구 성내로 19|02-471-5290|127.1229288|37.5302675
올리브영|개롱역점|서울특별시 송파구 오금로 412, 성지빌딩|02-409-5290|127.1356744|37.4973464
올리브영|천호엔터식스점|서울특별시 강동구 천호대로 지하 997 지하 1층, 천호엔터식스 012호|02-6484-6110|127.1251309|37.5385148
올리브영|롯데월드점|서울특별시 송파구 올림픽로 240 (롯데월드 어드벤쳐 지하1층 매표소 인근)|02-2143-1171|127.09814039543262|37.51131078364221
올리브영|수서역점|서울특별시 강남구 밤고개로1길 10|02-451-5290|127.1017898|37.4880654
올리브영|문정역점|서울특별시 송파구 송파대로 167 B동 지하1층 G127,128호|02-2054-8632|127.121985|37.484949
올리브영|거여역점|서울특별시 송파구 오금로 512, 1층 110호, 111호|02-2043-5290|127.1455439|37.4926875
올리브영|강변엔터식스점|서울특별시 광진구 광나루로56길 85 테크노마트 1층 테크노마트 1층|02-458-5290|127.0958444|37.5357492
올리브영|올림픽대교북단점|서울특별시 광진구 아차산로 484|02-444-5751|127.0956825|37.5407318
올리브영|천호중앙점|서울특별시 강동구 천호대로 1027 일동빌딩 1층|02-488-9276|127.1263973|37.5381069
올리브영|잠실학원사거리점|서울특별시 송파구 석촌호수로 130|02-412-6504|127.0913931|37.5071979
올리브영|신천점|서울특별시 송파구 올림픽로 116-1 신원빌딩 1층|02-2203-5290|127.0836274|37.5113988
올리브영|석촌호수로점|서울특별시 송파구 석촌호수로 88 1층|02-423-5290|127.0869315|37.5085139
올리브영|가락시장역점|서울특별시 송파구 중대로 105 가락 ID타워 1층|02-406-5290|127.1199873|37.4935905
올리브영|길동역점|서울특별시 강동구 양재대로 1481 1층|02-486-5290|127.13990445864746|37.53827352169787
올리브영|롯데마트송파점|서울특별시 송파구 중대로 80 롯데마트송파점 지하2층|02-430-5290|127.1177918|37.4917991
올리브영|강변역점|서울특별시 광진구 강변역로4길 10|02-3436-5290|127.0934277|37.5353613
올리브영|배명사거리점|서울특별시 송파구 백제고분로 276 공익빌딩 1층|02-412-6641|127.0972725|37.502111
올리브영|천호현대점|서울특별시 강동구 올림픽로 664 1층|02-470-5290|127.1249465|37.5406175
올리브영|위례아이파크점|서울특별시 송파구 위례광장로 136|02-431-5290|127.1422273|37.4771112
올리브영|아차산역점|서울특별시 광진구 천호대로 671|02-2201-5290|127.090541|37.5513328
올리브영|스타시티점|서울특별시 광진구 아차산로 262 스타시티가 1층|02-2024-1344|127.0726183|37.5376127
올리브영|홈플러스강동점|서울특별시 강동구 양재대로 1571 홈플러스 강동점 1층|02-470-7370|127.14225395308974|37.54571296642377
올리브영|스타필드시티위례점|경기도 하남시 위례대로 200 스타필드시티위례점 1F|031-8097-1356|127.148404124838|37.4801356884837
올리브영|일원역점|서울특별시 강남구 일원로 115 삼성생명 일원동 빌딩 114호|02-445-1069|127.0844681|37.4838956
올리브영|구의역점|서울특별시 광진구 아차산로 378 한승빌딩 1층|02-452-5518|127.0848701|37.5365748
올리브영|광나루역점|서울특별시 광진구 아차산로 607|02-444-1571|127.1060485|37.5473702
