NAME|BRANCH|ADDR|TELL|TIME
홍콩반점0410+|창원대방점|경상남도 창원시 성산구 가양로124번길 5-5|055-284-0410|11:00 - 21:00(주문마감시간 08:30)
홍콩반점0410+|시흥은계점|경기도 시흥시 은계번영길 25, 2층|031-506-5533|11:00 ~ 21:00
홍콩반점0410+|창동역점|서울특별시 도봉구 마들로11길 73|02-998-0410|11:00 ~ 21:00
홍콩반점0410+|평택삼성점|경기도 평택시 고덕면 여염리 4427-3 1층 |031-668-0410|10:30 ~ 20:30 
홍콩반점0410+|양천구청점점|서울특별시 양천구 목동서로 377, A동 1층|02-6094-3791|11:00 ~ 22:00(마지막 주문 21:00)
홍콩반점0410+|영종하늘도시점|인천광역시 중구 자연대로 47(중산동 1873-3)|032-746-0140 |10:00 ~ 23:00
홍콩반점0410+|안산선부점|경기 안산시 단원구 선부광장북로 36 상가동 210호(선부동, 벽산블루밍아파트)|031-481-9778|11:00 ~ 21:00
홍콩반점0410+|부산동대신점|부산광역시 서구 구덕로 337, 1층|051-247-0410|11:30 ~ 21:30
홍콩반점0410+|광주상무점|광주광역시 서구 시청로 53 유탑 부티크 호텔 & 레지던스 2F|062-370-8031|11:00 ~ 21:30
홍콩반점0410+|상봉역점|서울특별시 중랑구 망우로 305|0507-1368-5572|11:00 ~ 22:00 주문마감 21:30 (브레이크타임 15:30 ~ 17:00)
홍콩반점0410+|고척동양대점|서울 구로구 경인로47길 23, 2층 |02-2614-0410|11:00 ~ 22:00
홍콩반점0410+|양주광적점|경기도 양주시 광적면 가납리 428(양주 테크노시티) , 1층|031-836-7770|11:00 ~ 20:30<br>(브레이크 타임 14:00 ~ 17:00)
홍콩반점0410+|부산동래롯데점|부산 동래구 중앙대로1381번길 25|051-557-0410|11:00~21:00
홍콩반점0410+|안산해양로점|경기 안산시 상록구 사동 1512, 3층|031-417-1819|11:30 - 21:00
홍콩반점0410+|진주평거점|경남 진주시 진양호로 299-1 1층|055-746-0410|11:00 ~ 21:00 / 마지막주문 20:30<br>브레이크 타임 15:00 ~ 17:00
