NAME|BRANCH|ADDR|TELL
JAJU|이마트다산점|경기 남양주시 도농로 24 부영애시앙 이마트 다산점 JAJU|
JAJU|이마트양주점|경기도 양주시 평화로 1713 JAJU|031-860-0123
JAJU|이마트경산점|경상북도 경산시 옥산로 227 JAJU|
JAJU|이마트이천점|경기도 이천시 이섭대천로 1440-50 JAJU|031-644-8123
JAJU|이마트금정점|부산광역시 금정구 중앙대로1841번길 24 JAJU|
JAJU|이마트동탄점|경기도 화성시 동탄중앙로 376 JAJU|
JAJU|스타필드하남점|경기 하남시 미사대로 750 스타필드 하남점 1층 JAJU|031-8072-8211
JAJU|롯데몰진주점|경상남도 진주시 동진로 440 (충무공동) JAJU|055-791-2209
JAJU|이마트분당점|경기 성남시 분당구 불정로 134 이마트 분당점 JAJU|
JAJU|이마트흥덕점|경기도 용인시 기흥구 흥덕중앙로 60 이마트 흥덕점 JAJU|031-802-1123
JAJU|스타필드고양점|경기 고양시 덕양구 고양대로 1955 스타필드 고양점 B1층 213호 JAJU 매장|
JAJU|이마트파주운정점|경기도 파주시 책향기숲길 77 JAJU|031-931-2123
JAJU|신세계백화점본점|서울 중구 소공로 63 신세계백화점 본점 SSG마켓 JAJU|
JAJU|이마트구미점|경상북도 구미시 구미대로 256 이마트 구미점 JAJU|
JAJU|이마트역삼점|서울 강남구 역삼로 310 이마트 역삼점 B1층 JAJU|02-6908-1234
JAJU|이마트고잔점|경기도 안산시 단원구 원포공원1로 46 이마트 고잔점 JAJU|
JAJU|이마트월계점|서울특별시 노원구 마들로3길 15 이마트 월계점 JAJU|02-2092-1234
JAJU|가로수길점|서울 강남구 가로수길 15 JAJU|02-3447-3600
JAJU|이마트계양점|인천광역시 계양구 봉오대로 785 이마트 계양점 JAJU|
JAJU|이마트포천점|경기도 포천시 호국로 이마트 포천점 915 JAJU|031-540-1234
JAJU|이마트마포점|서울특별시 마포구 백범로 212 이마트 마포공덕점 JAJU|
JAJU|이마트성서점|대구광역시 달서구 이곡동로 24 이마트 성서점 JAJU|053-605-1234
JAJU|이마트성남점|경기도 성남시 수정구 수정로 201 이마트 성남점 JAJU|031-8023-1234
JAJU|이마트둔산점|대전광역시 서구 둔산북로 41 이마트 둔산점 JAJU|
JAJU|이마트사상점|부산광역시 사상구 광장로 17 이마트 사상점 JAJU|051-329-1234
JAJU|이마트의정부점|경기도 의정부시 민락로 210 이마트 의정부점 JAJU|031-850-1234
JAJU|이마트천안서북점|충청남도 천안시 서북구 삼성대로 20 이마트 천안서북점 JAJU|041-620-1234
JAJU|이마트포항이동점|경상북도 포항시 북구 대이로 188 이마트 포항이동점 JAJU|
JAJU|갤러리아타임월드점|대전 서구 대덕대로 211 갤러리아백화점 타임월드점 10층 JAJU|042-720-6055
JAJU|이마트가양점|서울특별시 강서구 양천로 559 이마트 가양점 JAJU|
JAJU|이마트속초점|강원도 속초시 설악금강대교로 12 이마트 속초점 JAJU|033-630-1234
JAJU|이마트수원점|경기도 수원시 권선구 경수대로 270 이마트 수원점 JAJU|031-207-1234
JAJU|이마트청계천점|서울 중구 청계천로 400 이마트 청계천점 JAJU|02-2290-1234
JAJU|이마트충주점|충청북도 충주시 중원대로 3420 이마트 충주점 JAJU|043-841-1234
JAJU|이마트창동점|서울특별시 도봉구 노해로65길 4 이마트 창동점 JAJU|02-901-1234
JAJU|마리오아울렛구로|서울 금천구 디지털로 185 마리오아울렛1 3관 2층 JAJU|02-2067-2331
JAJU|이마트포항점|경상북도 포항시 남구 냉천로 10 이마트 포항점 JAJU|054-223-1234
JAJU|이마트풍산점|경기도 고양시 일산동구 무궁화로 237 이마트 풍산점 JAJU|
JAJU|이마트동백점|경기도 용인시 기흥구 동백죽전대로 444 이마트 동백점 JAJU|
JAJU|이마트화성봉담점|경기도 화성시 봉담읍 효행로 278 이마트 화성봉담점 JAJU|031-228-1234
JAJU|이마트천호점|서울특별시 강동구 천호대로 1017 이마트 천호점 JAJU|02-2224-1234
JAJU|이마트평촌점|경기도 안양시 동안구 시민대로 300 이마트 평촌점 JAJU|031-687-1234
JAJU|이마트김포한강점|경기 김포시 김포한강7로 71 이마트 김포한강점 B1층 JAJU|031-990-7124
JAJU|코엑스점|서울 강남구 봉은사로 524 코엑스몰 524 B1층 E107 JAJU|02-6002-3212
JAJU|이마트군산점|전라북도 군산시 구암3.1로 137 이마트 군산점 JAJU|
JAJU|이마트평택점|경기도 평택시 영신로 29 이마트 평택점 JAJU|031-371-1234
JAJU|이마트봉선점|광주광역시 남구 봉선로 198 이마트 봉선점 JAJU|
JAJU|이마트양재점|서울특별시 서초구 매헌로 16 이마트 양재점 JAJU|02-2155-1234
JAJU|이마트신제주점|제주특별자치도 제주시 1100로 3348 이마트 신제주점 JAJU|064-798-1234
JAJU|이마트가든5점|서울특별시 송파구 충민로 10 이마트 가든파이브점 JAJU|
JAJU|이마트수색점|서울특별시 은평구 수색로 217 이마트 신제주점 JAJU|02-6943-1234
JAJU|이마트천안점|충청남도 천안시 서북구 충무로 187 이마트 천안점 JAJU|041-620-1234
JAJU|이마트동구미점|경상북도 구미시 이계북로 23 이마트 동구미점 JAJU|
JAJU|이마트서수원점|경기도 수원시 권선구 수인로 291 이마트 서수원점 JAJU|031-895-1234
JAJU|이마트반야월점|대구광역시 동구 안심로 389-2 이마트 반야월점 JAJU|
JAJU|이마트서산점|충청남도 서산시 서해로 3685 이마트 서산점 JAJU|041-670-1234
JAJU|이마트안양점|경기도 안양시 동안구 관악대로 104 이마트 안양점 JAJU|031-380-3300
JAJU|아브뉴프랑광명점|경기 광명시 양지로 16 광명역써밋플레이스 아브뉴프랑 광명 JAJU|02-899-1079
JAJU|이마트동인천점|인천광역시 중구 인중로 134 이마트 동인천점 JAJU|
JAJU|이마트일산점|경기도 고양시 일산동구 중앙로 1124 이마트 일산점 JAJU|031-900-1234
JAJU|신세계백화점김해점|경남 김해시 김해대로 2232 신세계백화점 김해점 1층 JAJU|055-272-1138
JAJU|신세계백화점의정부점|경기도 의정부시 평화로 525 신세계백화점 의정부점 JAJU|15881234
JAJU|이마트천안터미널점|충청남도 천안시 동남구 신부동 354-1 이마트 천안터미널점 JAJU|041-411-1234
JAJU|롯데몰은평점|서울 은평구 통일로 1050 롯데몰 은평점 3층 JAJU|02-6975-5315
JAJU|신세계백화점대구점|대구 동구 동부로 149 신세계동대구복합환승센터 신세계백화점 8층|053-661-6974
JAJU|이마트칠성점|대구 북구 침산로 93 이마트 칠성점 JAJU|053-609-1234
JAJU|이마트미아점|서울 성북구 도봉로 17 이마트 미아점 JAJU|
JAJU|이마트죽전점|경기도 용인시 수지구 포은대로 552 이마트 죽전점 JAJU|031-888-1234
JAJU|송도트리플|인천 연수구 갯벌로 12 트리플 스트리트점 JAJU|032-310-9373
JAJU|이마트동해점|강원 동해시 천곡로 100 이마트 동해점 JAJU|
JAJU|아이파크용산점|서울 용산구 한강대로23길 55 HDC아이파크몰 용산점 JAJU|02-2012-2365
JAJU|이마트원주점|강원도 원주시 북원로 1928 이마트 원주점 JAJU|033-749-1234
JAJU|이마트강릉점|강원도 강릉시 경강로 2398-10 이마트 강릉점 JAJU|
JAJU|이마트덕이점|경기도 고양시 일산서구 경의로 798|
JAJU|이마트감삼점|대구 달서구 와룡로 143 이마트 감삼점 B3층 JAJU|
JAJU|이마트검단점|인천 서구 서곶로 754 이마트 검단점 JAJU|
JAJU|이마트시화점|경기 시흥시 정왕대로 210 이마트 시화점 JAJU|
JAJU|이마트수원광교점|경기도 수원시 영통구 광교로 191|
JAJU|이마트김천점|경상북도 김천시 시청로 75 이마트 김천점 JAJU|
JAJU|신세계백화점경기점|경기 용인시 수지구 포은대로 536 신세계백화점 경기점 JAJU|031-695-1644
JAJU|이마트만촌점|대구광역시 수성구 동원로 136 이마트 만촌점 JAJU|
JAJU|이마트부천점|경기도 부천시 부천로 1 이마트 부천점 JAJU|
JAJU|신세계사이먼파주점|경기 파주시 탄현면 필승로 200 파주프리미엄아울렛 JAJU|031-807173-58/9
JAJU|이마트광주점|광주광역시 서구 죽봉대로 61 이마트 광주점 JAJU|
JAJU|이마트목포점|전라남도 목포시 옥암로 138 이마트 목포점 JAJU|
JAJU|이마트여의도점|서울 영등포구 여의동로3길 10 이마트 여의도점 1층 JAJU|
JAJU|이마트구로점|서울특별시 구로구 디지털로32길 43 이마트 구로점 JAJU|
JAJU|이마트연제점|부산광역시 연제구 연수로 89 이마트 연제점 JAJU|051-860-1234
JAJU|이마트태백점|강원 태백시 굴거랑길 4 1F JAJU 매장|
JAJU|이마트안성점|경기도 안성시 중앙로 246 이마트 안성점 JAJU|031-686-1234
JAJU|신세계사이먼여주점|경기 여주시 명품로 360 여주프리미엄아울렛 JAJU|
JAJU|이마트영등포점|서울 영등포구 영중로 15 이마트 영등포점 B1층 JAJU|02-3468-1234
JAJU|이마트창원점|경상남도 창원시 성산구 원이대로 608 이마트 창원점 JAJU|055-211-1234
JAJU|이마트마산점|경상남도 창원시 마산합포구 서성로 3 이마트 마산점 JAJU|
JAJU|이마트상주점|경상북도 상주시 경상대로 3141 이마트 상주점 JAJU|054-537-1234
JAJU|이마트사천점|경상남도 사천시 삼천포대교로 591 이마트 사천점 JAJU|055-850-1234
JAJU|이마트용산점|서울특별시 용산구 한강대로23길 55 이마트 용산점 JAJU|02-2012-1234
JAJU|이마트아산점|충청남도 아산시 온천대로 1678 이마트 아산점 JAJU|041-422-1234
JAJU|이마트청주점|충청북도 청주시 서원구 청남로 1853 이마트 청주점 JAJU|043-210-1234
JAJU|이마트제주점|제주특별자치도 제주시 탑동로 38 이마트 제주점 JAJU|064-729-1234
JAJU|이마트화정점|경기도 고양시 덕양구 백양로 79 이마트 화정점 JAJU|031-995-1234
JAJU|이마트하월곡점|서울특별시 성북구 종암로 167 이마트 하월곡점 JAJU|02-6936-1234
JAJU|이마트통영점|경상남도 통영시 광도면 죽림4로 9 이마트 통영점 JAJU|055-650-1234
JAJU|이마트명일점|서울특별시 강동구 고덕로 276 이마트 명일점 JAJU|
JAJU|이마트춘천점|강원도 춘천시 경춘로 2341 이마트 춘천점 JAJU|033-240-1234
JAJU|이마트중동점|경기도 부천시 석천로 188 이마트 중동점 JAJU|032-718-1234
JAJU|이마트울산점|울산광역시 남구 남중로 48 이마트 울산점 JAJU|052-220-1234
JAJU|이마트광산점|광주광역시 광산구 사암로 172 이마트 광산점 JAJU|
JAJU|이마트과천점|경기 과천시 별양상가3로 11 이마트 과천점 JAJU|
JAJU|이마트파주점|경기도 파주시 당하길 10 이마트 파주점 JAJU|031-950-1234
JAJU|이마트해운대점|부산광역시 해운대구 좌동순환로 511 이마트 해운대점 JAJU|051-608-1234
JAJU|AK기흥점|경기 용인시 기흥구 기흥역로 63 AK프라자 기흥점 B1층 JAJU매장|031-5186-6535
JAJU|이마트진접점|경기도 남양주시 진접읍 금강로유연들1길 154 이마트 진접점 JAJU|031-522-1234
JAJU|이마트광명소하점|경기도 광명시 소하로 97 이마트 광명소하점 JAJU|
JAJU|이마트오산점|경기도 오산시 경기대로 181 이마트 오산점 JAJU|031-369-7123
JAJU|이마트용인점|경기도 용인시 처인구 명지로 53 이마트 용인점 JAJU|031-326-1234
JAJU|이마트양산점|경상남도 양산시 양산역6길 12 이마트 양산점 JAJU|055-371-8123
JAJU|이마트안동점|경상북도 안동시 옥동1길 2 이마트 안동점 JAJU|054-850-1234
JAJU|갈매아이파크|경기 구리시 경춘북로 252 갈매역아이파크 1층 JAJU|031-572-7678
JAJU|Kids신세계백화점경기점|경기 용인시 수지구 포은대로 536 신세계백화점 경기점 주차동 8층 JAJU|031-695-2200
JAJU|광교엘포트몰|경기 수원시 영통구 광교중앙로 145 광교엘포트아이파크 1층 JAJU|031-212-5811
JAJU|스타필드위례점|경기 하남시 위례대로 200 스타필드시티 위례점 2층 JAJU|031-8097-1279
JAJU|이마트대전터미날점|대전광역시 동구 동서대로 1689 이마트 대전터미널점 JAJU|
JAJU|이마트세종점|세종 금송로 687 이마트 세종점 JAJU|
JAJU|이마트수지점|경기도 용인시 수지구 수지로 203 이마트 수지점 JAJU|031-270-1234
JAJU|이마트여주점|경기도 여주시 세종로 151 이마트 여주점 JAJU|031-887-6123
JAJU|이마트제천점|충청북도 제천시 장평천로 11 이마트 제천점 JAJU|043-641-1234
JAJU|이마트순천점|전라남도 순천시 팔마로 191 이마트 순천점 JAJU|061-749-1234
JAJU|신세계사이먼기장점|부산 기장군 장안읍 정관로 1133 신세계사이먼 프리미엄 아울렛 기장점 JAJU|051-901-2500
JAJU|이마트묵동점|서울특별시 중랑구 동일로 932 이마트 묵동점 JAJU|
JAJU|이마트보라점|경기도 용인시 기흥구 한보라1로 92 이마트 보라점 JAJU|
JAJU|이마트월배점|대구광역시 달서구 진천로 92 이마트 월배점 JAJU|053-607-1234
JAJU|이마트서귀포점|제주특별자치도 서귀포시 일주동로 9209 이마트 서귀포점 JAJU|064-797-1234
JAJU|이마트신도림점|서울 구로구 새말로 97 이마트 신도림점 B2층 JAJU|02-6715-1234
JAJU|이마트익산점|전라북도 익산시 평동로 705 이마트 익산점 JAJU|063-860-1234
JAJU|JAJU신세계백화점센텀점|부산광역시 해운대구 센텀남대로 35 신세계백화점 센텀시티점 JAJU|
JAJU|이마트킨텍스점|경기도 고양시 일산서구 킨텍스로 171 이마트 킨텍스로점 JAJU|
JAJU|신센텀팩토리|부산 해운대구 센텀남대로 35 신세계백화점 센텀시티점 JAJU|
JAJU|이마트자양점|서울특별시 광진구 아차산로 262 이마트 자양점[건대점] JAJU|02-2024-1234
JAJU|이마트펜타포트|충남 천안시 서북구 공원로 196 이마트 펜타포트점 JAJU|
JAJU|이마트진주점|경상남도 진주시 진양호로 477 이마트 진주점 JAJU|055-749-1234
JAJU|이마트서부산점|부산광역시 사상구 낙동대로 910 이마트 서부산점 JAJU|051-310-1234
JAJU|이마트은평점|서울특별시 은평구 은평로 111 이마트 은평점 JAJU|02-380-1234
JAJU|이마트연수점|인천광역시 연수구 경원대로 184 이마트 연수점 JAJU|032-820-1234
JAJU|이마트별내점|경기도 남양주시 순화궁로 167 이마트 별내점 JAJU|
JAJU|신세계백화점마산점|경남 창원시 마산합포구 합포로 251 신세계백화점 마산점 B1층 JAJU|055-240-1965
JAJU|PK마린시티|부산 해운대구 마린시티2로 38 해운대아이파크 JAJU|051-792-7100
JAJU|PK청담|서울 강남구 도산대로 442 피엔폴루스 피엔폴루스 지하 1층 SSG 푸드마켓|02-6947-1200
JAJU|이마트트레이더스김포점|경기 김포시 김포대로 715 트레이더스 김포점 JAJU|031-8048-5668
