##NAME|SUBNAME|ID|TELNUM|NEWADDR|TYPE|FEAT@@삼성화재
삼성화재|강남고객지원센터|3617|02-489-6301|서울 송파구 송파대로 562, 11층 강남고객지원센터 (신천동,한빛프라자삼성웰리스아파트)|고객지원센터|
삼성화재|강릉지역단|0312|033-648-3114|강원 강릉시 율곡로 2853, 3층 대동빌딩 (옥천동)|고객지원센터|
삼성화재|강북고객지원센터|3616|02-940-6293|서울 동대문구 왕산로 168, 2층 강북고객지원센터 (용두동,삼성화재청량리사옥)|고객지원센터|
삼성화재|강서고객지원센터|4301|02-850-6164|서울 영등포구 양평로 76, 1층 (양평동4가,삼성화재영등포사옥)|고객지원센터|
삼성화재|거제통영지역단|0547|055-637-7114|경남 거제시 거제중앙로 1934, 2층 정광빌딩 (고현동)|고객지원센터|
삼성화재|경기고객지원센터|3619|070-7111-6054|경기 수원시 팔달구 권광로 205, 3층 삼성화재빌딩 (인계동)|고객지원센터|
삼성화재|구리지역단|0216|031-556-5114|경기 구리시 경춘로 253, 9층 구리지역단 (인창동,황금시계빌딩)|고객지원센터|
삼성화재|구미지역단|0327|054-450-7412|경북 구미시 구미중앙로11길 6, 6층 구미지역단 (원평동,T5빌딩)|고객지원센터|
삼성화재|김해지역단|0372|055-336-0612|경남 김해시 김해대로 2342, C동 10층 (부원동,아이스퀘어)|고객지원센터|
삼성화재|대구고객지원센터|3623|053-607-7686|대구 수성구 동대구로 401, 3층 삼성화재빌딩 (범어동, 삼성화재사옥)|고객지원센터|
삼성화재|마산지역단|0660|055-250-2543|경남 창원시 마산회원구 3.15대로 674, 2층 (석전동, 삼성화재)|고객지원센터|
삼성화재|목포지역단|0546|061-240-4706|전남 목포시 후광대로 116, 3층 삼성화재목포지역단 (옥암동)|고객지원센터|
삼성화재|부산고객지원센터|3622|051-461-8173|부산 동구 중앙대로 184, 2층 삼성화재빌딩 부산역 스타일웨딩홀옆건물 (초량동, 삼성금융프라자빌딩)|고객지원센터|
삼성화재|부천지역단|0319|032-650-7114|경기 부천시 원미구 신흥로 197, 3층 삼성화재빌딩 (중동)|고객지원센터|
삼성화재|부평지역단|0324|032-510-1114|인천 부평구 경원대로 1373, 5층 북인천우체국청사 부평역16번출구 (부평동)|고객지원센터|
삼성화재|성남지역단|0213|031-229-5300|경기 성남시 분당구 황새울로312번길 26, 7층 (서현동,KT&amp;G타워)|고객지원센터|
삼성화재|소보기획파트|0617|02-758-4292|서울 서초구 서초대로74길 14, 2층 고객지원센터 (서초동,삼성물산(주))|고객지원센터|
삼성화재|순천지역단|0328|061-720-7700|전남 순천시 순광로 8, 2층 (조례동, 삼성화재빌딩)|고객지원센터|
삼성화재|안산지역단|0333|031-413-7144|경기 안산시 단원구 광덕대로 259, 1층 (고잔동, 삼성화재빌딩)|고객지원센터|
삼성화재|안양지역단|0322|031-990-7600|경기 안양시 동안구 시민대로 180, G.SQURE, 26층 삼성화재 안양지역단 (호계동)|고객지원센터|
삼성화재|울산지역단|0321|052-259-7106|울산 남구 중앙로 220, 1층 삼성화재빌딩 (신정동)|고객지원센터|
삼성화재|원주지역단|0310|033-761-9114|강원 원주시 남원로 648, 1층 삼성화재 원주지역단 (개운동)|고객지원센터|
삼성화재|의정부지역단|0315|031-876-8115|경기 의정부시 시민로 62, 3층 삼성생명빌딩 (의정부동, 삼성생명의정부사옥)|고객지원센터|
삼성화재|익산지역단|0726|063-839-9817|전북 익산시 하나로4길 14, 4층 삼성화재 익산지역단 (어양동, BYC빌딩)|고객지원센터|
삼성화재|인천지역단|0308|032-440-7315|인천 남동구 남동대로 773, 6층 (구월동,가천대길병원인공지능암병원)|고객지원센터|
삼성화재|일산지역단|0332|031-961-4411|경기 고양시 일산동구 중앙로 1161, 11층 삼성화재빌딩 (장항동)|고객지원센터|
삼성화재|전주지역단|0307|063-270-5446|전북 전주시 덕진구 기린대로 409, 1층 (금암동, 삼성화재)|고객지원센터|
삼성화재|제주지역단|0314|064-741-7114|제주 제주시 은남길 8, 3층 (연동, 삼성화재빌딩)|고객지원센터|
삼성화재|진주지역단|0335|055-745-7114|경남 진주시 진양호로 563, 9층 안성빌딩 (장대동)|고객지원센터|
삼성화재|창원지역단|0303|055-279-1603|경남 창원시 성산구 용지로 106, 6층 (중앙동, 대우증권)|고객지원센터|
삼성화재|천안지역단|0329|041-559-3714|충남 아산시 배방읍 고속철대로 151, 9층 삼성화재 천안지역단 (장재리)|고객지원센터|
삼성화재|청주지역단|0309|043-275-7114|충북 청주시 흥덕구 사직대로 14, 7층 (복대동,금관빌딩)|고객지원센터|
삼성화재|춘천지역단|0549|033-242-8114|강원 춘천시 춘천로17번길 37, 6층 (온의동,옥산가빌딩)|고객지원센터|
삼성화재|충남중앙지역단|0375|041-850-2502|충남 논산시 중앙로 395, 2층 삼성화재 충남중앙지역단 (취암동,해송빌딩)|고객지원센터|
삼성화재|충남지역단|0621|041-669-9575|충남 서산시 읍내3로 28, 3층 서림빌딩 (읍내동)|고객지원센터|
삼성화재|충주지역단|0330|043-845-7114|충북 충주시 국원대로 113, BYC건물 2층 (교현동)|고객지원센터|
삼성화재|충청고객지원센터|3620|042-611-8777|대전 서구 한밭대로 755, 10층 충청고객지원센터 (둔산동)|고객지원센터|
삼성화재|평택지역단|0331|031-657-6094|경기 평택시 경기대로 261, 5층  BYC빌딩 평택지역단 (비전동)|고객지원센터|
삼성화재|포항지역단|0313|054-289-2402|경북 포항시 북구 중흥로 205, 5층 삼성생명빌딩 (죽도동, 삼성빌딩)|고객지원센터|
삼성화재|한양지역단|0206|02-751-1000|서울 중구 남대문로9길 40, 10층 한양지역단 (다동,센터플레이스)|고객지원센터|
삼성화재|호남고객지원센터|3621|062-612-5100|광주 서구 시청로 30, 1층 호남고객지원센터 (치평동,삼성화재(주)상무사옥)|고객지원센터|
삼성화재|1BRANCH|0855|02-3465-8159|서울 서초구 강남대로 355, 7층 SRA 1BRANCH (서초동,삼성화재서초사옥)|지역단/지점|
삼성화재|2BRANCH|0858|02-3465-8200|서울 서초구 강남대로 355, 8층 SRA 2BRANCH (서초동,삼성화재서초사옥)|지역단/지점|
삼성화재|3BRANCH|4242|02-3465-8030|서울 서초구 강남대로 355, 6층 SRA 3BRANCH (서초동,삼성화재서초사옥)|지역단/지점|
삼성화재|4BRANCH|4436|02-3465-8040|서울 서초구 강남대로 355, 10층 SRA 4BRANCH (서초동)|지역단/지점|
삼성화재|CS전문1지점|4557|02-3465-8052|서울 서초구 강남대로 355, 3층 (서초동,삼성화재서초사옥)|지역단/지점|
삼성화재|CS전문2지점|4558|02-3465-8035|서울 서초구 강남대로 355, 3층 (서초동,삼성화재서초사옥)|지역단/지점|
삼성화재|GA1부/1지점|3628|02-369-9368|서울 중구 수표로 34, 14층 (저동2가,시티센터빌딩)|지역단/지점|
삼성화재|GA1부/2지점|4168|02-369-9386|서울 중구 수표로 34, 14층 (저동2가, 쌍용빌딩)|지역단/지점|
삼성화재|GA1부/3지점|4098|02-369-9236|서울 중구 수표로 34, 14층 (저동2가,시티센터빌딩)|지역단/지점|
삼성화재|GA1부/4지점|4099|02-369-9386|서울 중구 수표로 34, 14층 (저동2가,시티센터빌딩)|지역단/지점|
삼성화재|GA1부/5지점|4100|02-369-9235|서울 중구 수표로 34, 14층 (저동2가,시티센터빌딩)|지역단/지점|
삼성화재|GA1부/6지점|4101|02-369-9394|서울 중구 수표로 34, 14층 (저동2가,시티센터빌딩)|지역단/지점|
삼성화재|GA1부/7지점|4102|02-369-9389|서울 중구 수표로 34, 14층 (저동2가,시티센터빌딩)|지역단/지점|
삼성화재|GA1프론티어|0821|031-898-6713|경기 수원시 팔달구 권광로 205, 16층 GA1프론티어 (인계동,삼성화재수원사옥)|지역단/지점|
삼성화재|GA1프론티어/1지점|3951|031-898-6715|경기 수원시 팔달구 권광로 205, 16층 GA1프론티어 (인계동,삼성화재수원사옥)|지역단/지점|
삼성화재|GA1프론티어/2지점|3952|031-221-3061|경기 수원시 팔달구 권광로 205, 16층 GA1프론티어 (인계동,삼성화재수원사옥)|지역단/지점|
삼성화재|GA1프론티어/3지점|4130|031-898-6715|경기 수원시 팔달구 권광로 205, 16층 GA1프론티어 (인계동,삼성화재수원사옥)|지역단/지점|
삼성화재|GA1프론티어/4지점|4174|031-898-6734|경기 수원시 팔달구 권광로 205, 16층 GA1프론티어 (인계동,삼성화재수원사옥)|지역단/지점|
삼성화재|GA1프론티어/5지점|4229|031-898-6722|경기 수원시 팔달구 권광로 205, 16층 GA1프론티어 (인계동,삼성화재수원사옥)|지역단/지점|
삼성화재|GA1프론티어/6지점|4418|031-898-6215|경기 수원시 팔달구 권광로 205, 16층 GA1프론티어 (인계동,삼성화재수원사옥)|지역단/지점|
삼성화재|GA2부/1지점|3631|02-850-6105|서울 영등포구 양평로 76, 영등포사옥 8층 GA영업2부 (양평동4가)|지역단/지점|
삼성화재|GA2부/2지점|3639|02-850-6106|서울 영등포구 양평로 76, 영등포사옥 8층 GA영업2부 (양평동4가)|지역단/지점|
삼성화재|GA2부/3지점|4103|02-850-6107|서울 영등포구 양평로 76, 영등포사옥 8층 GA영업2부 (양평동4가)|지역단/지점|
삼성화재|GA2부/4지점|4104|02-850-6108|서울 영등포구 양평로 76, 영등포사옥 8층 GA영업2부 (양평동4가)|지역단/지점|
삼성화재|GA2부/5지점|4105|02-850-6113|서울 영등포구 양평로 76, 영등포사옥 8층 GA영업2부 (양평동4가)|지역단/지점|
삼성화재|GA2부/6지점|4482|02-850-6110|서울 영등포구 양평로 76, 8층 (양평동4가,삼성화재영등포사옥)|지역단/지점|
삼성화재|GA2부/7지점|4107|02-850-6115|서울 영등포구 양평로 76, 영등포사옥 8층 GA영업2부 (양평동4가)|지역단/지점|
삼성화재|GA2프론티어|0822|02-496-7795|서울 중랑구 용마산로115길 108, 8층 삼성화재 GA2프론티어 (망우동)|지역단/지점|
삼성화재|GA2프론티어/1지점|3953|02-496-7909|서울 중랑구 용마산로115길 108, 2층  이안빌딩 (망우동)|지역단/지점|
삼성화재|GA2프론티어/2지점|3985|02-496-7795|서울 중랑구 용마산로115길 108, 2층  이안빌딩 삼성화재 엘리트지점 (망우동)|지역단/지점|
삼성화재|GA2프론티어/3지점|4131|02-496-7908|서울 중랑구 용마산로115길 108, 2층 (망우동, 이안빌딩)|지역단/지점|
삼성화재|GA2프론티어/4지점|4169|02-496-7793|서울 중랑구 용마산로115길 108, 8층 (망우동, 윤상빌딩)|지역단/지점|
삼성화재|GA2프론티어/5지점|4265|02-496-7794|서울 중랑구 용마산로115길 108, 8층 (망우동,이안빌딩)|지역단/지점|
삼성화재|GA2프론티어/6지점|4458|02-496-7697|서울 중랑구 용마산로115길 108, 8층 (망우동,이안빌딩)|지역단/지점|
삼성화재|GA2프론티어/7지점|4566|02-496-7806|서울 중랑구 용마산로115길 108, 8층 GA2프론티어 (망우동,이안빌딩)|지역단/지점|
삼성화재|GA3부/1지점|3638|02-2018-9724|서울 서초구 강남대로 355, 14층 삼성화재빌딩 (서초동)|지역단/지점|
삼성화재|GA3부/2지점|4113|02-2018-9693|서울 서초구 강남대로 355, 14층 (서초동, 삼성화재빌딩)|지역단/지점|
삼성화재|GA3부/3지점|4108|02-2018-9616|서울 서초구 강남대로 355, 14층 (서초동, 삼성화재빌딩)|지역단/지점|
삼성화재|GA3부/4지점|4109|02-2018-9690|서울 서초구 강남대로 355, 14층 (서초동, 삼성화재빌딩)|지역단/지점|
삼성화재|GA3부/5지점|4110|02-2018-9618|서울 서초구 강남대로 355, 14층 (서초동, 삼성화재빌딩)|지역단/지점|
삼성화재|GA3부/6지점|4111|02-2018-9686|서울 서초구 강남대로 355, 14층 (서초동, 삼성화재빌딩)|지역단/지점|
삼성화재|GA3부/7지점|4112|02-2018-9687|서울 서초구 강남대로 355, 14층 (서초동, 삼성화재빌딩)|지역단/지점|
삼성화재|GA4부/1지점|3634|02-850-6312|서울 영등포구 문래로28길 25, 6층 (문래동3가,영시티)|지역단/지점|
삼성화재|GA4부/2지점|3635|02-850-6333|서울 영등포구 문래로28길 25, 6층 (문래동3가,영시티N타워)|지역단/지점|
삼성화재|GA4부/3지점|4114|02-850-6311|서울 영등포구 문래로28길 25, 6층 (문래동3가,영시티N타워)|지역단/지점|
삼성화재|GA4부/4지점|4115|02-850-6313|서울 영등포구 문래로28길 25, 6층 (문래동3가,영시티N타워)|지역단/지점|
삼성화재|GA4부/5지점|4116|02-850-6345|서울 영등포구 문래로28길 25, 6층 (문래동3가,영시티N타워)|지역단/지점|
삼성화재|GA4부/6지점|4117|02-850-6350|서울 영등포구 문래로28길 25, 6층 (문래동3가,영시티N타워)|지역단/지점|
삼성화재|GA4부/7지점|4118|02-850-6331|서울 영등포구 문래로28길 25, 6층 (문래동3가,영시티N타워)|지역단/지점|
삼성화재|GA4프론티어|4206|02-369-9250|서울 중구 수표로 34, 15층 GA 4 프론티어 (저동2가)|지역단/지점|
삼성화재|GA4프론티어/1지점|4209|02-369-9298|서울 중구 수표로 34, 씨티센터 15층 GA 4 프론티어 (저동2가)|지역단/지점|
삼성화재|GA4프론티어/2지점|4210|02-369-9324|서울 중구 수표로 34, 15층 (저동2가, 쌍용빌딩)|지역단/지점|
