##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@삼성증권
삼성증권|강남금융센터|127.0528941|37.4890581|삼성증권|1588-3305|서울 강남구 남부순환로 2806|||09:00~16:00|||||강남금융센터|20층 (도곡동,군인공제회관);20층 (도곡동,군인공제회관)|||40505
삼성증권|강동WM지점|127.12373969999999|37.5379796|삼성증권|1588-3305|서울 강동구 천호대로 1006|||09:00~16:00|||||강동WM지점|2층 (성내동,브라운스톤천호오피스텔);2층 (성내동,브라운스톤천호오피스텔)|||40505
삼성증권|강릉WM브랜치|128.89794519999998|37.756172|삼성증권|1588-3305|강원 강릉시 경강로 2117|강원 강릉시 옥천동 188||09:00~16:00|||||강릉WM브랜치|(옥천동,교보생명빌딩2층 삼성증권);교보생명빌딩 2층 삼성증권|||40505
삼성증권|강북금융센터|126.983607|37.566392|삼성증권|1588-3305|서울 중구 을지로 51|||09:00~16:00|||||강북금융센터|(내외빌딩)13층 강북금융센터;내외빌딩 13층 강북금융센터|||40505
삼성증권|거제WM지점|128.624283|34.8898182|삼성증권|1588-3305|경상남도 거제시 고현로11길 26|||09:00~16:00|||||거제WM지점|2층 (고현동,하나빌딩);2층 (고현동,하나빌딩)|||40505
삼성증권|경주WM브랜치|129.21442350000007|35.8448556|삼성증권|1588-3305|경상북도 경주시 화랑로 125|||09:00~16:00|||||경주WM브랜치|올레KT경주지사 2층 (성동동);올레KT경주지사 2층 (성동동)|||40505
삼성증권|관악WM지점|126.95297570000002|37.4801549|삼성증권|1588-3305|서울 관악구 관악로 168|||09:00~16:00|||||관악WM지점|2층 (봉천동,대우디오슈페리움2단지);2층 (봉천동,대우디오슈페리움2단지)|||40505
삼성증권|광장동WM지점|127.102939|37.544112|삼성증권|1588-3305|서울 광진구 아차산로 563|||09:00~16:00|||||광장동WM지점|대한제지빌딩 4층;대한제지빌딩 4층|||40505
삼성증권|광주WM지점|126.8522279|35.1511255|삼성증권|1588-3305|광주 서구 시청로 30|||09:00~16:00|||||광주WM지점|2층 (치평동,삼성화재빌딩);2층 (치평동,삼성화재빌딩)|||40505
삼성증권|구로디지털WM지점|126.89732159999994|37.4858838|삼성증권|1588-3305|서울 구로구 디지털로 306|||09:00~16:00|||||구로디지털WM지점|2층 (구로동,대륭포스트타워2차);2층 (구로동,대륭포스트타워2차)|||40505
삼성증권|구리WM브랜치|127.13647089999995|37.6008016|삼성증권|1588-3305|경기 구리시 경춘로 189|||09:00~16:00|||||구리WM브랜치|2층 (인창동,삼성생명빌딩);2층 (인창동,삼성생명빌딩)|||40505
삼성증권|구미WM지점|128.3517739|36.1170405|삼성증권|1588-3305|경상북도 구미시 송정대로 120|||09:00~16:00|||||구미WM지점|구미상공회의소 (우리은행) 별관 1층 (송정동);구미상공회의소 (우리은행) 별관 1층 (송정동)|||40505
삼성증권|김해WM브랜치|128.8664258|35.2350181|삼성증권|1588-3305|경상남도 김해시 내외중앙로 55|||09:00~16:00|||||김해WM브랜치|3층 (내동,정우빌딩);3층 (내동,정우빌딩)|||40505
삼성증권|대구WM지점|128.62751950000006|35.8583435|삼성증권|1588-3305|대구 수성구 달구벌대로 2424|||09:00~16:00|||||대구WM지점|1,2층 (범어동,삼성증권빌딩);1,2층 (범어동,삼성증권빌딩)|||40505
삼성증권|대구상인WM지점|128.5327578|35.8175889|삼성증권|1588-3305|대구 달서구 월배로 175|||09:00~16:00|||||대구상인WM지점|2층 (상인동,우리빌딩);2층 (상인동,우리빌딩)|||40505
삼성증권|대전WM지점|127.378888|36.354539|삼성증권|1588-3305|대전 서구 대덕대로 243|||09:00~16:00|||||대전WM지점|4층 (둔산동,광신빌딩);4층 (둔산동,광신빌딩)|||40505
삼성증권|대치팰리스WM지점|127.06037409999999|37.4935825|삼성증권|1588-3305|서울 강남구 남부순환로 2927|서울 강남구 대치동 622-1||09:00~16:00|||||대치팰리스WM지점|(대치클래시아 3층);대치클래시아 3층|||40505
삼성증권|동래WM지점|129.08067489999996|35.2029194|삼성증권|1588-3305|부산 동래구 충렬대로 190|부산 동래구 명륜동 510-6||09:00~16:00|||||동래WM지점|(명륜동,한화생명빌딩 7층);한화생명빌딩 7층|||40505
삼성증권|마산WM브랜치|128.57669980000003|35.2084507|삼성증권|1588-3305|경상남도 창원시 마산합포구 불종거리로 46|||09:00~16:00|||||마산WM브랜치|3층 삼성증권 (오동동,삼성생명빌딩);3층 삼성증권 (오동동,삼성생명빌딩)|||40505
삼성증권|마포WM지점|126.949583|37.541870|삼성증권|1588-3305|서울 마포구 마포대로 78|서울 마포구 도화동 566||09:00~16:00|||||마포WM지점|2층 (도화동,자람빌딩);경찰공제회 자람빌딩 2층 삼성증권|||40505
삼성증권|목동WM지점|126.87362759999996|37.5250789|삼성증권|1588-3305|서울 양천구 오목로 325|||09:00~16:00|||||목동WM지점|5층 (목동,대학빌딩);5층 (목동,대학빌딩)|||40505
삼성증권|목포WM브랜치|126.42010189999996|34.8021499|삼성증권|1588-3305|전라남도 목포시 교육로 59|||09:00~16:00|||||목포WM브랜치|1층 (상동,전라남도새마을회관빌딩);1층 (상동,전라남도새마을회관빌딩)|||40505
삼성증권|반포/퍼스티지WM지점|127.00075479999998|37.5044951|삼성증권|1588-3305|서울 서초구 반포대로 287|서울 서초구 반포동 18-3||09:00~16:00|||||반포 퍼스티지WM지점|(반포동,래미안퍼스티지 중심상가 2층);래미안퍼스티지 중심상가 2층|||40505
삼성증권|반포WM지점|127.00988039999993|37.5071093|삼성증권|1588-3305|서울 서초구 잠원로 24|||09:00~16:00|||||반포WM지점|3층 (반포동,반포자이프라자);3층 (반포동,반포자이프라자)|||40505
삼성증권|부산WM지점|129.05822030000002|35.1570047|삼성증권|1588-3305|부산 부산진구 서면로 74|||09:00~16:00|||||부산WM지점|5층 (부전동,아이온시티빌딩);5층 (부전동,아이온시티빌딩)|||40505
삼성증권|부천WM지점|126.77658159999998|37.4996478|삼성증권|1588-3305|경기 부천시 원미구 신흥로 179|경기 부천시 원미구 중동 1132-3||09:00~16:00|||||부천WM지점|1층 (중동,한화생명빌딩);한화생명빌딩 1층|||40505
삼성증권|분당WM지점|127.12265730000001|37.3834287|삼성증권|1588-3305|경기 성남시 분당구 황새울로312번길 26|||09:00~16:00|||||분당WM지점|3층 (서현동,센트럴타워);3층 (서현동,센트럴타워)|||40505
삼성증권|삼성동WM지점|127.05216629999995|37.5058415|삼성증권|1588-3305|서울 강남구 테헤란로 419|||09:00~16:00|||||삼성동WM지점|3층 (삼성동,삼성금융플라자);3층 (삼성동,삼성금융플라자)|||40505
삼성증권|삼성타운금융센터|127.02569990000006|37.4967103|삼성증권|1588-3305|서울 서초구 서초대로74길 4|||09:00~16:00|||||삼성타운금융센터|서초타워 6층 (서초동,삼성생명서초타워);서초타워 6층 (서초동,삼성생명서초타워)|||40505
삼성증권|상계WM지점|127.05965420000007|37.6537142|삼성증권|1588-3305|서울 노원구 노해로 464|||09:00~16:00|||||상계WM지점|한화생명빌딩 3층 (구,삼성카드빌딩) (상계동);한화생명빌딩 3층 (구,삼성카드빌딩) (상계동)|||40505
삼성증권|송도WM지점|126.641129|37.394868|삼성증권|1588-3305|인천시 연수구 센트럴로 194|||09:00~16:00|||||송도WM지점|더샵센트럴파크2 A동 3층;더샵센트럴파크2 A동 3층|||40505
삼성증권|송파WM지점|127.122997|37.484113|삼성증권|1588-3305|서울 송파구 송파대로 155|서울 송파구 문정동 651-8||09:00~16:00|||||송파WM지점|송파농협빌딩 3층;송파농협빌딩 3층|||40505
삼성증권|수원WM지점|127.03303740000001|37.2658567|삼성증권|1588-3305|경기 수원시 팔달구 권광로 205|||09:00~16:00|||||수원WM지점|5층 (인계동,삼성화재빌딩);5층 (인계동,삼성화재빌딩)|||40505
삼성증권|수유WM지점|127.02415489999998|37.6360775|삼성증권|1588-3305|서울 강북구 도봉로 314|||09:00~16:00|||||수유WM지점|3층 (번동,삼성화재빌딩);3층 (번동,삼성화재빌딩)|||40505
삼성증권|수지WM지점|127.07917629999997|37.3130927|삼성증권|1588-3305|경기 용인시 수지구 수지로 119|||09:00~16:00|||||수지WM지점|C동 3층 (성복동,데이파크);C동 3층 (성복동,데이파크)|||40505
삼성증권|순천WM브랜치|127.51834540000004|34.9511309|삼성증권|1588-3305|전라남도 순천시 연향번영길 102|||09:00~16:00|||||순천WM브랜치|2층 (연향동,양천빌딩);2층 (연향동,양천빌딩)|||40505
삼성증권|안동WM브랜치|128.7211605|36.5629933|삼성증권|1588-3305|경상북도 안동시 제비원로 122|||09:00~16:00|||||안동WM브랜치|1층 (옥야동,옥야빌딩);1층 (옥야동,옥야빌딩)|||40505
삼성증권|안산WM지점|126.836034|37.318792|삼성증권|1588-3305|경기 안산시 단원구 고잔로 88|||09:00~16:00|||||안산WM지점|4층 (고잔동,지스타빌딩);4층 (고잔동,지스타빌딩)|||40505
삼성증권|압구정WM지점|127.02898700000003|37.527127|삼성증권|1588-3305|서울 강남구 논현로 878|||09:00~16:00|||||압구정WM지점|3층 (신사동,중산빌딩);3층 (신사동,중산빌딩)|||40505
삼성증권|여수WM브랜치|127.662163|34.766865|삼성증권|1588-3305|전라남도 여수시 시청로 57|||09:00~16:00|||||여수WM브랜치|2층 삼성증권 (학동,YFC빌딩);2층 삼성증권 (학동,YFC빌딩)|||40505
삼성증권|여의도WM지점|126.92370570000003|37.5245007|삼성증권|1588-3305|서울 영등포구 여의대로 66|||09:00~16:00|||||여의도WM지점|2층 (여의도동,KTB빌딩);2층 (여의도동,KTB빌딩)|||40505
