NAME|BRANCH|ADDR|TELL|TIME1|TIME2|XCORD|YCORD
볼보서비스센터|강남대치서비스센터|서울특별시 강남구 삼성로 71길 6 (대치동 912-25)|02-3473-6080|평일 9:00~18:00|토요일 9:00~13:00|127.058313|37.502421
볼보서비스센터|강남율현서비스센터|서울특별시 강남구 헌릉로757길 61 (율현동 100-3)|02-445-6090|평일 9:00 ~ 18:00 |토요일 9:00 ~ 13:00 |127.11838581539008|37.47184164008846
볼보서비스센터|광안서비스센터|부산광역시 수영구 광남로 147 (광안동 159-19)|051-759-0600|평일 9:00~18:00|토요일 9:00~13:00|129.117404|35.154525
볼보서비스센터|광주서비스센터|광주광역시 서구 상무대로 1096 (농성동 649-16)|062-372-2882|평일 9:00~18:00|토요일 9:00~13:00 (둘째, 넷째주 휴무)|126.88198879609077|35.15253011382878
볼보서비스센터|구리서비스센터|경기도 구리시 동구릉로 23 (구리시 인창동 562-35)|031-562-1234|평일 9:00~18:00|토요일 9:00~13:00|127.13144931656115|37.60288500752217
볼보서비스센터|김해서비스센터|경상남도 김해시 김해대로 2427 (부원동 626-21)|055-338-9979|평일 9:00~18:00|토요일 9:00~13:00|128.89238042520617|35.22774498526932
볼보서비스센터|대구서비스센터|대구광역시 동구 안심로 55길 15 (동호동 108-4)|053-763-5800|평일 9:00~18:00|토요일 휴무|128.7153405659875|35.86752666626131
볼보서비스센터|대전서비스센터|대전광역시 대덕구 한밭대로 1114 (중리동 230-8)|042-638-2200|평일 9:00~18:00|토요일 9:00~13:00|127.42201160002485|36.358528451928166
볼보서비스센터|동대문서비스센터|서울특별시 동대문구 천호대로 373 (장안동 414-6)|1644-0322|평일 9:00~18:00|토요일 9:00~13:00|127.0604911576493|37.56244756197552
볼보서비스센터|분당서현서비스센터|경기도 성남시 분당구 새마을로 51번길 1 (서현동 136-14)|031-701-5656|평일 9:00~18:00|토요일 9:00~13:00|127.13585613951547|37.38369667415227
볼보서비스센터|분당판교서비스센터|경기도 성남시 대왕판교로 200 (금곡동 97-5)|031-739-6860|평일 9:00~18:00|토요일 9:00~13:00|127.10245437485133|37.3617610819009
볼보서비스센터|부천서비스센터|경기도 부천시 길주로 423 (춘의동 116-21)|032-713-8955|평일 9:00~18:00|토요일 9:00~12:00|126.78931118083997|37.50450045579965
볼보서비스센터|서초서비스센터|서울특별시 서초구 사임당로 114 (서초동 1631-7)|02-3705-1333|평일 9:00~18:00|토요일 9:00~13:00|127.02223908536361|37.49050468708653
볼보서비스센터|성수서비스센터|서울특별시 성동구 성수이로20길 50 (성수동2가 275-30)|1588-7060|평일 9:00~18:00|토요일 9:00~13:00|127.06198232180405|37.541908538947254
볼보서비스센터|송파서비스센터|서울특별시 송파구 위례성대로124 (방이동 183)|02-3705-1300|평일 9:00~18:00|토요일 9:00~13:00|127.12551904882932|37.51236156254939
볼보서비스센터|수원서비스센터|경기도 수원시 영통구 매영로 171 (원천동 245-1)|031-211-8575|평일 9:00~18:00|토요일 9:00~13:00|127.061589|37.265783
볼보서비스센터|순천서비스센터|전라남도 순천시 해룡면 상성길 174-5 (상삼리 128)|061-723-8228|평일 9:00~18:00|토요일 9:00~13:00 (둘째, 넷째주 휴무)|127.54110770903446|34.93502961332627
볼보서비스센터|안양서비스센터|경기도 안양시 동안구 관악대로 265 (비산동 1052)|031-385-7255|평일 9:00~18:00|토요일 9:00~13:00|126.952258964184|37.40259418748782
볼보서비스센터|영등포양평서비스센터|서울특별시 영등포구 영등포로 5길 6 (양평동2가 29-2)|1588-8040|평일 9:00~18:00|토요일 9:00~13:00|126.88454732364175|37.52354201410477
볼보서비스센터|영등포문래서비스센터|서울특별시 영등포구 선유로 5 (문래동5가 5-6)|02-6964-7266|평일 9:00~18:00|토요일 9:00~13:00|126.88721906996756|37.51470125363303
볼보서비스센터|울산서비스센터|울산광역시 남구 화합로 219 (삼산동 1540-10)|052-208-8800|평일 9:00~18:00|토요일 9:00~13:00|129.33927826930338|35.54438143280418
볼보서비스센터|원주서비스센터|강원도 원주시 무실밤골길 16 (무실동 687-4)|033-735-9922|평일 9:00~18:00|토요일 9:00~13:00|127.92297644515754|37.327430757483455
볼보서비스센터|의정부서비스센터|경기도 의정부시 동일로100 (장암동 218-1)|031-563-1234|평일 9:00~18:00|토요일 9:00~13:00|127.05452914426408|37.69805112534595
볼보서비스센터|인천서비스센터|인천광역시 연수구 능허대로 247 (동춘동 819-4)|032-834-0776|평일 9:00~18:00|토요일 9:00~13:00|126.652913|37.414846
볼보서비스센터|일산서비스센터|경기도 고양시 일산동구 백마로 491 (풍동 149-12)|031-904-8255|평일 9:00~18:00|토요일 9:00~13:00|126.80246944945387|37.66277144164489
볼보서비스센터|전주서비스센터|전라북도 전주시 덕진구 기린대로 885 (팔복동 2가 829-5)|063-213-2882|평일 9:00~18:00|토요일 9:00~13:00 (둘째, 넷째주 휴무)|127.08748004127595|35.861929979242966
볼보서비스센터|제주서비스센터|제주특별자치도 제주시 연삼로 98 (오라삼동 2748)|064–747–2882|평일 9:00~18:00|토요일 9:00~13:00 (둘째, 넷째주 휴무)|126.502925|33.493100
볼보서비스센터|창원서비스센터|경상남도 창원시 마산합포구 서성로 11 (신포동1가 15-8)|055-714-8030|평일 9:00~18:00|토요일 9:00~13:00|128.570173283636|35.19852223442452
볼보서비스센터|천안서비스센터|충청남도 천안시 서북구 동서대로 15(백석동 8-2)|041-569-2800|평일 9:00~18:00|토요일 9:00~13:00|127.12511238180359|36.82454981064011
볼보서비스센터|포항서비스센터|경상북도 포항시 북구 새천년대로 519 (득량동 292-1)|054-278-5656|평일 9:00~18:00|토요일 휴무|129.34943951614713|36.021341779323784
볼보서비스센터|해운대서비스센터|부산광역시 해운대구 해운대로 269 (재송동 81-25)|051-714-7407|평일 9:00~18:00|토요일 9:00~13:00|129.13061864503328|35.17634179650203
