##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@모닝글로리
모닝글로리|덕이점|||모닝글로리|031-915-9009|경기 고양시 일산서구 하이파크1로 77|경기 고양시 일산서구 덕이동 1604|||||||모닝글로리 덕이점|(덕이동) 하이파크스퀘어 104호;하이파크스퀘어 104호|||90904
모닝글로리|영통점|||모닝글로리|031-273-8876|경기 수원시 영통구 덕영대로1673번길 38|경기 수원시 영통구 영통동 990-1|||||||모닝글로리 영통점|(영통동) 101호;101호|||90904
모닝글로리|풍납점|||모닝글로리|02-473-5096|서울 송파구 강동대로9길 17-1|서울 송파구 풍납동 399-11|||||||모닝글로리 풍납점|(풍납동) 지하1층;지하1층|||90904
모닝글로리|정자/백설마을점|||모닝글로리|031-268-3866|경기 수원시 장안구 대평로89번길 32|경기 수원시 장안구 정자동 871-4|||||||모닝글로리 정자/백설마을점|(정자동,백설마을 주공아파트) 백설마을 상가 101호;백설마을 상가 101호|||90904
모닝글로리|충무공동점|||모닝글로리|010-2997-1666|경남 진주시 소호로 16|경남 진주시 충무공동 131-1|||||||모닝글로리 충무공동점|(충무공동) 1층 상가 102호;1층 상가 102호|||90904
모닝글로리|용인/남사점|||모닝글로리|031-337-1557|경기 용인시 처인구 남사면 한숲로 60|경기 용인시 처인구 남사면 아곡리 698|||||||모닝글로리 용인/남사점|처인프라자 301호;처인프라자 301호|||90904
모닝글로리|매탄점|||모닝글로리|031-235-4730|경기 수원시 영통구 동수원로 316|경기 수원시 영통구 매탄동 1162|||||||모닝글로리 매탄점|(매탄동,임광아파트) 임광상가 지하1층;임광상가 지하1층|||90904
모닝글로리|망포점|||모닝글로리|031-273-9662|경기 수원시 영통구 영통로 195|경기 수원시 영통구 망포동 322-3|||||||모닝글로리 망포점|(망포동) 망포동 골든스퀘어 B 109;망포동 골든스퀘어 B 109|||90904
모닝글로리|에스케이엠시티점|||모닝글로리|031-903-0111|경기 고양시 일산동구 백마로 195|경기 고양시 일산동구 장항동 869|||||||모닝글로리 에스케이엠시티점|(장항동) 에스케이엠시티 146,147;에스케이엠시티 146,147|||90904
모닝글로리|운정점|||모닝글로리|031-947-2111|경기 파주시 청암로17번길 67|경기 파주시 목동동 949|||||||모닝글로리 운정점|(목동동) 108,109호 엠디프라자;108,109호 엠디프라자|||90904
모닝글로리|장승배기점|||모닝글로리|070-7733-5146|서울 동작구 상도로30길 40|서울 동작구 상도동 535|||||||모닝글로리 장승배기점|(상도동,상도2차두산위브트레지움아파트) 상도커뮤니키복합센터 101호;상도커뮤니티복합센터 101호|||90904
모닝글로리|장평점|||모닝글로리|055-632-9564|경남 거제시 장평로3길 5|경남 거제시 장평동 58-3|||||||모닝글로리 장평점|(장평동) 1층;1층|||90904
모닝글로리|개금점|||모닝글로리|051-896-6452|부산 부산진구 가야대로482번길 16|부산 부산진구 개금동 171-69|||||||모닝글로리 개금점|(개금동) 1층 2층;1층 2층|||90904
모닝글로리|용두점|||모닝글로리|042-221-3033|대전 중구 계룡로 825|대전 중구 용두동 35-17|||||||모닝글로리 용두점|(용두동) 지하1층;지하1층|||90904
모닝글로리|성균관대/수원캠퍼스점|||모닝글로리|031-290-5451|경기 수원시 장안구 서부로 2066|경기 수원시 장안구 천천동 300|||||||모닝글로리 성균관대/수원캠퍼스점|(천천동) 04B303-304 (천천동 성균관대 복지관);04B303-304 (천천동 성균관대 복지관)|||90904
모닝글로리|소망희망점|||모닝글로리|031-378-1510|경기 화성시 동탄대로시범길 134|경기 화성시 청계동 536|||||||모닝글로리 소망희망점|(청계동,시범 반도유보라 아이비파크4.0) 청계동 카림애비뉴 B1 129호;청계동 카림애비뉴 B1 129호|||90904
모닝글로리|가톨릭관동대점|||모닝글로리|033-655-6901|강원 강릉시 범일로579번길 24|강원 강릉시 내곡동 522-26|||||||모닝글로리 가톨릭관동대점|(내곡동) 창조관 B1;창조관 B1|||90904
모닝글로리|송천에코시티점|||모닝글로리|063-255-3595|전북 전주시 덕진구 세병로 67|전북 전주시 덕진구 송천동2가 1309|||||||모닝글로리 송천에코시티점|(송천동2가) 상가1동 10호;상가 1동 10호|||90904
모닝글로리|부산대점|||모닝글로리|051-515-0909|부산 금정구 부산대학로63번길 9|부산 금정구 장전동 400-39|||||||모닝글로리 부산대점|(장전동) B1~3층;1층 B1~3층|||90904
모닝글로리|청라초은점|||모닝글로리|032-572-9282|인천 서구 청라라임로16번길 11|인천 서구 연희동 805-4|||||||모닝글로리 청라초은점|(연희동);1층|||90904
