##NAME|SUBNAME|TELNUM|NEWADDR|OT|XCOORD|YCOORD@@프로스펙스
프로스펙스|T풍무홈플러스점|031-987-8197|경기도 김포시 풍무로 167(풍무동) 홈플러스 풍무점|10:00 ~21:00 (연중 무휴, 명절 당일 제외)|126.72412246154173|37.609962151409604
프로스펙스|T가양이마트점|02-3661-2667|서울특별시 강서구 양천로 559(가양동) 이마트 가양점|10:00 ~21:00 (연중 무휴, 명절 당일 제외)|126.86181934411427|37.558194816619135
프로스펙스|울산무거점|052-222-2994|울산광역시 남구 대학로 124 (무거동)|10:00 ~21:00 (연중 무휴, 명절 당일 제외)|129.26135217061946|35.54563443026632
프로스펙스|반야월이마트점|053-964-1333|대구광역시 동구 안심로 389-2(신서동) 이마트 반야월점|10:00 ~21:00 (연중 무휴, 명절 당일 제외)|128.72740445039648|35.870533377483156
프로스펙스|사직홈플러스점|051-507-3932|부산광역시 연제구 종합운동장로 7(거제동) 홈플러스1층|10:00 ~21:00 (연중 무휴, 명절 당일 제외)|129.06141930975468|35.19090709455998
프로스펙스|동래홈플러스점|051-553-3933|부산광역시 동래구 중앙대로 1523(온천동) 홈플러스지하2F|10:00 ~21:00 (연중 무휴, 명절 당일 제외)|129.0855784399338|35.22129462415213
프로스펙스|충주롯데마트점|043-846-8786|충청북도 충주시 봉계1길 49(칠금동) 롯데마트2F|10:00 ~21:00 (연중 무휴, 명절 당일 제외)|127.92717758374913|36.98836880422357
프로스펙스|성남세이브존점|031-730-1699|경기도 성남시 수정구 산성대로 337(신흥동) 세이브존 성남점|10:00 ~21:00 (연중 무휴, 명절 당일 제외)|127.15348354353205|37.443910446055455
프로스펙스|T울산무거점|052-222-2994|울산광역시 남구 대학로 124 (무거동)|10:00 ~21:00 (연중 무휴, 명절 당일 제외)|129.26135217061946|35.54563443026632
프로스펙스|익산롯데마트점|070-7532-1119|전라북도 익산시 무왕로 1053롯데마트3층|10:00 ~21:00 (연중 무휴, 명절 당일 제외)|126.97394096365412|35.95881198589809
프로스펙스|월배이마트점|053-631-0600|대구광역시 달서구 진천로 92(대천동) 이마트월배점|10:00 ~21:00 (연중 무휴, 명절 당일 제외)|128.52369086327383|35.81714137751478
프로스펙스|만촌이마트점|053-746-3335|대구광역시 수성구 동원로 136(만촌동) 이마트 만촌점|10:00 ~21:00 (연중 무휴, 명절 당일 제외)|128.63687545240538|35.871145316343366
프로스펙스|현대대구점|053-245-2667|대구광역시 중구 달구벌대로 2077(계산동2가) 현대백화점 6층|10:00 ~20:00 (연중 무휴, 명절 당일 제외)|128.590625620519|35.86663023255647
프로스펙스|롯데파주상설점|031-960-2908|경기도 파주시 회동길 390 롯데아울렛 파주점 B-1 1층|10:00 ~21:00 (연중 무휴, 명절 당일 제외)|126.68850117702301|37.721735247168375
프로스펙스|춘천롯데마트점|033-257-1318|강원도 춘천시 방송길 84(온의동) 롯데마트 춘천점|10:00 ~21:00 (연중 무휴, 명절 당일 제외)|127.71808075226231|37.868579460606085
프로스펙스|롯데김포점|02-6116-3464|서울시 강서구 하늘길 38롯데백화점 김포공항점|10:00 ~20:00 (연중 무휴, 명절 당일 제외)|126.8029717367205|37.56503092398012
