NAME|BRANCH|ADDR|TELL|XCORD|YCORD
생활맥주|대구신월성점|대구 달서구 조암로 33 |053-633-9990|128.526421766449|35.8244124200293
생활맥주|제주연동점|제주특별자치도 제주시 연동7길 40 |064-712-7111|126.490493694361|33.4864189536072
생활맥주|부산민락수변공원점|부산 수영구 광안해변로326번길 31 |051-754-7190|129.129665883829|35.1553256863923
생활맥주|마산산호점|경남 창원시 마산합포구 산호북17길 40 |055-245-9841|128.585073002332|35.220167539813
생활맥주|전주혁신점|전북 완주군 이서면 오공로 11-3 |063-229-0045|127.056528169805|35.8360056839544
생활맥주|영주가흥점|경북 영주시 대동로 29 |054-633-9297|128.605657223817|36.8152306594482
생활맥주|대치포스코점|서울 강남구 삼성로85길 11 |02-552-9636|127.056186481052|37.5045993053356
생활맥주|수유점|서울 강북구 한천로139나길 1 |02-993-9664|127.025278711331|37.6390404163578
생활맥주|대구삼덕동점|대구 중구 공평로8길 58 |053-252-8300|128.603077818521|35.8661914546582
생활맥주|오목교점|서울 양천구 오목로 339 |02-2646-0511|126.875304115928|37.5247555467752
생활맥주|김포고촌점|경기 김포시 고촌읍 수기로 115 |031-8049.9282|126.763606062054|37.5934718192772
생활맥주|울산옥동점|울산 남구 동산로 66 2층|052-268-2200|129.302834742778|35.5357793140912
생활맥주|광안리점|부산 수영구 광안해변로 165 |051-785-6888|129.115024527941|35.1495818614483
생활맥주|영종하늘도시점|인천 중구 하늘중앙로195번길 24 |      032-751-5250|126.561817555725|37.4888631924637
생활맥주|기흥구청점|경기 용인시 기흥구 구갈로72번길 10-1 |031-693-9995|127.112459588116|37.2803977232682
생활맥주|한양대점|서울 성동구 마조로7길 10 |02-2294-9664|127.040231749561|37.560882072545
생활맥주|용인서천점|경기 용인시 기흥구 서천로201번길 14 177호|031-889-0292|127.071800170986|37.2300258153055
생활맥주|기흥효성해링턴점|경기 용인시 기흥구 덕영대로2077번길 33 2층|031-302-9295|127.095698664994|37.2664821050674
생활맥주|강동구청점|서울 강동구 성안로3길 128 | 02-489-5215|127.12324196337151|37.52839189320854
생활맥주|신림역점|서울 관악구 신림동5길 49 2층|02-875-0419|126.92787226275875|37.48503817059824
생활맥주|일산탄현점|경기 고양시 일산서구 탄현로 144-103 |031-919-5959|126.76645882632538|37.70647280143717
생활맥주|용산세무서점|서울 용산구 서빙고로 52-4 |02-790-9664|126.96986811312829|37.523226539886174
생활맥주|먹골역점|서울 중랑구 공릉로 18 |02-971-2267|127.0780404853066|37.61248604979893
생활맥주|부산해운대점|부산 해운대구 구남로 37 |051-746-6888|129.16149055881903|35.161128968106226
생활맥주|명동점|서울 중구 명동7길 21 |02-3789-9662|126.98385947614601|37.56473291657192
생활맥주|강남역점|서울 강남구 강남대로78길 18 |02-558-9664|127.03087594290955|37.49502850475351
생활맥주|인천학익점|인천 미추홀구 한나루로 358 2층| 032-863-1125|126.6623497314878|37.43998503430984
생활맥주|노원점|서울 노원구 노해로85길 14 |02-930-2007|127.06527118692472|37.65606906261164
생활맥주|삼송원흥점|경기 고양시 덕양구 삼송로 12 반도유스퀘어|031-962-7222|126.87552908302739|37.649617270663086
생활맥주|중랑신내점|서울 중랑구 봉화산로56길 86 |02-492-9955|127.0975839170956|37.60504375293358
생활맥주|대학로좁은골목점|서울 종로구 대명1길 16-27 |02-747-9664|126.99970564199579|37.58271066873674
생활맥주|군포송정지구점|경기 군포시 송부로33번길 3-27 |031-418-8374|126.91598179064658|37.315389661163024
생활맥주|대구칠곡점|대구 북구 동천로 130-7 |053-311-0427|128.56185104942563|35.9433346283393
생활맥주|서산더이안점|충남 서산시 성연면 성연4로 28 101호|041-665-4563|126.452009706828|36.8214025699176
생활맥주|미사수변공원점|경기 하남시 미사강변중앙로 218 미사엠시티성산빌딩 |031-791-9806|127.18966094717028|37.56639808528825
생활맥주|오산세교점|경기 오산시 내삼미로79번길 46 어반스페이스타워 122호|031-372-4629|127.06527434238215|37.170235887510216
생활맥주|연천전곡점|경기 연천군 전곡읍 전곡로 153 2층|031-835-7776|127.06820833858195|38.02588728777187
생활맥주|안동강남점|경북 안동시 충효로 4465 |054-859-1238 |128.7358843167969|36.55175426068885
생활맥주|판교도서관점|경기 성남시 분당구 운중로267번길 7-6 |031-8016-6733|127.09235395976123|37.39004986399306
생활맥주|인천길병원점|인천 남동구 독점로 29 해명프라자 1층 107호|032-467-0725|126.71071055039077|37.45241750203454
생활맥주|원주기업도시점|강원 원주시 지정면 신지정로 316-1 |010-9950-8887|127.87267385461297|37.38222750031314
생활맥주|김포풍무점|경기 김포시 풍무2로 35 1층|031-987-3340|126.72545114354935|37.609601251365056
생활맥주|인천도화점|인천 미추홀구 숙골로 93 105호|032-868-8285|126.66271971534117|37.47033206956613
생활맥주|시흥은행점|경기 시흥시 대은로 86 107호|070-4145-8214|126.79795898626972|37.44446091732342
생활맥주|광양중마점|전남 광양시 사동로 90 |061-795-3500|127.68761559111863|34.94718239698545
생활맥주|종각점|서울 종로구 우정국로2길 37 1층|02-737-9665|126.98521222141494|37.569670550957014
생활맥주|덕소점|경기 남양주시 와부읍 덕소로116번길 29 1,2층|031-521-3240|127.20945397313157|37.58522781797812
생활맥주|부산연산점|부산 연제구 고분로13번길 25 101호|051-851-9664|129.08448488273558|35.18711657340287
생활맥주|울산굴화점|울산 울주군 범서읍 굴화2길 11-4 |052-225-0288|129.26143776523267|35.5552742951964
생활맥주|여수학동점|전남 여수시 시청동3길 13 1동 1층 1호(학동)|061-682-8994|127.6657440406351|34.758850077056806
생활맥주|용인한숲시티점|경기 용인시 처인구 남사면 한숲로 84 |031-333-0346|127.17342901723332|37.15609210201538
생활맥주|부산덕천점|부산 북구 만덕대로16번길 29 |051-337-9665|129.00750748655412|35.20914797174911
생활맥주|수지구청점|경기 용인시 수지구 풍덕천로139번길 9 105호|031-266-5116|127.09606445888708|37.32436199530757
생활맥주|천안신불당점|충남 천안시 서북구 불당25로 226 116,117호(불당동)|041-551-5959|127.10993102253943|36.82127847105553
생활맥주|포항영일대점|경북 포항시 북구 해안로 199-34 1,2층|054-244-0125|129.38418428344835|36.06466659015513
생활맥주|동탄역점|경기 화성시 동탄대로19길 10 |031-375-4497|127.09776834622043|37.19719469657109
생활맥주|김해내외동점|경남 김해시 내외중앙로 69 |055-328-3285|128.86662095552876|35.23612058825302
생활맥주|광화문점|서울 종로구 새문안로5길 11-7 1층(당주동)|02-735-9665|126.97449895288412|37.5711535632313
생활맥주|속초먹거리촌점|강원 속초시 먹거리5길 7 |033-637-4156|128.57340092879576|38.19471301445879
생활맥주|중동탄점|경기 화성시 동탄순환대로18길 16 |031-372-5392|127.12432293242138|37.18312059011095
