NAME|BRANCH|ADDR|TELL|TIME
이화수전통육개장|충남 계룡점|충청남도 계룡시 엄사면 엄사리 73-1번지|042-841-3366|10:00~22:00
이화수전통육개장|인천 계양구청점|인천광역시 계양구 계산새로 71,  A동 101, 112호|032-555-3403|
이화수전통육개장|순천 법원점|전라남도 순천시 왕지동 878-3번지|061-725-0107|10:00~22:00 (매주 일요일 휴무)
이화수전통육개장|안성 신건지점|경기도 안성시 신건지동 16-1번지|031-677-6606|10:00~22:00
이화수전통육개장|아산 방축점|충청남도 아산시 방축동 156번지|041-545-4312|10:00~22:00
이화수전통육개장|광주 우산점|광주광역시 광산구 우산동 1363-10 번지|062-953-0014|10:00~22:00
이화수전통육개장|광주 오포점|경기도 광주시 오포읍 양벌리 599-3번지|031-769-6679|10:00~22:00
이화수전통육개장|청주 금천점|충청북도 청주시 상당구 탑동 327-62번지|043-223-9341|10:00~22:00
이화수전통육개장|화성 정남점|경기도 화성시 정남면 덕절리 495-4번지|031-377-3522|10:00~22:00
이화수전통육개장|충북 혁신도시점|충청북도 음성군 맹동면 신돈리 산 42-12번지|043-536-3400|10:00~21:30  / 휴무 : 매주 토요일
이화수전통육개장|용인 시청점|경기도 용인시 처인구 삼가동 196-3번지|031-322-2990|10:00~22:00
이화수전통육개장|서울 포이점|서울특별시 서초구 양재동 279-11번지|02-573-1822|10:00~22:00
이화수전통육개장|평택 모곡점|경기도 평택시 모곡동 442-3번지|031-665-7024|06:00~22:00 (매월 둘째주 일요일 휴무)
이화수전통육개장|청주 강서점|충청북도 청주시 흥덕구 강서동 489번지|043-232-0208|10:00~22:00
이화수전통육개장|영통 신동점|경기도 수원시 영통구 신동 529-7번지|031-202-2887|10:00~22:00
이화수전통육개장|동탄 석우점|경기도 화성시 석우동 6-6번지|031-8003-1219|10:00~22:00
이화수전통육개장|서울 을지로수표점|서울특별시 중구 수표동 56-1번지|02-778-4042|10:00~22:00
이화수전통육개장|시흥 대야점|경기도 시흥시 수인로3312번길 16 , T동 지3층  T101호|031-316-1010|
이화수전통육개장|용인 송전점|경기도 용인시 처인구 이동읍 백옥대로28, 1층|031-337-1728|오전 10시 ~오후 10시
이화수전통육개장|창원 대산점|경상남도 창원시 의창구 대산면 제동리 275-25번지|055-292-9200|10:00~22:00
이화수전통육개장|충주 금릉점|충청북도 충주시 금릉동 58-22번지|043-842-2252|09:00~22:00 (last order : 21:30)
이화수전통육개장|평택 진위점|경기도 평택시 진위면 갈곶리 140-2번지|031-374-7910|10:00~22:00
이화수전통육개장|경기 광교점|경기도 용인시 수지구 상현동 1116-3번지 광교푸르지오시티 B동 111,112,113호|031-216-3008|10:00~22:00
이화수전통육개장|용인 신갈점|경기도 용인시 기흥구 신갈동 64-5번지|031-284-7666|10:00~22:00
이화수전통육개장|수원 평동점|경기도 수원시 권선구 평동 21-171번지|031-292-0073|10:00~22:00
이화수전통육개장|세종 청사점|세종특별자치시 절재로 194, 2층 212호|044-867-4946|오전 11시~오후 9시
이화수전통육개장|대구 현풍점|대구광역시 달성군 현풍면 원교리 163-5번지|053-611-6656|10:00~21:30
이화수전통육개장|충남 청양점|충청남도 청양군 청양읍 중앙로 153|041-942-6677|10:00~22:00
이화수전통육개장|평택 청북점|경기도 평택시 청북읍 고렴리 657번지|031-684-0028|9:00~21:00
이화수전통육개장|구미 옥계점|경상북도 구미시 옥계동 843-1번지|054-471-0009|10:00~22:00
이화수전통육개장|서울 구로디지털점|서울특별시 구로구 구로동 197-17번지 1층 104호|02-836-5446|10:00~22:00
이화수전통육개장|서울 충정로점|서울특별시 서대문구 충정로3가 360-24번지|02-363-4042|10:00~22:00
이화수전통육개장|광주 동림점|광주광역시 북구 동림동 894-1번지|062-515-1829|10:00~22:00
이화수전통육개장|충북 대소점|충청북도 음성군 대소면 대풍리 447번지|043-532-8402|10:00~22:00
이화수전통육개장|공주 신관점|충청남도 공주시 신관동 321-3번지 1층|041-854-7071|10:00~22:00
이화수전통육개장|대전 원촌점|대전광역시 유성구 원촌동 62-5번지|042-867-6659|10:00~22:00
이화수전통육개장|당진 시곡점|충청남도 당진시 시곡동 70-1번지 랜드마크 108호|041-356-2625|10:00~21:00
이화수전통육개장|경북 영주점|경상북도 영주시 대동로 34번길 2|054-631-8922|10:00~22:00
이화수전통육개장|대구 칠곡점|대구광역시 북구 동천동 955-1번지|053-321-3212|10:00~22:00
이화수전통육개장|경남 양산점|경상남도 양산시 중부동 687-3번지 청림타워1층 105-2호|055-382-2677|10:00~22:00
이화수전통육개장|대전 유성점|대전광역시 유성구 봉명동 554-5번지|042-825-3406|10:00~22:00
이화수전통육개장|서울 천호점|서울특별시 강동구 올림픽로 659 2층 210호|02-474-6799|
이화수전통육개장|경남 밀양점|경상남도 밀양시 내이동 1535-19번지|055-354-6685|10:00~22:00
이화수전통육개장|용인 양지점|용인시 처인구 양지면  남곡리 119-5|031-335-3431|오전 10시 ~오후 10시 (라스트 오더 오후 9시)
이화수전통육개장|평택 지제점|경기도 평택시 울성1로 175|031-618-9060|오전 10시 30분 ~ 오후 9시
이화수전통육개장|서울 방이점|서울특별시 송파구 방이동 62-4번지 1층|02-2202-8832|10:00~22:00
이화수전통육개장|서울 공덕점|서울특별시 마포구 공덕동 242-36번지|02-703-2560|10:00~22:00
이화수전통육개장|서울 삼성역점|서울특별시 강남구 대치동 943-14번지|02-554-7700|10:00~22:00
이화수전통육개장|부천 상동홈플러스점|경기도 부천시 원미구 상동 540-1번지 홈플러스부천상동점 3층일부|032-321-5582|11:00~22:00
이화수전통육개장|충북  영동점|충청북도 영동군 영동읍 중앙로4길 10|043-744-1777|오전 10:00 ~ 오후 22:00
이화수전통육개장|창원 터미널점|경상남도 창원시 의창구 팔용동 33-5번지 101호|055-265-5588|10:00~22:00
이화수전통육개장|대전 대흥점|대전광역시 중구 대흥동 452-66|042-254-8800|10:00~22:00
이화수전통육개장|구미 봉곡점|경상북도 구미시 봉곡동 442-6번지|054-452-1155|08:00~23:00 (매달 15일 휴무)
이화수전통육개장|청주 율량점|충청북도 청주시 청원구 율량동 1123번지|043-211-7943|10:00~22:00
이화수전통육개장|화성 신리점|경기도 화성시 정남면 만년로 475-18 1층|031-352-6030|오전10시 ~ 오후10시
