NAME|BRANCH|ADDR|TELL
자연한가득|부산 명지점|부산광역시 강서구 명지동 3597-2번지 3층|051-929-2020
도시락&샐러드|대전 둔산점|대전광역시 서구 둔산동 1353번지 |042-471-4001
도시락&샐러드|마들점|서울시 노원구 상계동 1021-14번지|02-936-1300
행복가마솥밥|NC백화점 강서점|서울시 강서구 등촌동 689번지 NC 백화점 강서점 지하 1층|없음
도시락&샐러드|상암점|서울시 마포구 상암동 1597번지 |02-305-5789
자연한가득|서산점|충청남도 서산시 성연면 일람리 1102 3층|070-8899-7666
자연한가득|당산점|서울시 영등포구 영등포동8가 35-1번지 2층|02-2677-7579
도시락&샐러드|공릉점|서울시 노원구 동일로 191가길 67|02-977-8252
샤브보트|하나로마트 동탄점|경기도 화성시 영천동 603-1번지 하나로마트 동탄점 1층|없음
샤브보트|중동탄점|경기도 화성시 동탄신리천로 411|031-376-4111
채선당 월남쌈&샤브샤브|갤러리아백화점 진주점|경상남도 진주시 평안동 195번지 갤러리아백화점 진주점 7층|055-791-1747
자연한가득|원주 태장점|강원도 원주시 태장동 770-6번지 4층|033-734-9566
채선당 키친|공덕역점|서울시 마포구 신공덕동 172번지 펜트라우스 지하 2층|02-706-7789
행복가마솥밥|NC 백화점 부산대점|부산광역시 금정구 장전동 40번지 NC 백화점 부산대점 6층|없음
채선당 월남쌈&샤브샤브|원주 기업도시점|강원도 원주시 지정면 가곡리 1495-1번지 3층|033-900-5044
행복가마솥밥|롯데마트 울산점|울산광역시 남구 달동 830-1번지 롯데마트 울산점 1층|052-268-3300
행복가마솥밥|가든파이브점|서울시 송파구 문정동 634번지 가든파이브 지하 1층|없음
샤브보트|동탄레이크꼬모점|경기도 화성시 송동 681-757번지 레이크꼬모 2층|031-376-7787
행복가마솥밥|가천대 길병원점|인천광역시 남동구 구월동 1198번지 가천대 길병원 지하 1층|없음
채선당 월남쌈&샤브샤브|시흥 은계점|경기도 시흥시 은행동 646-9번지 2층|031-318-9782
샤브보트|세이브존 노원점|서울시 노원구 한글비석로 57 세이브존 노원점 지하 1층|없음
행복가마솥밥|롯데마트 계양점|인천광역시 계양구 계산동 1059-1번지 롯데마트 계양점 3층|없음
채선당 월남쌈&샤브샤브|제주 사계리점|제주도 서귀포시 안덕면 사계리 417-2번지|064-794-7272
샤브보트|롯데마트 양덕점|경상남도 창원시 마산회원구 양덕동 84-14번지 지하 1층|없음
자연한가득|하남 미사점|경기도 하남시 망월동 24-5번지 3층|031-796-1510
행복가마솥밥|뉴코아아울렛 광명점|경기도 광명시 하안동 38 뉴코아아울렛광명점 지하1층|없음
행복가마솥밥|홈플러스 파주 운정점|경기도 파주시 목동동 927번지 홈플러스 파주 운정점 2층|없음
샤브보트|부경대점|부산광역시 남구 대연동 43-53번지 2층|051-623-1770
행복가마솥밥|홈플러스 아시아드점|부산광역시 연제구 거제동 1208번지 홈플러스 아시아드점 1층|없음
샤브보트|아트몰링하단점|부산광역시 사하구 하단동 526-6번지 아트몰링하단점 16층|없음
행복가마솥밥|롯데마트 춘천점|강원도 춘천시 온의동 6-25번지 롯데마트 푸드코트 2층|없음
채선당M|울산 남창점|울산광역시 울주군 온양읍 발리 476-6번지 2층 |052-239-9913
샤브보트|합정딜라이트점|서울시 마포구 합정동 473번지 딜라이트몰 지하 1층|없음
행복가마솥밥|홈플러스 동광주점|광주광역시 북구 두암동 575-1번지 홈플러스 동광주점 지하1층|없음
행복가마솥밥|홈플러스 오산점|경기도 오산시 수청동 610번지 홈플러스 오산점 1층|없음
행복가마솥밥|동아아울렛 대구강북점|대구광역시 북구 읍내동 1343-6번지 동아아울렛 대구강북점 8층|없음
샤브보트|롯데백화점 관악점|서울시 관악구 봉천동 729-22번지 롯데백화점 관악점 지하 2층|없음
행복가마솥밥|위례중앙광장점|서울시 송파구 장지동 896번지 위례중앙푸르지오 2단지 1층|없음
샤브보트|엔터식스 안양역점|경기도 안양시 만안구 안양동 88-1번지 엔터식스 안양역점 7층|없음
행복가마솥밥|울산 삼산점|울산광역시 남구 달동 1364-1번지 더테라스가든 1층|052-261-7489
행복가마솥밥|롯데백화점 부천 중동점|경기도 부천시 중동 1140번지 롯데백화점 부천 중동점 지하 1층|없음
채선당 월남쌈&샤브샤브|다산 신도시점|경기도 남양주시 다산동 6053-2번지 2층|031-566-1795
채선당 월남쌈&샤브샤브|부산 장림점|부산광역시 사하구 장림동 235-1번지 2층|051-947-4955
행복가마솥밥|롯데마트 잠실점|서울시 송파구 잠실동 40-1번지 롯데마트 잠실점 6층|없음
행복가마솥밥|W스퀘어 부산 용호점|부산광역시 남구 용호동 954번지 W스퀘어 2층|없음
샤브보트|W스퀘어 부산 용호점|부산광역시 남구 용호동 954|051-622-6262
채선당 월남쌈&샤브샤브|부천 심곡점|경기도 부천시 심곡본동 588-1번지 2층|032-655-8253
행복가마솥밥|세이브존 화정점|경기도 고양시 덕양구 화정동 970번지 세이브존 화정점 지하 2층|010-3787-1589
행복가마솥밥|홈플러스 대구 성서점|대구광역시 달서구 용산동 230-11번지 홈플러스 대구 성서점 지하 2층|010-2814-1100
샤브보트|롯데백화점 잠실점|서울시 송파구 잠실동 40-1번지 롯데백화점 잠실점 지하 1층|02-2143-7013
채선당 월남쌈&샤브샤브|마곡점|서울시 강서구 마곡동 797-6번지 2층|02-2658-0701
행복가마솥밥|홈플러스 강서점|서울시 강서구 등촌동 639-11번지 1층|02-2660-8000
샤브보트|W스퀘어 부산 용호점|부산광역시 남구 용호동 954번지 W스퀘어 2층|051-622-6262
채선당M|부산 당감점|부산광역시 부산진구 당감동 650번지 2층|051-891-8095
행복가마솥밥|홈플러스 시흥점|서울시 금천구 시흥동 992-47번지 홈플러스 시흥점 지하 1층 |02-895-2080
행복가마솥밥|합정메세나점|서울시 마포구 서교동 490번지 합정역 메세나폴리스점 지하 1층|02-100-2000
채선당SHABU|강화점|인천광역시 강화군 강화읍 남산리 303-1번지 2층|032-933-9293
행복가마솥밥|하나로마트 창동점|서울시 도봉구 창동 1-15번지 하나로마트 창동점 지하 1층|02-3499-6000
행복가마솥밥|홈플러스 춘천점|강원도 춘천시 퇴계동 141번지 지하1층|033-269-8000
행복가마솥밥|부산역점|부산광역시 동구 초량동 1187-1번지 1층 맞이방|010-2814-1100
채선당 월남쌈&샤브샤브|상계본점|서울시 노원구 상계동 1021-14번지 2층|02-936-1300
샤브보트|스타필드 위례점|경기도 하남시 학암동 90-33 스타필드 위례점 지하 1층|031-8097-1062
샤브보트|롯데백화점 안산점|경기도 안산시 단원구 고잔1길 12 롯데백화점 안산점 식당가 지하 1층|031-412-2505
행복가마솥밥|세이브존 성남점|경기도 성남시 수정구 산성대로 337 세이브존 성남점 지하 1층 |010-3265-2584
채선당 월남쌈&샤브샤브|일산롯데점|경기도 고양시 일산동구 중앙로 1283 롯데백화점일산점 10층|031-909-3919
행복가마솥밥|평택 고덕점|평택시 경기대로 987-1 평택프리미엄 아울렛 E동 2층 푸트코트 내|031-665-1234
채선당 샤브샤브&철판쭈꾸미|평택 고덕점|평택시 경기대로 987-1 평택프리미엄아울렛 D동 2층|031-665-1234
채선당 샤브샤브&불고기쌈밥|의정부 가능역점|경기도 의정부시 의정부동 235-19 1층|031-847-9888
샤브보트|홈플러스 가야점|부산광역시 부산진구 가야동 624-7 가야 홈플러스 1층|없음
샤브보트|동탄 카림애비뉴점|경기도 화성시 동탄대로시범길 134|031-372-5885
행복가마솥밥|롯데백화점 일산점|경기도 고양시 일산동구 중앙로 1283 롯데백화점일산점 지하 2층|010-7187-8559
행복가마솥밥|홈플러스 월드컵점|서울특별시 마포구 성산동 529-16 홈플러스 월드컵점 푸드코트 2층|02-312-2080 
채선당 샤브샤브&불고기쌈밥|전북봉동점|전라북도 완주군 봉동읍 과학로 1025 1층|063-263-0049
샤브보트|세이백화점 대전점|대전광역시 중구 문화동 1-16 세이백화점|042-226-1234
