NAME|BRANCH|ADDR|TELL|XCORD|YCORD
동대문엽기떡볶이|가락점|서울특별시 송파구 양재대로62길 16 (가락동), 1층|02-402-8592|127.118524141|37.498223914
동대문엽기떡볶이|가산디지털단지점|서울특별시 금천구 벚꽃로 254 (가산동, 월드메르디앙1차)|02-866-8591|126.8854922745|37.4777641933
동대문엽기떡볶이|가양점|서울특별시 강서구 양천로 482 (등촌동, 삼부르네상스오피스텔) 104호|02-2659-8592|126.8539950815|37.5612523915
동대문엽기떡볶이|가재울점|서울특별시 서대문구 수색로 100 (북가좌동, DMC래미안e편한세상) 2단지 상가 1층 1-6호|02-304-8591|126.9078169254|37.5747279098
동대문엽기떡볶이|강남역점|서울특별시 서초구 강남대로61길 13 (서초동), 2층 5호|02-532-8592|127.0255578758|37.4988896871
동대문엽기떡볶이|강동구청점|서울특별시 강동구 천호옛길 16, 1층 102호 (성내동, 성민빌딩)|02-484-8592|127.1213011726|37.5315329901
동대문엽기떡볶이|강릉교동점|강원도 강릉시 솔올로 66(교동), 102호|033-645-8592|128.8789849793|37.7677877564
동대문엽기떡볶이|강릉옥천점|강원도 강릉시 경강로 2150(옥천동140-1)|033-655-8592|128.9008936661|37.7577756553
동대문엽기떡볶이|강서구청점|서울특별시 강서구 화곡로 292 (화곡동, 서광프리메라) 102호|02-2602-8591|126.848725063|37.5501851202
동대문엽기떡볶이|강원양구점|강원도 양구군 양구읍 양록길 85|033-482-8592|127.9887291037|38.1066747057
동대문엽기떡볶이|강원영월점|강원도 영월군 영월읍 중앙1로 31 (하송리), 102호|033-375-8592|128.46564062672127|37.18397355054463
동대문엽기떡볶이|강일동점|서울특별시 강동구 아리수로 421 (강일동, MIDC빌딩), 106호|02-428-8592|127.174221|37.565078
동대문엽기떡볶이|개봉점|서울특별시 구로구 개봉로20길 54 (개봉동, 원진환경(주)) 1층|02-2686-8592|126.8573612746|37.4934363428
동대문엽기떡볶이|개포동역점|서울특별시 강남구 개포로 506 (개포동, 청우빌딩) 1층 3호|02-2226-8592|127.0675228183666|37.48914228019573
동대문엽기떡볶이|개포점|서울특별시 서초구 마방로10길 42 (양재동), 2층|02-573-8592|127.0476999861|37.4767504634
동대문엽기떡볶이|거여점|서울특별시 송파구 양산로 42 (거여동), 1층|02-404-8592|127.1444826394|37.4926340084
동대문엽기떡볶이|거제고현점|경상남도 거제시 거제중앙로 1930-10 (고현동, 고현동주상복합아파트)|055-637-8555|128.6232201407|34.8903025882
동대문엽기떡볶이|거제아주점|경상남도 거제시 아주로 30 (아주동)|055-681-8591|128.69098999116542|34.86581587424888
동대문엽기떡볶이|거창점|경상남도 거창군 거창읍 아림로 30-1 (중앙리)|055-944-8592|127.9108415051|35.6858742025
동대문엽기떡볶이|건대2호직영점|서울특별시 광진구 동일로22길 111 (화양동), 2층|02-499-2738|127.0702578422|37.5407934232
동대문엽기떡볶이|검단점|인천광역시 서구 완정로 19 (마전동, 검단무광프라자) 203호|032-562-8592|126.6717379327|37.5948608757
동대문엽기떡볶이|경기광명점|경기도 광명시 오리로 1012 (광명동) 1층|02-2619-8592|126.8511267289|37.4805658704
동대문엽기떡볶이|경기양주점|경기도 양주시 고읍남로 5-20 (광사동 솔리더스빌딩 106호)|031-844-8592|127.0803569019|37.7944453573
동대문엽기떡볶이|경남대점|경상남도 창원시 마산합포구 가포로 8 (해운동, 선진빌딩)|055-246-8591|128.5581428441|35.179396485
동대문엽기떡볶이|경북대점|대구광역시 북구 대학로23길 15 (산격동), 1층|053-939-8592|128.6102196372|35.894336911
동대문엽기떡볶이|경북문경점|경상북도 문경시 점촌5길 6 (점촌동)|054-555-8592|128.1995796944|36.5965309643
동대문엽기떡볶이|경북상주점|경상북도 상주시 삼백로 98-1 (무양동)|054-534-8594|128.1542930572|36.4181560884
동대문엽기떡볶이|경산영대점|경상북도 경산시 대학로 303-2 (조영동)|053-813-8595|128.754559|35.837972
동대문엽기떡볶이|경산옥산점|경상북도 경산시 성암로21길 6 (옥산동)|053-811-8594|128.7281394518|35.8252393796
동대문엽기떡볶이|경산하양점|경상북도 경산시 하양읍 하양로 56 (금락리)|053-857-8592|128.81523600135273|35.910177076961794
동대문엽기떡볶이|경주동부점|경상북도 경주시 화랑로 104 (동부동)|054-748-8592,3|129.212095194|35.8443463895
동대문엽기떡볶이|경희대점|서울특별시 동대문구 경희대로 8 (회기동), B1층|02-966-8592|127.0526198043|37.5922422551
동대문엽기떡볶이|계산역점|인천광역시 계양구 경명대로 1079번길 2, A동 105, 106호(계산동)|032-552-8595|126.7271415172|37.543663387
동대문엽기떡볶이|고려대점|서울특별시 동대문구 제기로 12-1 (제기동)|02-922-8592|127.0343600289|37.5863168489
동대문엽기떡볶이|고양삼송점|경기도 고양시 덕양구 동송로 33 (동산동, 이편한세상시티삼송), 상가동 1층 1-016호|02-353-8593|126.887897|37.643205
동대문엽기떡볶이|고양행신점|경기도 고양시 덕양구 충장로 22, 102호 (행신동 761-3번지, 탑프라자)|031-979-8593|126.8344590168|37.614803186
