NAME|BRANCH|ADDR|TELL|TIME
으뜸플러스안경|충북오창점|충청북도 청주시 청원구 오창읍 오창공원로 127 엘파크상가 101호|0432411119|AM10:00~PM22:00
으뜸플러스안경|경기하남점|경기도 하남시 신평로 61, 2층(신장동)|0317967969|AM10:00~PM22:00
으뜸플러스안경|부천소사점|경기 부천시 소사로 124 (소사본동)|0323453451|AM09:00~PM21:00
으뜸플러스안경|서울이수점|서울 동작구 동작대로 119-1 (사당동)|0234771003|AM10:00~PM21:00
으뜸플러스안경|천안두정점|충청남도 천안시 서북구 쌍용대로 318, 1층|0419077159|AM10:00~PM21:00
으뜸플러스안경|서울아현점|서울시 서대문구 신촌로35길 10, 402엠동 지1층 402호(북아현동, e편한세상신촌 4단지)|023929932|AM09:00~PM21:00
으뜸플러스안경|순천용당점|전라남도 순천시 삼산로 89|0617542080|AM10:00~PM10:00
으뜸플러스안경|광주일곡점|광주 북구 설죽로 506 (일곡동) 2층(일곡동)|0625710001|AM09:30~PM21:00
으뜸플러스안경|대구현풍점|대구광역시 달성군 유가읍 테크노상업로 96, 103호|0537105950|AM10:00~PM22:00
으뜸플러스안경|파주금촌점|경기도 파주시 아동로 2(금촌동)|0319411129|AM10:00~PM22:00
으뜸플러스안경|서울송파점|서울 송파구 송파대로 345 (가락동, 헬리오시티) 1A동 3층|024001435|AM10:00~PM21:00
으뜸플러스안경|안산선부점|경기도 안산시 단원구 선부광장1로 72, 2층 205호(선부동, 훼미리프라자)|0314010401|AM10:00~PM10:00
으뜸플러스안경|부산하단점|부산 사하구 낙동대로 450 (당리동), 2층|0512078333|AM10:00~PM10:00
으뜸플러스안경|인천효성점|인천 계양구 새벌로 120 (효성동, 대산아파트) 상가동 108호|0325458921|AM10:00~PM10:00
으뜸플러스안경|광주충장로점|광주 동구 중앙로 158-1 (황금동), 2층|0622330101|AM10:00~PM21:00
으뜸플러스안경|김해율하점|경상남도 김해시 율하2로 50 (율하동 1299-1)|0553382788|AM10:00~PM9:00
으뜸플러스안경|서울경희대점|서울 동대문구 회기로 148 (회기동), 2층|029668616|AM10:00~PM10:00
으뜸플러스안경|인천청라점|인천 서구 중봉대로586번길 22 (청라동, 청라 풍림 엑슬루타워) 에이동 에이216호|0325676011|AM10:00~PM10:00
으뜸플러스안경|전주효자점|전북 전주시 완산구 거마평로 165 (효자동1가),  1층|0632272335|AM09:30~PM21:00
으뜸플러스안경|용인강남대점|경기 용인시 기흥구 구갈동 595-2|0312853030|AM10:00~PM10:00
으뜸플러스안경|강남신사점|서울특별시 강남구 강남대로 152길 23, 2층(신사동)|025446569|AM10:00~PM22:00
으뜸플러스안경|경북안동점|경상북도 안동시 복주2길 72 화인키다리 빌딩 제2층 202호|0549006090|AM10:00~PM10:00
으뜸플러스안경|부산덕천점|부산 북구 덕천1길 6 (덕천동) 2층|0513384862|AM10:00~PM22:00
으뜸플러스안경|서울남가좌점|서울 서대문구 거북골로 59(남가좌동) 1층|023741460|AM10:00~PM10:00
으뜸플러스안경|부천역곡점|경기 부천시 역곡로 3 (역곡동, 덕지빌딩), 3층 302호|0323430996|AM10:00~PM10:00
으뜸플러스안경|서울쌍문점|서울 도봉구 도봉로 475-1 (쌍문동), 2층|029922777|AM10:00~PM22:00
으뜸플러스안경|동탄1지구점|경기 화성시 동탄중심상가2길 5 (반송동, 리더스프라자) 205호|03180030538|AM10:00~PM10:00
으뜸플러스안경|경기광명점|경기도 광명시 광명로 948-1, 1층(광명동)|0220609739|AM10:00~PM10:00
으뜸플러스안경|부산명지점|부산 강서구 명지국제8로 233 (명지동) 더스퀘어상가 202호|0512033819|AM10:00~PM22:00
으뜸플러스안경|인천신공항점|인천 중구 신도시남로141번길 9 (운서동, 골드프라자) 105호|0327515131|AM10:00~PM22:00
으뜸플러스안경|수원역점|경기도 수원시 팔달구 매산로 8-1, 2호 3층|0312518245|AM10:00~PM22:00
으뜸플러스안경|경기과천점|경기 과천시 별양상가1로 25 (별양동, 렉스타운) 3층 305호|025031001|AM09:30-PM21:00
으뜸플러스안경|충남서산점|충청남도 서산시 안견로 193 (동문동,1층)|0416653200|AM10:00~PM10:00
으뜸플러스안경|경주황성점|경북 경주시 황성동 472-53 2층|0547717778|AM10:00~PM21:00
으뜸플러스안경|천안쌍용점|충남 천안시 서북구 충무로 205 (쌍용동, 다선빌딩) 1층|0419077745|AM10:00~PM22:00
으뜸플러스안경|서울난곡점|서울특별시 관악구 남부순환로 1483 (신림동,1층)|028396002|AM10:00~PM21:30
으뜸플러스안경|인천논현점|인천 남동구 논고개로123번길 35 (논현동, 칼리오페) 116호|0324278333| AM10:00~PM22:00
으뜸플러스안경|대구상인점|대구 달서구 월곡로 263 (상인동)|0536331921|AM10:00 ~ PM21:00
으뜸플러스안경|성남모란역점|경기 성남시 중원구 성남대로 1133 (성남동, 성남 메트로칸) 2층|0317588001|AM10:00~PM10:00
으뜸플러스안경|용인수지구청점|경기 용인시 수지구 풍덕천로 109 (풍덕천동), 1층 101호|0312611478|AM10:00~PM22:00
으뜸플러스안경|용인처인구점|경기 용인시 처인구 백옥대로 1117 (김량장동), 2층|0313230084|AM10:00~PM09:30
으뜸플러스안경|경산영남대점|경북 경산시 대학로 285 (대동), 2층|0538168685|AM10:00~PM21:00
으뜸플러스안경|강원속초점|강원 속초시 설악금강대교로 18 (청호동), 2층|0336311088|AM09:00~PM21:00
으뜸플러스안경|경기산본점|경기도 군포시 산본로323번길 16-7 (산본동, 롯데프라자) 3층 303호|0313460002|AM10:00~PM10:00
으뜸플러스안경|서울발산점|서울 강서구 공항대로 269-15 (마곡동, 힐스테이트에코마곡) 2층 206호|0236656545|AM10:00~PM10:00
으뜸플러스안경|김포장기점|경기 김포시 김포한강4로 117 (장기동, 홍우프라자) 3층 301,302호|0319921114|AM10:00~PM10:00
으뜸플러스안경|대구칠곡점|대구 북구 학정로 429 (동천동, 로데오프라자) 2층 202호|0533121579|AM10:00~PM10:00
으뜸플러스안경|청주지웰시티점|충북 청주시 흥덕구 대농로 43 (복대동, 신영지웰시티) 216-1호|0432330220|AM10:00~PM10:00
으뜸플러스안경|서울둔촌점|서울 강동구 양재대로 1355 (성내동, 오스카상가 1층)|024781037|AM10:00~PM10:00
으뜸플러스안경|서울노원점|서울 노원구 노해로81길 16 (상계동, 화랑상가), 2층|07076454949|AM10:00~PM22:00
으뜸플러스안경|서울홍대점|서울 마포구 어울마당로 112 (서교동), 2층|023369842|AM10:00~PM10:00
으뜸플러스안경|광주봉선점|광주 남구 봉선로 176 (봉선동), 1층 110호|0625215333|AM10:00~PM:10:00
으뜸플러스안경|고양화정점|경기 고양시 덕양구 화신로260번길 66 (화정동, 한빛 하이죤) 3층 304호|0319781002|AM10:00~PM10:00
으뜸플러스안경|안산상록수점|경기 안산시 상록구 용신로 390 (본오동, 현대프라자) 3층 301호|0314379001|AM10:00~PM10:00
으뜸플러스안경|경남진주점|경남 진주시 진양호로527번길 8 (대안동), 2층|0557464862|AM10:00~PM10:00
으뜸플러스안경|울산삼산점|울산 남구 삼산중로74번길 23 (삼산동) 2층 202호|0522561631|AM10:00~PM10:00
으뜸플러스안경|경남진해점|경남 창원시 진해구 진해대로776번길 27 (이동) 101동 301호|0555475573|AM09:30~PM09:00
으뜸플러스안경|서울천호점|서울 강동구 천호대로 1015 (천호동) 2층|024751007|AM10:00~PM10:00
으뜸플러스안경|서울불광점|서울 은평구 불광로 37 (불광동) 2층|023565750|AM10:00~PM10:00
으뜸플러스안경|분당서현점|경기 성남시 분당구 황새울로360번길 26 (서현동) 2층 201호(삼보프라자)|0317095001|AM10:00~PM10:00
으뜸플러스안경|부천상동점|경기 부천시 상동로 79 (상동, 수석프라자) 4층 402호|0323210929|AM10:00~ PM22:00
으뜸플러스안경|서울신촌점|서울 서대문구 명물길 19 (창천동, 경오빌딩), 3층|0263699709|AM10:00~PM22:00
으뜸플러스안경|안양범계점|경기 안양시 동안구 평촌대로223번길 59 (호계동, 서련코아빌딩) 3층 301호|0313888887|AM10:00~PM21:00
으뜸플러스안경|서울종로점|서울 종로구 종로 86 (종로2가, 보원빌딩) 3층|027375169|AM10:00~PM22:00
으뜸플러스안경|광명철산점|경기 광명시 철산로 36 (철산동, 양정타워) 4층|0226878384|AM10:00~PM22:00
으뜸플러스안경|일산2호점|경기 고양시 일산동구 무궁화로 37 (장항동, 노블리제) 2층|15228462|AM10:00~PM22:00
으뜸플러스안경|일산1호점|경기 고양시 일산동구 정발산로 33 (장항동, 낙원프라자) 2층 205호|15225076|AM09:30~PM22:30
으뜸플러스안경|동인천점|인천 중구 인현동 42번지, 1층(옆건물_핸드폰아울렛_주차가능)|0327775778|AM10:00~PM10:00
으뜸플러스안경|서울노량진점|서울 동작구 노량진로 152 (노량진동, 2층)|028168119|AM10:00~PM10:00
으뜸플러스안경|경기구리점|경기 구리시 검배로6번길 3 (수택동) 3층|0315555169|AM10:00~PM22:00
으뜸플러스안경|대전둔산점|대전 서구 둔산로 26 (둔산동, 소레드빌딩) 3층, &lt;둔산주차타워 주차가능&gt;|0424835745|AM10:00~PM21:00
으뜸플러스안경|광주상무점|광주 서구 상무중앙로 36 (치평동) 2층|0623763002|AM10:00~PM22:00
으뜸플러스안경|대전충남대점|대전 유성구 궁동로18번길 29 (궁동)|0428225745|AM10:00~PM22:00
으뜸플러스안경|대구계명대점|대구 달서구 계대동문로 21 (신당동) 2층|0532620224|AM10:00~PM22:00
으뜸플러스안경|대구범물역점|대구 수성구 지범로 180 (지산동) 2층|0533817877|AM10:00~PM21:00
으뜸플러스안경|인천구월점|인천 남동구 인하로489번길 28 (구월동, 로데오프라자21) 3층|0324399001|AM10:00~PM22:00
으뜸플러스안경|대전은행점|대전 중구 중앙로164번길 11 (은행동) 2층|0423455745|AM10:00~PM21:30
으뜸플러스안경|인천부평점|인천 부평구 경원대로 1404 (부평동, 그랑프리 빌딩) 2층|0325119001|AM10:00~PM22:00
으뜸플러스안경|대구동성로점|대구 중구 중앙대로 405 (남일동) 2층|0534227876|AM10:00~PM21:00
으뜸플러스안경|청주성안길점|충북 청주시 상당구 성안로 23 (북문로1가) 2층|0432250110|AM10:00~PM22:00
으뜸플러스안경|부산서면롯데점|부산 부산진구 가야대로784번길 41 (부전동) 2층|0518195151|AM10:00~PM21:00
으뜸플러스안경|창원상남점|경남 창원시 성산구 마디미로31번길 4 (상남동, 하림빌딩) 2층|0552829494|AM10:00~PM22:00
으뜸플러스안경|부산해운대점|부산 해운대구 해운대로 814 (좌동, 세종월드프라자 B동) 2층 251호|0517015197|AM10:00~PM21:30
으뜸플러스안경|김해외동점|경남 김해시 함박로101번길 20 (외동) 혜민빌딩 2층|0553335250|AM10:00~PM22:00
으뜸플러스안경|부산대점|부산 금정구 장전온천천로 51 (장전동, 테라스파크) 2층|0515177585|AM10:00~PM21:30
으뜸플러스안경|부산남포점|부산 중구 광복로 44 (창선동1가), 3층|0512535009|AM10:00~PM21:30
으뜸플러스안경|부산경성대점|부산 남구 용소로7번길 21 (대연동) 2층|0513270010|AM10:00~PM21:00
으뜸플러스안경|경남양산점|경남 양산시 양산역6길 17 (중부동, 청림타워) 2층|0553632256|AM10:00~PM22:00
으뜸플러스안경|부산서면도서관점|부산 부산진구 중앙대로702번길 50 (부전동) 2층|0518044009|AM10:00~PM21:00
으뜸플러스안경|창원마산점|경남 창원시 마산회원구 3.15대로 750 (합성동, 마산시외버스터미널) 2층|0552559494|AM10:00~PM21:30
으뜸플러스안경|강남대치점|서울 강남구 선릉로64길 8 (대치동) 2층|025653125|10:00~22:00
으뜸플러스안경|광주전남대점|광주 북구 우치로100번길 10 (용봉동) 2층|0624472006|10:00~22:00
