##NAME|SUBNAME|TELNUM|ID|NEWADDR|FEAT|COMMENTS|XCOORD|YCOORD@@기아자동차서비스센터
기아자동차서비스|강서서비스센터|0226358585|203000|서울특별시 강서구 양천로 542 (등촌동)|직영서비스센터|1. 정비예약은 통합예약콜센터(1899-0200)로 문의2. 사고차(판금,도장)관련 방문접수만 가능 (작업내용 및 대기상황에 따라 일정이 지연될 수 있습니다.)3. 시트 방문접수만 가능(부품에따라 재예약 안내) 4. 오디오/네비게이션은 예약없이 입고 순번대로 정비5. 업무시간은 평일 8시40분 ~ 17시30분(점심시간 12:30~13:30,토요일,일요일,공유일 휴무)입니다.-대표번호(02-2635-8585)-상용차 작업불가|126.8613281|37.5556613
기아자동차서비스|성동서비스센터|024988585|204000|서울특별시 성동구 성수이로26길 61 (성수동2가)|직영서비스센터|①.사고차(판금/도장)는 방문후 접수 상담 ②.정비예약은 대표전화(02-498-8585,ARS 4번)로 문의③ 시트예약: 02-3408-6838④ 선루프,유리 방문후 접수상담 -파노라마 썬루프: 매주 화/목/금 가능, -올뉴차종(카니발,쏘렌토,K7,카렌스)화/수 가능 ⑤.오디오/네비게이션은 예약없이 자연입고 순번대로 정비 ※ 업무시간 (08:30~17:30),점심시간(12:30~13:30),토요일,일요일,공휴일은 휴무입니다.|127.0663278|37.5420806
기아자동차서비스|시흥서비스센터|028048585|205000|서울특별시 금천구 시흥대로51길 20 (시흥동)|직영서비스센터|1.봉고 차종 예약은 유선예약진행해야합니다.(정비인원 한정,중복 예약되어 수리불가함니다)2,판금수리는 방문점검 의뢰만 가능합니다3.썬루프는 차종에 따라 수리 가능 날짜가 있습니다. - 올뉴프라이드,올뉴카렌스,올뉴카니발,올뉴쏘렌토,올뉴K7,스팅어  : 화, 목요일에만 작업 가능(인알파코리아) - 그 외 차종은 월~금 수리 가능(베바스토코리아)|126.901151|37.448419
기아자동차서비스|도봉서비스센터|0234938585|221000|서울특별시 도봉구 도봉로180나길 48  도봉동, 기아자동차서비스도봉사업소|직영서비스센터|○ 정비예약은 통합콜센터 1899-0200   또는 대표전화(02-3493-8585.ARS 4번연결하여 통합예약 콜센터)로 문의-선루프는 월/수만 작업 가능합니다. -사고차(판금,도장)관련 방문접수만 가능 합니다. &gt; 판금작업은 인원 부재로 일부불가합니다. ※ 업무시간 (08:30~17:30),점심시간(12:30~13:30),토요일,일요일,공휴일은 휴무입니다|127.0522722|37.6807083
기아자동차서비스|강릉서비스센터|0336518585|218000|강원도 강릉시 강변로604번길 11-4  입암동|직영서비스센터|썬루프수리는 차종별 매주 월요일,금요일 작업가능 전화 문의 후 예약해주시기 바랍니다.|128.9291667|37.7650806
기아자동차서비스|원주서비스센터|0337438585|208000|강원도 원주시 우산로 233  우산동|직영서비스센터|1. 썬루프 관련 정비예약은 전화(033-743-8585) 문의후 예약 바랍니다.|127.9412139|37.3778778
기아자동차서비스|수원서비스센터|0312148585|212000|경기도 용인시 기흥구 중부대로 27 (영덕동)|직영서비스센터|① 오디오 작업: 예약없이 자연입고 순번대로 정비② 썬루프 작업:  유선예약 필수③ 판금/도장 작업: 예약불가, 방문 접수상담 진행中.정비 미의뢰 차량 견적서 미발급하오니 양해 바랍니다. #정비예약은 통합콜센터 통하여 진행中 (1899-0200 통화) / 인터넷 예약 불가#THE K9, 스팅어 예약 인터넷/ 080-500-2000번 진행中#11/21(수),11/23(금) 센터 교육으로 15:30분 업무 종료되오니 양해 부탁드립니다.|127.0747472|37.2656639
기아자동차서비스|의왕서비스센터|0314658585|252000|경기도 의왕시 경수대로 249  고천동|직영서비스센터|①정비예약 및 기술상담은 통합콜센터에서 가능합니다. [ ☎ 1899-0200 또는 ☎ 031-465-8585, ARS (4번) ] ②사고차량은 방문접수만 가능합니다. ③시트/오디오 점검은 방문 접수순으로 진행합니다. ④썬루프는 올뉴차종(카니발,쏘렌토,K7,카렌스),스팅어,THE K9 목/금요일 가능, 기타 차종 수/금요일 가능합니다. ※ 업무시간은 평일(08:40~17:30), 점심시간(12:30~13:30), 토요일, 일요일, 공휴일은 휴무입니다.|126.9754943|37.3456184
기아자동차서비스|창원서비스센터|0552738585|210000|경상남도 창원시 의창구 창원대로 504 (대원동)|직영서비스센터|선루프수리 매주 월,화요일만 가능하며 올뉴쏘렌토,올뉴K7,올뉴카니발,올뉴카렌스는 화요일 가능합니다.단, 판금/도장 작업(사고수리): 예약불가, 방문 접수상담.|128.6522472|35.2249417
기아자동차서비스|포항서비스센터|0542408585|216000|경상북도 포항시 북구 중앙로 185 (죽도동)|직영서비스센터|1.선루프업체(인알파)해당차종:올뉴k7.올뉴카니발.         올뉴쏘렌토.(매주 월요일 센터방문)2.그외차량 베바스토(매주 화요일 센터방문)|129.3686218|36.0266461
기아자동차서비스|광주서비스센터|0623718585|209000|광주광역시 서구 죽봉대로 36 (농성동)|직영서비스센터|정비예약 062-601-6647~8썬루프 수리는 월~목 가능합니다|126.878725|35.1573167
기아자동차서비스|대구서비스센터|0533518585|206000|대구광역시 북구 팔달로 53  노원동3가|직영서비스센터|1.정비예약은 통합예약콜센터(053-351-8585 ARS 4번연결/1899-0200)으로문의 2.파손차량(판금/도장)예약접수불가 입고상담 3.시트는 방문 접수만 가능(부품에 따라 재예약 진행) 4.오디오/네비게이션은 예약없이 입고 순번대로 점검후 정비(1588-7278) 5.업무시간은 평일 08:40~17:30(점심시간 12:30~13:30)토요일,일요일,공휴일 휴무입니다. 6.상용차 작업불가 7.선루프 예약(053-351-8585 ARS 0번연결)|128.5584167|35.8879417
기아자동차서비스|대전서비스센터|0426218585|207000|대전광역시 대덕구 대화로50번길 89 (대화동)|직영서비스센터|토요일은 미근무시트는 입고해서 점검후 부품 신청하여 부품 도착시 안내|127.4208056|36.3666083
기아자동차서비스|부산서비스센터|0513148585|211000|부산광역시 사상구 가야대로 141  감전동, 기아자동차써비스부산사업소|직영서비스센터|선루프 정비는 인터넷 예약이 불가합니다. 유선문의 051-314-8585또는 600-6678로 문의바랍니다.|128.9904251|35.1470606
기아자동차서비스|인천서비스센터|0325818585|254000|인천광역시 미추홀구 경인로 309 (도화동 378-15), 기아자동차정비사업소|직영서비스센터|1.정비 예약제 운영(사전문의 필요)2.기능정비,판금/도장정비,LPG차량 정비3.시트,썬루프,유리,오디오,AV(네비게이션 포함) 정비|126.6774368|37.4573075
기아자동차서비스|전주서비스센터|0632198585|217000|전라북도 전주시 덕진구 온고을로 246  팔복동3가, 기아자동차전주서비스센터|직영서비스센터|- 오디오 부분은 예약없이 자연입고 순번대로 처리 가능합니다.파노라마 썬루프는 유선예약요청드립니다.소모성부품 교환은 인근 오토큐 이용시 동일한 제품 품질로 신속 정비 가능합니다.|127.1012|35.8377139
기아자동차서비스|제주서비스센터|0647248585|219000|제주특별자치도 제주시 선반로6길 12  화북일동|직영서비스센터|1.정비예약은 통합예약콜센터(064-724-8585 ARS③번연결/1899-0200)으로 문의 2.파손차량(판금/도장)접수 불가, 서비스협력사(종합서비스) 문의 3.시트방문 접수만 가능(부품에따라 재예약 안내) 4.오디오/네비게이션은 예약없이 입고 순번대로 정비 5.업무시간은 평일:08:40~17:30(점심시간:12:30~13:30) 토요일,일요일,공휴일 휴무입니다! 6.상용차 작업불가 7.선루프:월1회 선예약후 예약일 시행 8.대표번호: 064-724-8585|126.56365|33.5105444
기아자동차서비스|청주서비스센터|0432758585|215000|충청북도 청주시 흥덕구 사운로 315 (신봉동)|직영서비스센터|1.썬루프(파노라마-베바스토 동희) 업체 매주 화,금 방문.※16년8월부터 매주 화,목방문 참고하세요.2.썬루프(인알파-올뉴카니발,올뉴쏘렌토R,올뉴프라이드,올뉴카렌스,올뉴K7) 매주 목요일 방문.3.오디오 관련 센터 內 상주(월~금)-상시 대기.4.올뉴카니발 하이리무진특장 업체 - 매주 수요일 방문.5.시트 관련 센터 내방(점검)후 정비의뢰서 작성 및 시트 전문업체 안내함.|127.4715278|36.6520278
