##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@이마트
이마트|Boots/강동역점|127.13268644569598|37.53616270087729|이마트|02-488-9953|서울 강동구 천호대로 1087|서울 강동구 천호동 447-15|부츠|12:00~22:00|||||이마트 Boots/강동역점|(천호동,진넥스빌Ⅲ) 1층101호|||90405
이마트|Boots/고속터미널점|127.00683572341356|37.50643547385762|이마트|02-3478-2015|서울 서초구 신반포로 194|서울 서초구 반포동 19-4|부츠|09:00~22:00|||||이마트 Boots/고속터미널점|(반포동,강남고속버스터미널)|||90405
이마트|Boots/교대점|127.01392185359492|37.49062399193487|이마트|02-3487-6554|서울 서초구 서초중앙로 99|서울 서초구 서초동 1576-6|부츠|12:00~22:00|||||이마트 Boots/교대점|(서초동) 1층|||90405
이마트|Boots/남포동점|129.02822620553135|35.09854635214426|이마트|051-257-8083|부산 중구 비프광장로 28|부산 중구 남포동5가 24-1|부츠|12:00~22:00|||||이마트 Boots/남포동점||||90405
이마트|Boots/내방역점|126.99369508542473|37.48854872218765|이마트|02-3496-5068|서울 서초구 방배로 162|서울 서초구 방배동 875-5|부츠|12:00~22:00|||||이마트 Boots/내방역점|(방배동) 예광빌딩 1층|||90405
이마트|Boots/노량진역점|126.94296547949018|37.513424509600014|이마트|02-827-0385|서울 동작구 노량진로 154|서울 동작구 노량진동 73-1|부츠|12:00~22:00|||||이마트 Boots/노량진역점|(노량진동)|||90405
이마트|Boots/노원역점|127.0635129439807|37.65674395694056|이마트|02-3392-5122|서울 노원구 상계로 77|서울 노원구 상계동 337|부츠|12:00~22:00|||||이마트 Boots/노원역점|(상계동,다나플라자) 1층|||90405
이마트|Boots/대전둔산점|127.37892179650746|36.35335143763285|이마트|042-489-8531|대전 서구 대덕대로 229|대전 서구 둔산동 1031|부츠|12:00~22:00|||||이마트 Boots/대전둔산점|(둔산동,둔산빌딩) 1층|||90405
이마트|Boots/대치역점|127.06266067972791|37.494569022513886|이마트|02-3454-1281|서울 강남구 남부순환로 2947|서울 강남구 대치동 599|부츠|12:00~22:00|||||이마트 Boots/대치역점|(대치동,대원빌딩) 102호|||90405
이마트|Boots/동성로2가점|128.59459600215274|35.86830417741429|이마트|053-431-9813|대구 중구 동성로 15|대구 중구 동성로2가 130|부츠|12:00~22:00|||||이마트 Boots/동성로2가점|(동성로2가) 1~2층|||90405
이마트|Boots/마리오아울렛점|126.88507970799763|37.47844495553974|이마트|02-2067-2367|서울 금천구 벚꽃로 266|서울 금천구 가산동 60-20|부츠|10:30~21:00|||||이마트 Boots/마리오아울렛점|(가산동,마리오아울렛3) 마리오아울렛 3관 1층|||90405
이마트|Boots/삼성동점|127.0558307995269|37.50703876515706|이마트|02-3454-1430|서울 강남구 테헤란로 445|서울 강남구 삼성동 144-27|부츠|12:00~22:00|||||이마트 Boots/삼성동점|(삼성동,본솔빌딩)|||90405
이마트|Boots/서면점|129.05947746756073|35.155019898177095|이마트|051-819-8017|부산 부산진구 중앙대로 698|부산 부산진구 부전동 192-3|부츠|12:00~22:00|||||이마트 Boots/서면점|(부전동) 1층|||90405
이마트|Boots/선릉역점|127.04844629598271|37.50499494092442|이마트|02-3454-0443|서울 강남구 선릉로 507|서울 강남구 역삼동 705-26|부츠|12:00~22:00|||||이마트 Boots/선릉역점|(역삼동,부일빌딩) 1층|||90405
이마트|Boots/센텀점|129.12952183888788|35.16881804468033|이마트|051-745-2676|부산 해운대구 센텀남대로 35|부산 해운대구 우동 1495|부츠|11:00~20:00|||||이마트 Boots/센텀점|(우동,신세계백화점센텀시티점) 신세계백화점 B2층|||90405
이마트|Boots/스타필드/고양점|126.89477840618908|37.646976308152716|이마트|031-5174-1002|경기 고양시 덕양구 고양대로 1955|경기 고양시 덕양구 동산동 370|부츠|10:00~22:00|||||이마트 Boots/스타필드/고양점|(동산동,스타필드 고양) B1층 143호|||90405
이마트|Boots/스타필드/위례점|127.14840208638577|37.4801339791355|이마트|031-8097-1355|경기 하남시 위례대로 200|경기 하남시 학암동 660|부츠|10:00~22:00|||||이마트 Boots/스타필드/위례점|(학암동,스타필드시티 위례점) 1층|||90405
이마트|Boots/스타필드/코엑스점|127.05915972198929|37.51182328107812|이마트|02-6002-3120|서울 강남구 영동대로 513|서울 강남구 삼성동 159|부츠|10:00~22:00|||||이마트 Boots/스타필드/코엑스점|(삼성동,코엑스) 코엑스몰 지하1층 A101호|||90405
이마트|Boots/스타필드/하남점|127.22374081417725|37.545435315507106|이마트|031-8072-8721|경기 하남시 미사대로 750|경기 하남시 신장동 616|부츠|10:00~22:00|||||이마트 Boots/스타필드/하남점|(신장동,스타필드 하남) 스타필드 하남 1층 G169|||90405
이마트|Boots/시청역점|126.97585976890764|37.563560256713274|이마트|02-779-5575|서울 중구 서소문로 134|서울 중구 서소문동 97-2|부츠|12:00~22:00|||||이마트 Boots/시청역점|(서소문동) 1층|||90405
이마트|Boots/신논현점|127.02304514387451|37.506516316176636|이마트|02-3446-9284|서울 서초구 강남대로 499|서울 서초구 반포동 737-3|부츠|12:00~22:00|||||이마트 Boots/신논현점|(반포동) 1층|||90405
이마트|Boots/신세계동대구점|128.62918923276317|35.87793987161558|이마트|053-661-6934|대구 동구 동부로 149|대구 동구 신천동 1506|부츠|11:00~21:30|||||이마트 Boots/신세계동대구점|(신천동,신세계동대구복합환승센터) 8층|||90405
이마트|Boots/신촌점|126.9371568973312|37.55568930688561|이마트|02-362-8556|서울 서대문구 신촌로 99|서울 서대문구 창천동 18-50|부츠|10:00~23:00|||||이마트 Boots/신촌점|(창천동,엘리트빌딩) 1층|||90405
이마트|Boots/여의도IFC점|126.92487874285696|37.52517788629538|이마트|02-6137-5610|서울 영등포구 국제금융로 10|서울 영등포구 여의도동 23|부츠|10:00~22:00|||||이마트 Boots/여의도IFC점|(여의도동,서울 국제금융 센터) L2층|||90405
이마트|Boots/위례창곡점|127.14270025656768|37.47346993288631|이마트|031-759-5061|경기 성남시 수정구 위례광장로 300|경기 성남시 수정구 창곡동 509|부츠|12:00~22:00|||||이마트 Boots/위례창곡점|(창곡동,위례중앙역 중앙타워) 제 1동,131~133호|||90405
이마트|Boots/이대점|126.94430247559092|37.559012167692856|이마트|02-362-9651|서울 서대문구 이화여대길 75|서울 서대문구 대현동 37-1|부츠|12:00~22:00|||||이마트 Boots/이대점|(대현동) 1층전체 (대현동,이화타워)|||90405
이마트|Boots/이마트월배점|128.52365629286126|35.817185071486165|이마트|053-607-1068|대구 달서구 진천로 92|대구 달서구 대천동 555|부츠|10:00~22:00|||||이마트 Boots/이마트월배점|(대천동,이마트월배점)|||90405
이마트|Boots/이마트의왕점|126.97379265643347|37.35076946118546|이마트|031-8063-1238|경기 의왕시 경수대로 262|경기 의왕시 오전동 324-4|부츠|10:00~22:00|||||이마트 Boots/이마트의왕점|B1층|||90405
이마트|Boots/이마트자양점|127.07299844685193|37.5385572812035|이마트|02-2024-1108|서울 광진구 아차산로 272|서울 광진구 자양동 227-7|부츠|10:00~22:30|||||이마트 Boots/이마트자양점|(자양동,더샵스타시티) B1층|||90405
이마트|Boots/이태원점|126.9905595122852|37.53406004719238|이마트|02-798-9620|서울 용산구 이태원로 150|서울 용산구 이태원동 58-8|부츠|12:00~22:00|||||이마트 Boots/이태원점|(이태원동,MVP타운) 1층|||90405
이마트|Boots/천호역점|127.12415405824757|37.53809651518357|이마트|02-489-6071|서울 강동구 천호대로 1012|서울 강동구 성내동 62-4|부츠|12:00~22:00|||||이마트 Boots/천호역점|(성내동) 1층|||90405
이마트|Boots/타임스퀘어점|126.90371599319953|37.517233707169474|이마트|02-3468-1271|서울 영등포구 영중로 15|서울 영등포구 영등포동4가 442|부츠|10:00~22:00|||||이마트 Boots/타임스퀘어점|(영등포동4가,타임스퀘어) 타임스퀘어 B1층|||90405
이마트|Boots/트레이더스/김포점|126.730609284052|37.612600810097696|이마트|031-8048-5666|경기 김포시 김포대로 715|경기 김포시 풍무동 16-10|부츠|10:00~22:00|||||이마트 Boots/트레이더스/김포점|이마트 트레이더스 1층|||90405
이마트|Boots/홍대점|126.9231571794526|37.55361233527569|이마트|02-3143-7618|서울 마포구 홍익로 13|서울 마포구 서교동 358-11|부츠|12:00~22:00|||||이마트 Boots/홍대점|(서교동,황금빌딩) 1~2층|||90405
PK/PEACOCK|대치역점|127.06266067972791|37.494569022513886|이마트|02-564-2200|서울 강남구 남부순환로 2947|서울 강남구 대치동 599||11:00~22:00|||||PK PEACOCK 대치역점|(대치동,대원빌딩) 지하1층|||90405
SSG|도곡점|127.054464|37.49056|이마트|02-2191-1234|서울특별시 강남구 언주로30길 57|서울특별시 강남구 도곡동 467-17|SSG푸드마켓|10:00~22:00|||||SSG 도곡점|타워팰리스II 지하1층|||90405
SSG|마린시티점|129.143389|35.157006|이마트|051-792-7100|부산광역시 해운대구 마린시티2로 38|부산광역시 해운대구 우동 1408|SSG푸드마켓|10:30~21:30|||||SSG 마린시티점||||90405
SSG|청담점|127.04411|37.523558|이마트|02-6947-1200|서울특별시 강남구 도산대로 442|서울특별시 강남구 청담동 4-1|SSG푸드마켓|10:00~22:00|||||SSG 청담점||||90405
이마트|가든5점|127.1183125|37.4792489|이마트|02-411-1234|서울특별시 송파구 충민로 10|서울특별시 송파구 문정동 628|문화센터|10:00~23:00|||||이마트 가든5점||||90405
이마트|가양점|126.8617125|37.5581583|이마트|02-2101-1234|서울 강서구 양천로 559|서울특별시 강서구 가양동 449-19|문화센터;전기차충전소|10:00~23:00|||||이마트 가양점||||90405
이마트|감삼점|128.5365629|35.8455549|이마트|053-722-1234|대구광역시 달서구 와룡로 143|대구광역시 달서구 감삼동 521||10:00~23:00|||||이마트 감삼점||||90405
이마트|강릉점|128.9227534|37.7702792|이마트|033-649-1234|강원도 강릉시 경강로 2398-10|강원도 강릉시 송정동 1008-7|문화센터;전기차충전소|10:00~23:00|||||이마트 강릉점||||90405
이마트|검단점|126.6771602|37.5860271|이마트|032-440-1234|인천광역시 서구 서곶로 754|인천광역시 서구 당하동 1065-1|문화센터;전기차충전소|10:00~23:00|||||이마트 검단점||||90405
이마트|경기광주점|127.2612917|37.4095848|이마트|031-8026-1234|경기 광주시 광주대로 30|경기도 광주시 경안동 20-11|전기차충전소|10:00~23:00|||||이마트 경기광주점||||90405
이마트|경산점|128.720127|35.8347905|이마트|053-940-1234|경상북도 경산시 옥산로 227|경상북도 경산시 중산동 623|문화센터;전기차충전소|10:00~23:00|||||이마트 경산점||||90405
이마트|계양점|126.7367335|37.5310523|이마트|032-717-1234|인천광역시 계양구 봉오대로 785|인천광역시 계양구 작전동 911-1|전기차충전소|10:00~23:00|||||이마트 계양점|이마트계양점|||90405
이마트|고잔점|126.8125860|37.3032212|이마트|031-599-1234|경기도 안산시 단원구 원포공원1로 46|경기도 안산시 단원구 초지동 742-6|문화센터;전기차충전소;일렉트로마트|10:00~23:00|||||이마트 고잔점||||90405
이마트|과천점|126.9918705|37.4263125|이마트|02-6445-4123|경기도 과천시 별양상가3로 11|경기도 과천시 별양동 1-19|문화센터|10:00~23:00|||||이마트 과천점||||90405
이마트|광교점|127.0465333|37.2961928|이마트|031-328-9123|경기도 수원시 광교로 191|경기도 수원시 영통구 이의동 1240|문화센터;전기차충전소|10:00~23:00|||||이마트 광교점|(이의동)|||90405
이마트|광명소하점|126.8845978|37.4467216|이마트|02-6918-1234|경기도 광명시 소하로 97|경기도 광명시 소하동 1339-3|문화센터;전기차충전소|10:00~23:00|||||이마트 광명소하점||||90405
이마트|광명점|126.8556194|37.4794342|이마트|02-2676-1234|경기도 광명시 오리로 970|경기도 광명시 광명동 150-19||10:00~22:00|||||이마트 광명점||||90405
이마트|광산점|126.8086723|35.1598569|이마트|062-949-1234|광주광역시 광산구 사암로 172|광주광역시 광산구 우산동 1594-3|문화센터;전기차충전소|10:00~23:00|||||이마트 광산점|이마트 광산점|||90405
이마트|광주점|126.8821250|35.1588570|이마트|062-360-0123|광주 서구 죽봉대로 61|광주광역시 서구 화정동 12-13||10:00~23:00|||||이마트 광주점||||90405
이마트|구로점|126.8979014|37.4844111|이마트|02-2009-1234|서울 구로구 디지털로 32길 43|서울특별시 구로구 구로동 188-26|문화센터;전기차충전소|10:00~23:00|||||이마트 구로점||||90405
이마트|구미점|128.3649365|36.1095212|이마트|054-467-1234|경상북도 구미시 구미대로 256|경상북도 구미시 광평동 65-1|주유소;전기차충전소;일렉트로마트|10:00~23:00|||||이마트 구미점||||90405
이마트|군산점|126.7349244|35.9823607|이마트|063-472-1234|전북 군산시 구암3.1로 137|전라북도 군산시 경암동 590-296|문화센터;주유소;전기차충전소|10:00~23:00|||||이마트 군산점||||90405
이마트|금정점|129.090483|35.2498701|이마트|051-606-1234|부산광역시 금정구 중앙대로1841번길 24|부산광역시 금정구 구서동 368|문화센터;전기차충전소;일렉트로마트|10:00~23:00|||||이마트 금정점||||90405
이마트|김천점|128.1168079|36.1349523|이마트|054-420-1234|경북 김천시 시청로 75|경상북도 김천시 신음동 990-1||10:00~23:00|||||이마트 김천점||||90405
이마트|김포점|126.730634|37.612711|이마트|031-8048-5678|경기 김포시 김포대로 715|경기 김포시 풍무동 16-10|일렉트로마트|10:00~23:00|||||이마트 김포점|(풍무동,트레이더스 김포점)|||90405
이마트|김포한강점|126.6282919|37.6441686|이마트|031-990-7123|경기도 김포시 김포한강7로 71|경기도 김포시 구래동 6880-9|문화센터|10:00~23:00|||||이마트 김포한강점|)경기 김포시 구래동 6880-9|||90405
