##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@프로스펙스
프로스펙스|T풍무홈플러스점|126.72412246154173|37.609962151409604|프로스펙스|031-987-8197|경기도 김포시 풍무로 167|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 T풍무홈플러스점|(풍무동) 홈플러스 풍무점|||91002
프로스펙스|T가양이마트점|126.86181934411427|37.558194816619135|프로스펙스|02-3661-2667|서울특별시 강서구 양천로 559|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 T가양이마트점|(가양동) 이마트 가양점|||91002
프로스펙스|울산무거점|129.26135217061946|35.54563443026632|프로스펙스|052-222-2994|울산광역시 남구 대학로 124|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 울산무거점|(무거동)|||91002
프로스펙스|반야월이마트점|128.72740445039648|35.870533377483156|프로스펙스|053-964-1333|대구광역시 동구 안심로 389-2|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 반야월이마트점|(신서동) 이마트 반야월점|||91002
프로스펙스|사직홈플러스점|129.06141930975468|35.19090709455998|프로스펙스|051-507-3932|부산광역시 연제구 종합운동장로 7|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 사직홈플러스점|(거제동) 홈플러스1층|||91002
프로스펙스|동래홈플러스점|129.0855784399338|35.22129462415213|프로스펙스|051-553-3933|부산광역시 동래구 중앙대로 1523|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 동래홈플러스점|(온천동) 홈플러스지하2F|||91002
프로스펙스|충주롯데마트점|127.92717758374913|36.98836880422357|프로스펙스|043-846-8786|충청북도 충주시 봉계1길 49|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 충주롯데마트점|(칠금동) 롯데마트2F|||91002
프로스펙스|성남세이브존점|127.15348354353205|37.443910446055455|프로스펙스|031-730-1699|경기도 성남시 수정구 산성대로 337|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 성남세이브존점|(신흥동) 세이브존 성남점|||91002
프로스펙스|T울산무거점|129.26135217061946|35.54563443026632|프로스펙스|052-222-2994|울산광역시 남구 대학로 124|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 T울산무거점|(무거동)|||91002
프로스펙스|익산롯데마트점|126.97394096365412|35.95881198589809|프로스펙스|070-7532-1119|전라북도 익산시 무왕로 1053롯데마트3층 |||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 익산롯데마트점||||91002
프로스펙스|월배이마트점|128.52369086327383|35.81714137751478|프로스펙스|053-631-0600|대구광역시 달서구 진천로 92|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 월배이마트점|(대천동) 이마트월배점|||91002
프로스펙스|만촌이마트점|128.63687545240538|35.871145316343366|프로스펙스|053-746-3335|대구광역시 수성구 동원로 136|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 만촌이마트점|(만촌동) 이마트 만촌점|||91002
프로스펙스|현대대구점|128.590625620519|35.86663023255647|프로스펙스|053-245-2667|대구광역시 중구 달구벌대로 2077|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 현대대구점|(계산동2가) 현대백화점 6층|||91002
프로스펙스|롯데파주상설점|126.68850117702301|37.721735247168375|프로스펙스|031-960-2908|경기도 파주시 회동길 390|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데파주상설점|롯데아울렛 파주점 B-1 1층|||91002
프로스펙스|춘천롯데마트점|127.71808075226231|37.868579460606085|프로스펙스|033-257-1318|강원도 춘천시 방송길 84|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 춘천롯데마트점|(온의동) 롯데마트 춘천점|||91002
프로스펙스|롯데김포점|126.8029717367205|37.56503092398012|프로스펙스|02-6116-3464|서울시 강서구 하늘길 38롯데백화점 김포공항점 |||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데김포점||||91002
프로스펙스|충장로(광주)NC점|126.91313684164675|35.14878109814861|프로스펙스|062-718-9538|광주 광역시 동구 중앙로 163|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 충장로(광주)NC점|(충장로 4가)|||91002
프로스펙스|T충장로(광주)NC점|126.91313684164675|35.14878109814861|프로스펙스|062-718-9538|광주광역시 동구 중앙로 163NC WAVE 6층 |||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 T충장로(광주)NC점||||91002
프로스펙스|사천HYS점|128.08743284369228|35.08386561000591|프로스펙스|055-855-3838|경상남도 사천시 사천읍 읍내로 16-1|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 사천HYS점||||91002
프로스펙스|인천HYS점|126.72196276635398|37.49631275090027|프로스펙스|032-522-4133|인천광역시 부평구 부평대로 51|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 인천HYS점||||91002
프로스펙스|영등포이마트점|126.90213657663425|37.517481085965386|프로스펙스|02-2658-8927|서울특별시 영등포구 영중로 15|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 영등포이마트점|(영등포동4가) 이마트 영등포점|||91002
프로스펙스|가양이마트점|126.86227249729659|37.55795387901033|프로스펙스|02-3661-2667|서울특별시 강서구 양천로 559|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 가양이마트점|(가양동) 이마트 가양점|||91002
프로스펙스|춘천이마트점|127.71833906319267|37.863813754303514|프로스펙스|033-244-1318|강원도 춘천시 경춘로 2353이마트 춘천점 |||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 춘천이마트점||||91002
프로스펙스|보령홈플러스점|126.61363391048387|36.343886889514465|프로스펙스|041-935-9915|충청남도 보령시 한내로 87보령홈플러스 2F |||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 보령홈플러스점||||91002
프로스펙스|죽전이마트점|127.10997504411759|37.325333811672635|프로스펙스|031-898-0096|경기도 용인시 수지구 포은대로 552|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 죽전이마트점|(죽전동) 이마트 죽전점|||91002
프로스펙스|김해진영상설(신발)|128.72070309553845|35.32172443248767|프로스펙스|055-346-7330||경남 김해시 진영읍 진영리 797외그린상가4호 ||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 김해진영상설(신발)||||91002
프로스펙스|롯데서울역직영점|126.96944284957581|37.556289527067534|프로스펙스|02-6965-2802|서울시 중구 한강대로 405|||10:00 ~20:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 롯데서울역직영점|롯데아울렛 서울역점 4층|||91002
프로스펙스|춘천명동대리점|127.72718131657545|37.87917620945959|프로스펙스|033-252-7747|강원도 춘천시 명동길 13-1|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 춘천명동대리점|(조양동)|||91002
프로스펙스|영등포이마트몰(폐점)|126.90213657663425|37.517481085965386|프로스펙스|02-2658-8927|서울특별시 영등포구 영중로 15|||10:00 ~21:00 (연중 무휴, 명절 당일 제외)|||||프로스펙스 영등포이마트몰(폐점)|(영등포동 4가)|||91002
