##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@아이더
아이더|파주금촌점|126.7744605|37.7632713|아이더|031-941-1551|경기 파주시 문화로 103||||||||아이더 파주금촌점|1층|||91001
아이더|자곡점|127.10319|37.472127|아이더|02-3294-8660||서울특별시 강남구 자곡동 648|||||||아이더 자곡점|1층|||91001
아이더|인천스퀘어원점|126.683727|37.406037|아이더|032-456-4254|인천 연수구 청능대로 210||||||||아이더 인천스퀘어원점|스퀘어몰 2층|||91001
아이더|부안점|126.737699|35.724216|아이더|063-581-5855|전라북도 부안군 부안읍 석정로 241||||||||아이더 부안점||||91001
아이더|남청주상설점|127.430006|36.539843|아이더|043-260-3442|충청북도 청주시 서원구 남이면 청남로 976||||||||아이더 남청주상설점||||91001
아이더|현대판교점|127.0981659|37.3806089|아이더|031-5170-1762||경기 성남시 분당구 백현동 541|||||||아이더 현대판교점|7층|||91001
아이더|동두천점|127.052789|37.901728|아이더|031-857-3334|경기도 동두천시 중앙로 225||||||||아이더 동두천점||||91001
아이더|아이더대구수성|128.642688|35.858429|아이더|053-286-8787||대구광역시 수성구 범어동 217-11|||||||아이더 아이더대구수성||||91001
아이더|아이더양산|129.034572|35.340841|아이더|055-381-9811|경남 양산시 서일동1길 30||||||||아이더 아이더양산||||91001
아이더|아이더포항중앙|129.366285|36.040408|아이더|054-253-8833|경상북도 포항시 북구 중앙상가길 66||||||||아이더 아이더포항중앙||||91001
아이더|안양평촌점|126.973972|37.395291|아이더|031-422-3667|경기도 안양시 동안구 흥안대로 457-26||||||||아이더 안양평촌점|1층 101호 (평촌동)|||91001
아이더|제주이도점|126.5383916|33.4891525|아이더|064-757-1380|제주특별자치도 제주시 중앙로 358||||||||아이더 제주이도점|(이도이동)|||91001
아이더|안양점|126.921258|37.398499|아이더|031-465-9466|경기도 안양시 만안구 안양로 293-1||||||||아이더 안양점||||91001
아이더|시흥정왕점|126.737407|37.344575|아이더|031-433-3373|경기도 시흥시 중심상가4길 24||||||||아이더 시흥정왕점|104호 (정왕동,E1빌딩)|||91001
아이더|문산점|126.785312|37.8568887|아이더|031-952-1933|경기도 파주시 문산읍 문향로 56||||||||아이더 문산점||||91001
아이더|남양주모다점|127.1159566|37.6329834|아이더|031-514-8272||경기도 구리시 갈매동 268-3|||||||아이더 남양주모다점||||91001
아이더|안산선부점|126.811076|37.337643|아이더|031-484-2600|경기도 안산시 단원구 선부광장북로 36||||||||아이더 안산선부점|상가동 1층 115호 (선부동,동명벽산아파트)|||91001
아이더|천안모다점|127.101498|36.798394|아이더|041-904-0696|충청남도 천안시 서북구 공원로 196||||||||아이더 천안모다점|(불당동,펜타포트) 2층|||91001
아이더|현대목동점|126.875289|37.526366|아이더|02-2163-3591|서울특별시 양천구 목동동로 257||||||||아이더 현대목동점|1층 (목동,현대백화점 목동점)|||91001
아이더|신세계사이먼/부산점|129.2348|35.322665|아이더|051-940-1339|부산광역시 기장군 장안읍 정관로 1133||||||||아이더 신세계사이먼/부산점|신세계사이먼 부산점 3층|||91001
아이더|신세계사이먼시흥|126.736257|37.379406|아이더|031-8072-3406|경기도 시흥시 서해안로 699||||||||아이더 신세계사이먼시흥|(정왕동)|||91001
아이더|현대아울렛송도|126.657175|37.381479|아이더|032-727-2461|인천광역시 연수구 송도국제대로 123||||||||아이더 현대아울렛송도|(송도동)|||91001
아이더|신세계강남|127.004031|37.50525|아이더|02-3479-1256|서울특별시 서초구 신반포로 176||||||||아이더 신세계강남|(반포동)신세계백화점|||91001
아이더|롯데아울렛율하점|128.693492|35.868271|아이더|053-960-2785|대구광역시 동구 안심로 80||||||||아이더 롯데아울렛율하점|(율하동,롯데쇼핑프라자)|||91001
아이더|현대시티아울렛동대문|127.007633|37.568757|아이더|02-2283-2712|서울특별시 중구 장충단로13길 20||||||||아이더 현대시티아울렛동대문|(을지로6가)|||91001
아이더|신세계경기|127.10813|37.325122|아이더|031-695-2160||경기 용인시 수지구 죽전동 1285|||||||아이더 신세계경기|신세계백화점 경기점 6층|||91001
아이더|현대아울렛김포|126.785965|37.599436|아이더|031-8048-2359||경기도 김포시 고촌읍전호리 654|||||||아이더 현대아울렛김포|현대프리미엄아울렛 이스트촌 2층 359호|||91001
아이더|롯데아울렛남악점|126.465465|34.803437|아이더|061-801-2202|전라남도 무안군 삼향읍 남악로162번길 80||||||||아이더 롯데아울렛남악점||||91001
아이더|대전모다점|127.319332|36.316554|아이더|042-541-9982|대전광역시 유성구 대정로 5||||||||아이더 대전모다점|(대정동)|||91001
아이더|롯데몰진주점|128.139753|35.180203|아이더|055-791-2356|경상남도 진주시 동진로 440||||||||아이더 롯데몰진주점|(충무공동)|||91001
아이더|신세계대구|128.628527|35.876633|아이더|053-661-6547|대구광역시 동구 동부로30길 12||||||||아이더 신세계대구|(신천동,한스보광빌딩8층)|||91001
아이더|신세계충청|127.15574|36.819286|아이더|041-640-5307|충청남도 천안시 동남구 신부동 만남로 43||||||||아이더 신세계충청||||91001
아이더|롯데팩토리아울렛인천|126.622174|37.447876|아이더|032-728-2704|인천광역시 중구 서해대로209번길 2||||||||아이더 롯데팩토리아울렛인천|(항동7가,롯데마트) 롯데팩토리아울렛 2층|||91001
아이더|제주점|126.524517|33.513824|아이더|064-723-0934|제주특별자치도 제주시 중앙로 54||||||||아이더 제주점|(일도일동)|||91001
아이더|롯데팩토리아울렛가산점|126.884537|37.479572|아이더|02-2623-2211|서울특별시 금천구 벚꽃로 278||||||||아이더 롯데팩토리아울렛가산점|1-3층 (가산동,SJ테크노빌)|||91001
아이더|롯데아울렛광명점|126.8845217|37.4237156|아이더|02-6226-2419|경기도 광명시 일직로 17||||||||아이더 롯데아울렛광명점|롯데아울렛 광명점 4층 아이더|||91001
아이더|세이브존노원|127.069959|37.636417|아이더|02-977-3992|서울특별시 노원구 한글비석로 57||||||||아이더 세이브존노원|(하계동)|||91001
아이더|대백아울렛점|128.626443|35.870998|아이더|053-770-1714|대구광역시 동구 동대구로 454||||||||아이더 대백아울렛점|(신천동)5층 (대백아울렛)|||91001
아이더|신세계김해|128.872862|35.229259|아이더|055-272-1860|경상남도 김해시 분성로 174||||||||아이더 신세계김해|(외동)신세계백화점 4층|||91001
아이더|대구달성군청점|128.425762|35.776594|아이더|053-422-6678|대구광역시 달성군 논공읍 비슬로 1840||||||||아이더 대구달성군청점||||91001
아이더|신세계영등포|126.905563|37.517148|아이더|02-2639-1992||서울시 영등포구 영등포동 4가 434-5|||||||아이더 신세계영등포||||91001
아이더|롯데아울렛고양|126.788676|37.643296|아이더|031-936-3710|경기도 고양시 일산동구 중앙로 1036||||||||아이더 롯데아울렛고양|(백석동,베스트 고양터미널)롯데아울렛 고양 터미널 3층 아이더|||91001
아이더|금산점|127.489465|36.10559|아이더|041-751-8547|충청남도 금산군 금산읍 금산로 1480||||||||아이더 금산점||||91001
아이더|군산영동점|126.712482|35.986305|아이더|063-445-3545|전라북도 군산시 중앙로 155||||||||아이더 군산영동점|(중앙로1가)|||91001
아이더|NC수원터미널점|127.019895|37.250166|아이더|031-8065-3834|경기도 수원시 권선구 경수대로 270||||||||아이더 NC수원터미널점|(권선동,NC수원터미널3층)|||91001
아이더|대전세이점|127.408779|36.320617|아이더|042-252-6486|대전광역시 중구 계백로 1700세이백화점 4층 ||||||||아이더 대전세이점||||91001
아이더|김제점|126.887554|35.79972|아이더|063-547-1980|전라북도 김제시 동서로 238-1||||||||아이더 김제점|(요촌동)|||91001
아이더|신세계스타일마켓대전|127.437563|36.351532|아이더|042-615-1496|대전광역시 동구 용전동 동서대로1695번길 30||||||||아이더 신세계스타일마켓대전||||91001
아이더|현대디큐브시티점|126.889424|37.50904|아이더|02-2210-9317|서울특별시 구로구 경인로 662||||||||아이더 현대디큐브시티점|(신도림동,디큐브시티)|||91001
아이더|롯데센트럴스퀘어|129.060143|35.152262|아이더|051-991-3423|부산광역시 부산진구 중앙대로666번길 50||||||||아이더 롯데센트럴스퀘어|(부전동,더샵 센트럴스타)|||91001
아이더|신세계하남|127.223665|37.545425|아이더|031-8072-1936|경기도 하남시 미사대로 750||||||||아이더 신세계하남|(신장동)신세계스타필드하남 3층 아이더|||91001
아이더|현대킨텍스|126.751689|37.667921|아이더|031-822-3682|경기도 고양시 일산서구 호수로 817||||||||아이더 현대킨텍스|(대화동)|||91001
아이더|부산아트몰링점|128.966336|35.106569|아이더|051-999-7401|부산 사하구 낙동남로 1413||||||||아이더 부산아트몰링점|(하단동) 아트몰링 5층|||91001
아이더|광양LF점|127.5656981|34.9617654|아이더|061-815-4803|전남광양시 광양읍 순광로 466||||||||아이더 광양LF점|(A동 3층)|||91001
아이더|부산녹산점|128.888238|35.115822|아이더|051-941-9888|부산광역시 강서구 낙동남로 638||||||||아이더 부산녹산점||||91001
아이더|부산사직점|129.0665346|35.1929132|아이더|051-507-2848|부산광역시 연제구 아시아드대로 93||||||||아이더 부산사직점|(거제동)|||91001
아이더|강릉오죽헌|128.876722|37.784047|아이더|033-655-0301|강원도 강릉시 율곡로 3206||||||||아이더 강릉오죽헌|(죽헌동) 1호 1단지|||91001
아이더|행담도모다점|126.809483|36.941057|아이더|041-970-2210|충청남도 당진시 서해안고속도로 276||||||||아이더 행담도모다점|(신평면)|||91001
아이더|인천논현점|126.7355468|37.4024561|아이더|032-858-4040|인천광역시 남동구 앵고개로948번길 4||||||||아이더 인천논현점|(논현동)|||91001
아이더|인천모다점|126.6347141|37.5131933|아이더|032-288-7737|인천광역시 서구 북항로32번안길 50||||||||아이더 인천모다점|(원창동)|||91001
아이더|논산점|127.088868|36.204113|아이더|041-734-0665|충청남도 논산시 계백로 1011||||||||아이더 논산점|(취암동)|||91001
아이더|충주문화점|127.9229477|36.9734828|아이더|043-856-0022|충청북도 충주시 국원대로 1||||||||아이더 충주문화점|(문화동)|||91001
아이더|현대충청점|127.4262971|36.6447787|아이더|043-909-4413|충청북도 청주시 흥덕구 직지대로 308||||||||아이더 현대충청점|(복대동) 현대백화점 4층|||91001
아이더|롯데아울렛청주점|127.4214821|36.6446649|아이더|043-717-2961|충청북도 청주시 흥덕구 2순환로 1004||||||||아이더 롯데아울렛청주점|(비하동) 롯데아울렛 청주점 3층|||91001
아이더|서청주(복대)점|127.4425481|36.6335421|아이더|043-235-7911|충청북도 청주시 흥덕구 가로수로 1343||||||||아이더 서청주(복대)점|(복대동)|||91001
아이더|청주에버세이브점|127.4814691|36.6057854|아이더|043-287-8611|충청북도 청주시 서원구 청남로1936번길 1||||||||아이더 청주에버세이브점|(미평동)|||91001
아이더|롯데청주점|127.490287|36.633282|아이더|043-219-9253|충청북도 청주시 상당구 상당로 55||||||||아이더 롯데청주점|(남문로2가)|||91001
아이더|청주상당점|127.5045684|36.632505|아이더|043-294-7878|충청북도 청주시 상당구 산성로 110||||||||아이더 청주상당점|(용담동)|||91001
아이더|홍성점|126.6627283|36.5989625|아이더|000-0000-0000|충청남도 홍성군 홍성읍 문화로 129||||||||아이더 홍성점||||91001
아이더|태안점|126.2997684|36.7496988|아이더|041-672-6026|충청남도 태안군 태안읍 동백로 266||||||||아이더 태안점||||91001
아이더|제천점|128.2138174|37.1350387|아이더|043-646-3079|충청북도 제천시 의병대로 120||||||||아이더 제천점|(남천동)|||91001
아이더|금왕점|127.5877462|36.9917229|아이더|043-883-3688|충청북도 음성군 금왕읍 무극로 233||||||||아이더 금왕점||||91001
아이더|갤러리아/센터시티점|127.1048436|36.8005153|아이더|041-412-9591|충청남도 천안시 서북구 공원로 227||||||||아이더 갤러리아/센터시티점|(불당동)|||91001
