##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@동부화재
동부화재|강릉지점|128.89737|37.758122|동부화재|033-610-2412|강원 강릉시 율곡로 2846|강원 강릉시 옥천동 145|||||||동부화재 강릉지점|페이토빌딩 3층 (옥천동);센트럴타워 3층|||40702
동부화재|강원지점|127.721038|37.864925|동부화재|033-259-5920|강원 춘천시 경춘로 2370||||||||동부화재 강원지점|한국교직원공제회 7층 (온의동);한국교직원공제회 7층|||40702
동부화재|경포지점|128.89737|37.758122|동부화재|033-610-2422|강원 강릉시 율곡로 2846|강원 강릉시 옥천동 145|||||||동부화재 경포지점|센트럴타워 3층 (옥천동);센트럴타워 3층|||40702
동부화재|관동지점|128.89737|37.758122|동부화재|033-610-2431|강원 강릉시 율곡로 2846|강원 강릉시 옥천동 145|||||||동부화재 관동지점|페이토빌딩 4층 (옥천동);센트럴타워 4층|||40702
동부화재|남춘천지점|127.721038|37.864925|동부화재|033-259-5910|강원 춘천시 경춘로 2370|강원 춘천시 온의동 513|||||||동부화재 남춘천지점|4층 한국교직원공제회 (온의동);한국교직원공제회 6층|||40702
동부화재|동해지점|129.114994|37.522865|동부화재|033-610-2463|강원 동해시 천곡로 86-2|강원 동해시 천곡동 845|||||||동부화재 동해지점|5층 (천곡동,대륜빌딩);대륜빌딩 5층|||40702
동부화재|북원지점|127.926723|37.346955|동부화재|033-749-4010|강원 원주시 서원대로 121-1|강원 원주시 단계동 1120-1|||||||동부화재 북원지점|6층 (단계동,엠스타빌딩);엠스타빌딩 6층|||40702
동부화재|속초지점|128.577662|38.197254|동부화재|033-610-2482|강원 속초시 동해대로 4236|강원 속초시 교동 737-7|||||||동부화재 속초지점|7층 (교동,아남프라자);아남프라자 7층|||40702
동부화재|원일지점|127.926723|37.346955|동부화재|033-749-4030|강원 원주시 서원대로 121-1|강원 원주시 단계동 1120-1|||||||동부화재 원일지점|4층 (단계동,엠스타빌딩);M스타빌딩 4층|||40702
동부화재|원주지점|127.926723|37.346955|동부화재|033-749-4020|강원 원주시 서원대로 121-1|강원 원주시 단계동 1120-1|||||||동부화재 원주지점|4층 (단계동,엠스타빌딩);M스타빌딩 4층|||40702
동부화재|춘천지점|127.721038|37.864925|동부화재|033-259-5930|강원 춘천시 경춘로 2370|강원 춘천시 온의동 513|||||||동부화재 춘천지점|7층 한국교직원공제회 (온의동);한국교직원공제회 7층|||40702
동부화재|강릉사업단|128.89737|37.758122|동부화재|033-610-2403|강원 강릉시 율곡로 2846|강원 강릉시 옥천동 145|||||||동부화재 강릉사업단|페이토빌딩 5층 (옥천동);센트럴타워 5층|||40702
동부화재|원주사업단|127.926723|37.346955|동부화재|033-749-4000|강원 원주시 서원대로 121-1|강원 원주시 단계동 1120-1|||||||동부화재 원주사업단|3층 (단계동,엠스타빌딩);M스타빌딩 3층|||40702
동부화재|춘천사업단|127.721038|37.864925|동부화재|033-259-5900|강원 춘천시 경춘로 2370|강원 춘천시 온의동 513|||||||동부화재 춘천사업단|6층 한국교직원공제회 (온의동);한국교직원공제회 6층|||40702
동부화재|경인고객서비스센터|126.932021|37.385264|동부화재|031-463-6070|경기 안양시 만안구 안양로 119|경기 안양시 만안구 안양동 548-1|||||||동부화재 경인고객서비스센터|5층 (안양동,계양빌딩);계양빌딩 5층|||40702
동부화재|수원사업단|127.032871|37.260913|동부화재|031-229-0200|경기 수원시 팔달구 효원로 288|경기 수원시 팔달구 인계동 1125|||||||동부화재 수원사업단|3층 (인계동,대원콤비프라자);대원콤비프라자 3층|||40702
동부화재|경의지점|127.037702|37.737595|동부화재|031-870-4742|경기 의정부시 둔야로17번길 34|경기 의정부시 의정부동 490-6|||||||동부화재 경의지점|5층 (의정부동,신도빌딩);신도빌딩 5층|||40702
동부화재|고양지점|126.774348|37.657052|동부화재|031-8092-6230|경기 고양시 일산동구 정발산로42번길 5|경기 고양시 일산동구 장항동 848|||||||동부화재 고양지점|한화생명일산사옥 3층 (장항동);한화생명일산사옥 13층|||40702
동부화재|광교지점|127.032913|37.26096|동부화재|031-229-0250|경기 수원시 팔달구 효원로 288|경기 수원시 팔달구 인계동 1125|||||||동부화재 광교지점|3층 (인계동,대원콤비프라자);대원빌딩 3층|||40702
동부화재|교문지점|127.132622|37.600476|동부화재|031-560-5738|경기 구리시 경춘로 158|경기 구리시 교문동 205-3|||||||동부화재 교문지점|10층 DB손해보험 교문지점 (교문동,한화생명);한화생명 10층 DB손해보험 교문지점|||40702
동부화재|구리지점|127.132622|37.600476|동부화재|031-560-5721|경기 구리시 경춘로 158|경기 구리시 교문동 205-3|||||||동부화재 구리지점|10층 DB손해보험 구리지점 (교문동,한화생명);한화생명 10층 DB손해보험 구리지점|||40702
동부화재|금오지점|127.037702|37.737595|동부화재|031-870-4732|경기 의정부시 둔야로17번길 34|경기 의정부시 의정부동 490-6|||||||동부화재 금오지점|4층 금오지점 (의정부동,신도빌딩);신도빌딩 4층 금오지점|||40702
동부화재|김포지점|126.72029|37.619603|동부화재|031-8092-6420|경기 김포시 김포대로 839|경기 김포시 사우동 923|||||||동부화재 김포지점|4층 (사우동,보보스프라자);보보스프라자 4층|||40702
동부화재|남양주지점|127.234386|37.645887|동부화재|031-560-5762|경기 남양주시 경춘로1256번길 6|경기 남양주시 평내동 578-1|||||||동부화재 남양주지점|5층 (평내동,다모아프라자);다모아프라자 5층|||40702
동부화재|단원지점|126.83216|37.329181|동부화재|031-8092-6830|경기 안산시 단원구 광덕대로 267|경기 안산시 단원구 고잔동 523-1|||||||동부화재 단원지점|4층 (고잔동,안산중앙빌딩);안산중앙빌딩 4층|||40702
