##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@교촌치킨
교촌치킨|이천대봉점|||교촌치킨|053-476-5800,1|대구 남구 대봉로38길 18|대구 남구 이천동 184-9|||||||교촌치킨 이천대봉점||||80607
교촌치킨|감삼성당점|||교촌치킨|053-552-6999,622-9995|대구 달서구 장기로 186|대구 달서구 감삼동 317-3|||||||교촌치킨 감삼성당점||||80607
교촌치킨|대곡점|||교촌치킨|053-635-3599|대구 달서구 도원로 42|대구 달서구 도원동 1442-2|||||||교촌치킨 대곡점|1층 107호;1층 107호|||80607
교촌치킨|상인점|||교촌치킨|053-637-6999|대구 달서구 상화북로 180|대구 달서구 상인동 1555-1|||||||교촌치킨 상인점||||80607
교촌치킨|성서점|||교촌치킨|053-583-6969|대구 달서구 성서서로 357|대구 달서구 신당동 1763-2|||||||교촌치킨 성서점||||80607
교촌치킨|송현(대구)|||교촌치킨|053-656-9945|대구 달서구 월배로 430|대구 달서구 송현1동 207-2|||||||교촌치킨 송현(대구)||||80607
교촌치킨|신월성점|||교촌치킨|053-634-9996,9968|대구 달서구 조암남로 42|대구 달서구 월성동 1264|||||||교촌치킨 신월성점|트럼프스타빌딩 106호;트럼프스타 B/D 106호|||80607
교촌치킨|용산점|||교촌치킨|053-524-4999,8|대구 달서구 용산로 194|대구 달서구 용산1동 954-6|||||||교촌치킨 용산점||||80607
교촌치킨|용산새방점|||교촌치킨|053-592-6999|대구 달서구 선원로 264|대구 달서구 용산동 499-2|||||||교촌치킨 용산새방점||||80607
교촌치킨|장기점|||교촌치킨|053-523-0111,0222|대구 달서구 용산로 52|대구 달서구 장기동 566-4|||||||교촌치킨 장기점||||80607
교촌치킨|진천(대구)|||교촌치킨|053-635-9992|대구 달서구 월배로 80|대구 달서구 진천동 508|||||||교촌치킨 진천(대구)|(진천동,진천역대성스카이렉스아파트)|||80607
교촌치킨|구지점|||교촌치킨|053-615-2992|대구 달성군 구지면 과학마을로 3길 9|대구 달성군 구지면 응암리 1204-2|||||||교촌치킨 구지점||||80607
교촌치킨|논공점|||교촌치킨|053-615-9945|대구 달성군 논공읍 논공로5길 150|대구 달성군 논공읍 북리 803-128|||||||교촌치킨 논공점||||80607
교촌치킨|다사점|||교촌치킨|053-592-9991|대구 달성군 다사읍 대실역남로 10|대구 달성군 다사읍 죽곡리 809-1|||||||교촌치킨 다사점||||80607
교촌치킨|명곡점|||교촌치킨|053-644-2999|대구 달성군 화원읍 명천로 240|대구 달성군 화원읍 명곡리 320-1|||||||교촌치킨 명곡점||||80607
교촌치킨|서재세천점|||교촌치킨|053-593-9902~3|대구 달성군 다사읍 서재로20길 1|대구 달성군 다사읍 서재리 423-15|||||||교촌치킨 서재세천점||||80607
교촌치킨|테크노폴리스점|||교촌치킨|053-617-1991|대구 달성군 유가면 테크노중앙대로 254|대구 달성군 유가면 봉리 606|||||||교촌치킨 테크노폴리스점|하이젠스타 115호;하이젠스타 115호|||80607
교촌치킨|화원점|||교촌치킨|053-635-9981|대구 달성군 화원읍 비슬로 2635|대구 달성군 화원읍 천내리 54-1|||||||교촌치킨 화원점||||80607
교촌치킨|대구혁신점|||교촌치킨|053-955-1991|대구 동구 이노밸리로46길 2|대구 동구 각산동 1098-5|||||||교촌치킨 대구혁신점|102호;102호|||80607
교촌치킨|동구청점|||교촌치킨|053-959-9950|대구 동구 신암남로 178|대구 동구 신암동 345-3|||||||교촌치킨 동구청점||||80607
교촌치킨|동호점|||교촌치킨|053-963-8558|대구 동구 동호로 64|대구 동구 동호동 384-7|||||||교촌치킨 동호점|(동호동)|||80607
교촌치킨|방촌점|||교촌치킨|053-983-3993|대구 동구 화랑로 415|대구 동구 방촌동 1118-121|||||||교촌치킨 방촌점||||80607
교촌치킨|신암대현점|||교촌치킨|053-952-9992|대구 동구 신암로 127|대구 동구 신암동 806-3|||||||교촌치킨 신암대현점||||80607
교촌치킨|신천1호(대구)|||교촌치킨|053-742-9985|대구 동구 송라로 87|대구 동구 신천동 501-5|||||||교촌치킨 신천1호(대구)||||80607
교촌치킨|신천2호점|||교촌치킨|053-741-9010,745-5363|대구 동구 동부로 30길 27|대구 동구 신청동 377-12|||||||교촌치킨 신천2호점||||80607
교촌치킨|율하(대구)|||교촌치킨|053-964-3347|대구 동부 율하서로 78|대구 동구 율하동 1311|||||||교촌치킨 율하(대구)|102호;102호|||80607
교촌치킨|지묘봉무점|||교촌치킨|053-985-1003|대구 동구 파계로 95|대구 동구 지묘동 808-3|||||||교촌치킨 지묘봉무점|(지묘동)|||80607
교촌치킨|지저불로점|||교촌치킨|053-981-5770,983-6556|대구 동구 해동로 63|대구 동구 지저동 833-15|||||||교촌치킨 지저불로점||||80607
교촌치킨|관음점|||교촌치킨|053-326-9998|대구 북구 칠곡중앙대로 487|대구 북구 관음동 1383-9|||||||교촌치킨 관음점||||80607
교촌치킨|구암점|||교촌치킨|053-322-5844,323-9969|대구 북구 태암남로 10|대구 북구 태전동 1074-6|||||||교촌치킨 구암점||||80607
교촌치킨|금호지구점|||교촌치킨|053-312-1990|대구 북구 한강로 60-1|대구 북구 사수동 912|||||||교촌치킨 금호지구점||||80607
교촌치킨|동서변점|||교촌치킨|053-958-9991|대구 북구 동변로 91|대구 북구 동변동 669-4|||||||교촌치킨 동서변점||||80607
교촌치킨|동천3지구점|||교촌치킨|053-321-0900,6551|대구 북구 동천로 125-9|대구 북구 동천동 906-3|||||||교촌치킨 동천3지구점||||80607
교촌치킨|복현1호점|||교촌치킨|053-953-3399,952-2399|대구 북구 동북로 282|대구 북구 복현동 460-6|||||||교촌치킨 복현1호점||||80607
교촌치킨|복현2호점|||교촌치킨|053-383-9970|대구 북구 검단로 50|대구 북구 복현동 539|||||||교촌치킨 복현2호점|서한1차아파트 상가 103호;-110 복현서한타운 상가 103호|||80607
교촌치킨|산격점|||교촌치킨|053-383-1203,1102|대구 북구 대학로 69|대구 북구 산격동 1400-20|||||||교촌치킨 산격점||||80607
교촌치킨|원대점|||교촌치킨|053-355-3306|대구 북구 팔달로 27길 81|대구 북구 노원동3가 892-1|||||||교촌치킨 원대점|1층|||80607
교촌치킨|칠성고성점|||교촌치킨|053-353-9400|대구 북구 호암로 6|대구 북구 동2가 42-9|||||||교촌치킨 칠성고성점||||80607
교촌치킨|침산점|||교촌치킨|053-356-9995,9905|대구 북구 성북로 1|대구 북구 침산동 457-31|||||||교촌치킨 침산점||||80607
교촌치킨|태전(대구)|||교촌치킨|053-312-9980|대구 북구 태전로 53|대구 북구 태전동 254-30|||||||교촌치킨 태전(대구)||||80607
교촌치킨|팔달매천점|||교촌치킨|053-311-9910,9920|대구 북구 매전로 2-1|대구 북구 매천동 682|||||||교촌치킨 팔달매천점||||80607
교촌치킨|내당점|||교촌치킨|053-522-9199,555-9981|대구 서구 달구벌대로 1795-1|대구 서구 내당동 219-7|||||||교촌치킨 내당점||||80607
교촌치킨|달성비산점|||교촌치킨|053-551-9925|대구 서구 북비산로 388||||||||교촌치킨 달성비산점|3동 3-50|||80607
교촌치킨|평리점|||교촌치킨|053-556-9989|대구 서구 국채보상로 266|대구 서구 평리동 1217-2|||||||교촌치킨 평리점||||80607
교촌치킨|만촌1호점|||교촌치킨|053-745-7123|대구 수성구 달구벌대로 2614|대구 수성구 만촌동 849-2|||||||교촌치킨 만촌1호점||||80607
교촌치킨|만촌2호점|||교촌치킨|053-755-8592~1|대구 수성수 만촌로 158-1|대구 수성구 만촌1동 1330-12|||||||교촌치킨 만촌2호점||||80607
교촌치킨|범물점|||교촌치킨|053-782-6464|대구 수성구 범안로 58|대구 수성구 범물동 1374-4|||||||교촌치킨 범물점|1층|||80607
교촌치킨|범어1호점|||교촌치킨|053-744-5623|대구 수성구 달구벌대로 496길 17|대구 수성구 범어동 203-18|||||||교촌치킨 범어1호점||||80607
교촌치킨|범어2호점|||교촌치킨|053-752-1991|대구 수성구 상록로 43|대구 수성구 범어동 478-12|||||||교촌치킨 범어2호점||||80607
교촌치킨|수성(대구)|||교촌치킨|053-743-3993|대구 수성구 들안로 341|대구 수성구 수성동4가 1022-11|||||||교촌치킨 수성(대구)||||80607
교촌치킨|시지1호점|||교촌치킨|053-792-9981,9927|대구광역시 수성구 천을로 157-1|대구 수성구 매호동 1328-12|||||||교촌치킨 시지1호점||||80607
교촌치킨|시지2호점|||교촌치킨|053-792-7729|대구 수성구 시지로 55|대구 수성구 시지동 498|||||||교촌치킨 시지2호점|2동 108호 상가;시지노변아파트 상가 2동 108호|||80607
교촌치킨|시지3호점|||교촌치킨|053-791-8225|대구 수성구 신매로 30-1|대구 수성구 신매동 593-4|||||||교촌치킨 시지3호점||||80607
교촌치킨|중동점|||교촌치킨|053-765-9901~2|대구 수성구 수성로 226|대구 수성구 중동 97-5|||||||교촌치킨 중동점||||80607
교촌치킨|지산점|||교촌치킨|053-782-3335|대구 수성구 용학로 189|대구 수성구 지산동 1234|||||||교촌치킨 지산점|113동 4호;113동 4호|||80607
교촌치킨|파동점|||교촌치킨|053-761-5901,766-5419|대구 수성구 수성로 72|대구 수성구 상동 380-2|||||||교촌치킨 파동점||||80607
교촌치킨|황금점|||교촌치킨|053-765-6999|대구 수성구 상화로 124|대구 수성구 두산동 133-1|||||||교촌치킨 황금점||||80607
교촌치킨|남산대신점|||교촌치킨|053-255-9982,3|대구 중구 남산로 49|대구 중구 남산3동 2466-14|||||||교촌치킨 남산대신점||||80607
교촌치킨|중앙(대구)|||교촌치킨|053-425-9919|대구 중구 중앙대로 417-2|대구 중구 남일동 33-9|||||||교촌치킨 중앙(대구)||||80607
교촌치킨|강화점|||교촌치킨|032-933-3244|인천 강화군 강화읍 강화대로 342|인천 강화군 강화읍 갑곳리 199-1|||||||교촌치킨 강화점||||80607
교촌치킨|계산1호점|||교촌치킨|032-555-9980|인천 계양구 오조산로 57번길 15|인천 계양구 계산동 1081-10|||||||교촌치킨 계산1호점||||80607
교촌치킨|계산2호점|||교촌치킨|032-551-5592|인천 계양구 계산새로 25|인천 계양구 계산3동 61-2|||||||교촌치킨 계산2호점|성일빌딩 1층 1호|||80607
교촌치킨|임학박촌점|||교촌치킨|032-553-3999,556-3999|인천 계양구 장제로 1013|인천 계양구 박촌동 52-3|||||||교촌치킨 임학박촌점||||80607
교촌치킨|작전1호점|||교촌치킨|032-547-8933|인천 계양구 장제로 672|인천 계양구 작전동 149-1|||||||교촌치킨 작전1호점||||80607
교촌치킨|효성1호점|||교촌치킨|032-544-6711~2|인천 계양구 길마로 70|인천 계양구 효성1동 21-11|||||||교촌치킨 효성1호점|현대아파트 상가동 101호,102호,103호;현대아파트 상가동 101호,102호,103호|||80607
교촌치킨|효성2호점|||교촌치킨|032-542-9244|인천 계양구 안남로 486-2|인천 계양구 효성2동 273-3|||||||교촌치킨 효성2호점||||80607
교촌치킨|관교점|||교촌치킨|032-441-9994~5|인천 남구 인하로 404-2|인천 남구 관교동 321-5|||||||교촌치킨 관교점||||80607
교촌치킨|용현2동점|||교촌치킨|032-889-1400|인천 남구 낙섬중로 96|인천 남구 용현동 558-32|||||||교촌치킨 용현2동점|1층|||80607
교촌치킨|용현5동점|||교촌치킨|032-888-9191|인천 남구 토금남로 12|인천 남구 용현동 630-45|||||||교촌치킨 용현5동점|(용현동)|||80607
교촌치킨|주안1호점|||교촌치킨|032-428-9592~3|인천 남구 인하로 346|인천 남구 주안동 1523-2|||||||교촌치킨 주안1호점||||80607
교촌치킨|주안3호점|||교촌치킨|032-427-8892|인천 남구 경원대로 898|인천 남구 주안동 929-11|||||||교촌치킨 주안3호점||||80607
교촌치킨|학익1호점|||교촌치킨|032-863-6363~4|인천 남구 한나루로 420|인천 남구 학익동 293-37|||||||교촌치킨 학익1호점||||80607
교촌치킨|간석1호점|||교촌치킨|032-432-6765,6764|인천 남동구 용천로97번길 3|인천 남동구 구월동 70-80|||||||교촌치킨 간석1호점||||80607
교촌치킨|구월점|||교촌치킨|032-433-3232|인천 남동구 미래로 39|인천 남동구 구월동 1133-13|||||||교촌치킨 구월점|더클래스|||80607
교촌치킨|논현1호(인천)|||교촌치킨|032-434-0096|인천 남동구 논고개로 123번길 42|인천 남동구 논현동 620-8|||||||교촌치킨 논현1호(인천)||||80607
교촌치킨|논현에코메트로점|||교촌치킨|032-437-1991||인천 남동구 논현동 752-1|||||||교촌치킨 논현에코메트로점||||80607
교촌치킨|만수1호점|||교촌치킨|032-461-7600|인천 남동구 담방로21번길 23|인천 남동구 만수동 1045|||||||교촌치킨 만수1호점|103호|||80607
교촌치킨|만수2호점|||교촌치킨|032-469-1848|인천 남동구 만수로 85|인천 남동구 만수2동 5-440|||||||교촌치킨 만수2호점||||80607
교촌치킨|만수3호점|||교촌치킨|032-461-9999|인천 남동구 백범로 258|인천 남동구 간석3동 921-14|||||||교촌치킨 만수3호점||||80607
교촌치킨|서창점|||교촌치킨|032-467-1991|인천 남동구 서창 남순환로 216번길 35|인천 남동구 서창동 706|||||||교촌치킨 서창점||||80607
교촌치킨|송현(인천)|||교촌치킨|032-765-8338|인천 동구 송림로 17|인천 동구 송림동 234-1|||||||교촌치킨 송현(인천)||||80607
교촌치킨|부개1동점|||교촌치킨|032-362-9982|인천 부평구 경인로 1066|인천 부평구 부개동 265-3|||||||교촌치킨 부개1동점||||80607
교촌치킨|부개3동점|||교촌치킨|032-521-9982,513-9982|인천 부평구 길주남로 127|인천 부평구 부개동 12-127|||||||교촌치킨 부개3동점||||80607
교촌치킨|부평1호점|||교촌치킨|032-525-9982|인천 부평구 부평대로 115|인천 부평구 부평동 451-30|||||||교촌치킨 부평1호점||||80607
교촌치킨|부평2호점|||교촌치킨|032-518-9800|인천 부평구 길주남로 31|인천 부평구 부평동 889-8|||||||교촌치킨 부평2호점||||80607
교촌치킨|산곡1호점|||교촌치킨|032-508-9001~2|인천 부평구 마장로 153|인천 부평구 산곡동 369-270|||||||교촌치킨 산곡1호점||||80607
교촌치킨|산곡2호점|||교촌치킨|032-244-2626||인천 부평구 산곡동 119-54|||||||교촌치킨 산곡2호점||||80607
교촌치킨|산곡3호점|||교촌치킨|032-508-8892|인천 부평구 마장로 250|인천 부평구 산곡2동 251-1|||||||교촌치킨 산곡3호점||||80607
교촌치킨|삼산(부평)|||교촌치킨|050-8389-8917|인천 부평구 충선로 311번길 25-23|인천 부평구 삼산동 433-1|||||||교촌치킨 삼산(부평)||||80607
교촌치킨|십정1호점|||교촌치킨|032-437-8989|인천 부평구 백범로 458번길 7-2|인천 부평구 십정동 417-3|||||||교촌치킨 십정1호점||||80607
교촌치킨|가좌점|||교촌치킨|032-579-9989,577-9711|인천 서구 원적로 100번길 18|인천 서구 가좌동 30-78|||||||교촌치킨 가좌점||||80607
교촌치킨|검단1호점|||교촌치킨|032-561-9772|인천 서구 검단로 459번길 7-3||||||||교촌치킨 검단1호점|(106,107호)|||80607
교촌치킨|검암점|||교촌치킨|032-568-2313|인천 서구 승학로 452|인천 서구 검암동 626-2|||||||교촌치킨 검암점|태건프라자 105호;태건프라자 105호|||80607
교촌치킨|당하점|||교촌치킨|032-568-9949|인천 서구 마전동 완정로 18|인천 서구 마전동 585|||||||교촌치킨 당하점|102호|||80607
교촌치킨|불로원당점|||교촌치킨|032-564-9994,2113|인천 서구 원당대로 882|인천 서구 당하동 1033-3|||||||교촌치킨 불로원당점|조이빌 103호;조이빌 103|||80607
교촌치킨|석남가정점|||교촌치킨|032-578-9988|인천 서구 원창로 215|인천 서구 가정동 505-4|||||||교촌치킨 석남가정점||||80607
교촌치킨|연희1호(인천)|||교촌치킨|032-567-0092|인천 서구 심곡로 34|인천 서구 심곡동 257-15|||||||교촌치킨 연희1호(인천)||||80607
교촌치킨|청라점|||교촌치킨|032-566-9288|인천 서구 연희동 중봉대로612번길 10-20|인천 서구 연희동 799-8|||||||교촌치킨 청라점|우리프라자 1층|||80607
교촌치킨|동춘점|||교촌치킨|032-815-9114|인천 연수구 앵고개로 264번길 10-11|인천 연수구 동춘동 934-1|||||||교촌치킨 동춘점|1층|||80607
교촌치킨|선학연수3호점|||교촌치킨|032-815-3993|인천 연수구 학나래로 118번길 29|인천 연수구 선학동 406-2|||||||교촌치킨 선학연수3호점||||80607
교촌치킨|송도1호점|||교촌치킨|032-858-8883|인천 연수구 컨벤시아대로 70|인천 연수구 송도동 21-59|||||||교촌치킨 송도1호점|302동 102호;302동 102호|||80607
교촌치킨|송도드림시티점|||교촌치킨|032-505-1991|인천 연수구 컨벤시아대로 81|인천 연수구 송도동 3-2|||||||교촌치킨 송도드림시티점|드림씨티 (122,123호)|||80607
교촌치킨|연수중앙점|||교촌치킨|032-821-9945|인천 연수구 샘말로44번길 2|인천 연수구 연수동 626|||||||교촌치킨 연수중앙점||||80607
교촌치킨|옥련점|||교촌치킨|032-833-9949|인천 연수구 독배로 35|인천 연수구 옥련동 194-4|||||||교촌치킨 옥련점||||80607
교촌치킨|공항신도시점|||교촌치킨|032-746-5810~1|인천 중구 신도시남로141번길 2|인천 중구 운서동 2797-4|||||||교촌치킨 공항신도시점|대원프라자;대원프라자|||80607
교촌치킨|영종하늘도시점|||교촌치킨|032-751-8933|인천 중구 하늘중앙로 195번길 24|인천 중구 중산동 1884-4|||||||교촌치킨 영종하늘도시점|(중산동);108,109호|||80607
교촌치킨|소촌우산점|||교촌치킨|062-942-1200|광주 광산구 소촌로 152번길 30|광주 광산구 소촌동 244-6|||||||교촌치킨 소촌우산점||||80607
교촌치킨|송정1호점|||교촌치킨|062-944-9992|광주 광산구 도산로 10|광주 광산구 도산동 1143|||||||교촌치킨 송정1호점||||80607
교촌치킨|수완1호점|||교촌치킨|062-956-1991|광주 광산구 장신로19번안길 29-2|광주 광산구 장덕동 1479|||||||교촌치킨 수완1호점|1층;1층|||80607
교촌치킨|수완2호점|||교촌치킨|062-961-9299|광주 광산구 수완로 73번길 3|광주 광산구 수완동 1128|||||||교촌치킨 수완2호점|102호;102호|||80607
교촌치킨|신창점|||교촌치킨|062-962-9282~3|광주 광산구 신창로 104|광주 광산구 신창동 1236-1|||||||교촌치킨 신창점|105호|||80607
교촌치킨|운남1호점|||교촌치킨|062-952-9930~1|광주 광산구 풍영로 47|광주 광산구 월곡2동 683-1|||||||교촌치킨 운남1호점||||80607
교촌치킨|첨단1호점|||교촌치킨|062-973-8892~3|광주광역시 광산구 첨단중앙로68번길 134|광주 광산구 산월동 884-2|||||||교촌치킨 첨단1호점|첨단3-3차 호반리젠시빌아파트상가 2동 103호|||80607
교촌치킨|첨단2호점|||교촌치킨|062-973-1292~3|광주 광산구 첨단중앙로170번길 12|광주 광산구 쌍암동 655-4|||||||교촌치킨 첨단2호점||||80607
교촌치킨|하남1호점|||교촌치킨|062-951-9944|광주 광산구 월곡산정로 13-1|광주 광산구 산정동 977-13|||||||교촌치킨 하남1호점||||80607
교촌치킨|하남2지구점|||교촌치킨|062-962-1122|광주 광산구 용아로 379번길 55|광주 광산구 산정동 1039|||||||교촌치킨 하남2지구점||||80607
교촌치킨|노대효천점|||교촌치킨|062-651-1991|광주 남구 효덕로 192|광주 남구 노대동 814|||||||교촌치킨 노대효천점||||80607
교촌치킨|백운점|||교촌치킨|062-652-9989|광주 남구 중앙로 66|광주 남구 서동 71-15|||||||교촌치킨 백운점||||80607
교촌치킨|봉선1호점|||교촌치킨|062-654-9994|광주 남구 봉선중앙로 135-1|광주 남구 주월1동 1253-4|||||||교촌치킨 봉선1호점||||80607
교촌치킨|봉선2호점|||교촌치킨|062-655-9945|광주 남구 봉선2로 31|광주 남구 봉선2동 475|||||||교촌치킨 봉선2호점||||80607
교촌치킨|주월점|||교촌치킨|062-676-9555|광주 남구 군분로 58|광주 남구 월산동 1034-17|||||||교촌치킨 주월점||||80607
교촌치킨|진월점|||교촌치킨|062-672-9292,672-9288|광주 남구 서문대로627번길 9|광주 남구 진월동 870|||||||교촌치킨 진월점|230동 102호 상가;한국아델리움 2차상가 230동 102호|||80607
교촌치킨|계림점|||교촌치킨|062-222-8599|광주 동구 중앙로 234|광주 동구 장동 16-4|||||||교촌치킨 계림점||||80607
교촌치킨|조선대점|||교촌치킨|062-234-9933|광주 동구 지산로 21|광주 동구 지산동 500|||||||교촌치킨 조선대점|(지산동)|||80607
교촌치킨|학동점|||교촌치킨|062-236-0082,0092|광주 동구 의재로 22|광주 동구 학동 735-16|||||||교촌치킨 학동점||||80607
교촌치킨|두암1호점|||교촌치킨|062-266-9997|광주 북구 군왕로 154|광주 북구 두암2동 826-50|||||||교촌치킨 두암1호점||||80607
교촌치킨|문흥1호점|||교촌치킨|062-269-9990,264-9990|광주 북구 문산로 86-1|광주 북구 문흥동 980-15|||||||교촌치킨 문흥1호점||||80607
교촌치킨|양산1호점|||교촌치킨|062-576-9296~7|광주 북구 양산로 48|광주 북구 양산동 877-1|||||||교촌치킨 양산1호점|1층;1층|||80607
교촌치킨|오치점|||교촌치킨|062-262-1991|광주 북구 설죽로 306|광주 북구 오치동 785-4|||||||교촌치킨 오치점||||80607
교촌치킨|운암1호점|||교촌치킨|062-529-9993~4|광주 북구 북문대로 158|광주 북구 운암3동 1051-5|||||||교촌치킨 운암1호점||||80607
교촌치킨|운암2호(광주)|||교촌치킨|062-511-9992|광주 북구 비엔날레로 26|광주 북구 운암동 492-39|||||||교촌치킨 운암2호(광주)|(운암동)|||80607
교촌치킨|일곡1호점|||교촌치킨|062-573-7892,572-7893|광주 북구 송해로 73|광주 북구 일곡동 828-4|||||||교촌치킨 일곡1호점||||80607
교촌치킨|전남대점|||교촌치킨|062-262-9993,262-9978|광주 북구 우치로90번길 28|광주 북구 용봉동 161-15|||||||교촌치킨 전남대점||||80607
교촌치킨|첨단신용점|||교촌치킨|062-575-1200|광주 북구 첨단 연신로 91번길 38|광주 북구 신용동 693|||||||교촌치킨 첨단신용점|107호|||80607
교촌치킨|금호점|||교촌치킨|062-382-1991|광주 서구 화정로 1|광주 서구 쌍촌동 881|||||||교촌치킨 금호점||||80607
교촌치킨|동천(광주)|||교촌치킨|062-515-9966|광주 서구 동천로18번길 16|광주 서구 동천동 527|||||||교촌치킨 동천(광주)||||80607
교촌치킨|마재점|||교촌치킨|062-682-8800|광주 서구 화개1로24번길 9|광주 서구 금호동 813|||||||교촌치킨 마재점|대주파크빌상가 124동 114호,115호;대주파크빌상가 124동 114호,115호|||80607
교촌치킨|상무1호점|||교촌치킨|062-376-9901|광주 서구 상무연하로 22|광주 서구 치평동 1258|||||||교촌치킨 상무1호점||||80607
교촌치킨|쌍촌1호점|||교촌치킨|062-383-9945~6|광주 서구 내방로 231|광주 서구 쌍촌동 147|||||||교촌치킨 쌍촌1호점||||80607
교촌치킨|풍암1호점|||교촌치킨|062-681-3999,3889|광주 서구 풍암순환로 20|광주 서구 풍암동 1048|||||||교촌치킨 풍암1호점|호반 APT상가 104호|||80607
교촌치킨|화정1호(광주)|||교촌치킨|062-384-8292|광주 서구 월드컵4강로 70|광주 서구 화정동 824-16|||||||교촌치킨 화정1호(광주)||||80607
교촌치킨|화정2호점|||교촌치킨|062-351-9288|광주 서구 화정로 259|광주 서구 농성동 666-1|||||||교촌치킨 화정2호점|1층 113,114호;1층 113,114호|||80607
교촌치킨|송촌1호점|||교촌치킨|042-621-9292|대전 대덕구 송촌북로 20번길 27-17|대전 대덕구 송촌동 454-4|||||||교촌치킨 송촌1호점||||80607
교촌치킨|신탄진점|||교촌치킨|042-932-9901|대전 대덕구 대덕대로 1550|대전 대덕구 석봉동 309-1|||||||교촌치킨 신탄진점||||80607
교촌치킨|한남대점|||교촌치킨|042-632-1991|대전 대덕구 한남로 12번길 19-9||||||||교촌치킨 한남대점||||80607
교촌치킨|가오천동점|||교촌치킨|042-282-9280~1|대전 동구 대전로 446|대전 동구 가오동 235-12|||||||교촌치킨 가오천동점||||80607
교촌치킨|비래점|||교촌치킨|042-633-1991|대전 동구 충정로 5|대전 동구 가양동 88-1|||||||교촌치킨 비래점|조일아파트상가 A동;조일아파트상가 A동|||80607
교촌치킨|용운점|||교촌치킨|042-272-9030,9040|대전 동구 용운로 156|대전 동구 용운동 306-3|||||||교촌치킨 용운점||||80607
교촌치킨|자양대동점|||교촌치킨|042-627-9996|대전 동구 동대전로 93|대전 동구 대동 192-1|||||||교촌치킨 자양대동점||||80607
교촌치킨|가장내동점|||교촌치킨|042-523-4567|대전 서구 가장로 129|대전 서구 가장동 50-45|||||||교촌치킨 가장내동점||||80607
교촌치킨|갈마1호점|||교촌치킨|042-523-7702|대전 서구 갈마로117번길 23|대전 서구 갈마2동 404-2|||||||교촌치킨 갈마1호점|푸른임대아파트 상가 107-2;푸른아파트 상가 107-2|||80607
교촌치킨|관저느리울점|||교촌치킨|042-543-8592,8599|대전 서구 관저동로 65|대전 서구 관저동 1354|||||||교촌치킨 관저느리울점||||80607
교촌치킨|도마1호점|||교촌치킨|042-538-5550|대전 서구 배재로 88|대전 서구 도마동 114-19|||||||교촌치킨 도마1호점||||80607
교촌치킨|도안2지구점|||교촌치킨|042-542-1991|대전 서구 도안동로11번길 16|대전 서구 가수원동 1036|||||||교촌치킨 도안2지구점||||80607
교촌치킨|둔산1호점|||교촌치킨|042-483-9979,486-9949|대전 서구 갈마역로 22|대전 서구 둔산2동 1093|||||||교촌치킨 둔산1호점|101호|||80607
교촌치킨|둔산2호점|||교촌치킨|042-488-5234|대전 서구 둔산로 238|대전 서구 둔산동 1851|||||||교촌치킨 둔산2호점||||80607
교촌치킨|만년점|||교촌치킨|042-484-9945|대전 서구 만년로 67번길 34-26|대전 서구 만년동 316|||||||교촌치킨 만년점||||80607
교촌치킨|복수점|||교촌치킨|042-581-9905|대전 서구 복수동로 63|대전 서구 복수동 622|||||||교촌치킨 복수점||||80607
교촌치킨|월평1호점|||교촌치킨|042-472-5670|대전 서구 월평중로 6|대전 서구 월평1동 845|||||||교촌치킨 월평1호점||||80607
교촌치킨|탄방점|||교촌치킨|042-484-9333|대전 서구 문정로 89번길 37|대전 서구 탄방동 723|||||||교촌치킨 탄방점||||80607
교촌치킨|관저1호점|||교촌치킨|042-542-6999|대전 유성구 계백로 963|대전 유성구 원내동 829|||||||교촌치킨 관저1호점|외 1필지|||80607
교촌치킨|관평점|||교촌치킨|042-933-9889|대전 유성구 관평1로 67|대전 유성구 관평동 1056|||||||교촌치킨 관평점||||80607
교촌치킨|노은1지구점|||교촌치킨|042-823-2255|대전 유성구 노은로 71|대전 유성구 노은동 553-9|||||||교촌치킨 노은1지구점|스타돔 120호;스타돔 120호|||80607
교촌치킨|노은2지구점|||교촌치킨|042-824-9985|대전 유성구 지족로 355|대전 유성구 지족동 985-2|||||||교촌치킨 노은2지구점||||80607
교촌치킨|도안1지구점|||교촌치킨|042-824-1992|대전 유성구 상대동로 50|대전 유성구 상대동 469-9|||||||교촌치킨 도안1지구점||||80607
교촌치킨|송강점|||교촌치킨|042-933-9240,9250|대전 유성구 봉산로 36|대전 유성구 봉산동 198-13|||||||교촌치킨 송강점||||80607
교촌치킨|신성점|||교촌치킨|042-861-0670|대전 유성구 신성로 80-1|대전 유성구 신성동 137-15|||||||교촌치킨 신성점||||80607
교촌치킨|유성점|||교촌치킨|042-824-9296~7|대전 유성구 문화원로 90|대전 유성구 봉명동 621-1|||||||교촌치킨 유성점||||80607
교촌치킨|전민점|||교촌치킨|042-863-7292,9297|대전 유성구 전민로70번길 59|대전 유성구 전민동 306-13|||||||교촌치킨 전민점||||80607
교촌치킨|대사부사점|||교촌치킨|042-254-9777|대전 중구 충무로 116|대전 중구 대사동 69-53|||||||교촌치킨 대사부사점||||80607
