##NAME|SUBNAME|TYPE|ID|TELNUM|NEWADDR|SCREEN|SIZE|HOMEPAGE|SOURCE2@@롯데시네마
롯데시네마|부평|상설|015023|1544-8855|인천광역시 부평구 대정로 66, (부평동)|9|1,523|http://www.lottecinema.co.kr/|영화진흥위원회
롯데시네마|마석|상설|002035|1544-8855|경기도 남양주시 경춘로 1992, (화도읍) (롯데마트 마석점)|2|172|www.lottecinema.co.kr|영화진흥위원회
롯데시네마|라페스타(일산)|상설|002059|1544-8855|경기도 고양시 일산동구 무궁화로  32-34, (장항동) 라페스타 C 3층|8|1,021|http://www.lottecinema.co.kr/|영화진흥위원회
롯데시네마|부평|상설|015023|1544-8855|인천광역시 부평구 대정로 66, (부평동)|9|1,523|http://www.lottecinema.co.kr/|영화진흥위원회
롯데시네마|마석|상설|002035|1544-8855|경기도 남양주시 경춘로 1992, (화도읍) (롯데마트 마석점)|2|172|www.lottecinema.co.kr|영화진흥위원회
롯데시네마|라페스타(일산)|상설|002059|1544-8855|경기도 고양시 일산동구 무궁화로  32-34, (장항동) 라페스타 C 3층|8|1,021|http://www.lottecinema.co.kr/|영화진흥위원회
롯데시네마|부평|상설|015023|1544-8855|인천광역시 부평구 대정로 66, (부평동)|9|1,523|http://www.lottecinema.co.kr/|영화진흥위원회
롯데시네마|마석|상설|002035|1544-8855|경기도 남양주시 경춘로 1992, (화도읍) (롯데마트 마석점)|2|172|www.lottecinema.co.kr|영화진흥위원회
롯데시네마|라페스타(일산)|상설|002059|1544-8855|경기도 고양시 일산동구 무궁화로  32-34, (장항동) 라페스타 C 3층|8|1,021|http://www.lottecinema.co.kr/|영화진흥위원회
롯데시네마|부평|상설|015023|1544-8855|인천광역시 부평구 대정로 66, (부평동)|9|1,523|http://www.lottecinema.co.kr/|영화진흥위원회
롯데시네마|마석|상설|002035|1544-8855|경기도 남양주시 경춘로 1992, (화도읍) (롯데마트 마석점)|2|172|www.lottecinema.co.kr|영화진흥위원회
롯데시네마|라페스타(일산)|상설|002059|1544-8855|경기도 고양시 일산동구 무궁화로  32-34, (장항동) 라페스타 C 3층|8|1,021|http://www.lottecinema.co.kr/|영화진흥위원회
롯데시네마|부평|상설|015023|1544-8855|인천광역시 부평구 대정로 66, (부평동)|9|1,523|http://www.lottecinema.co.kr/|영화진흥위원회
롯데시네마|마석|상설|002035|1544-8855|경기도 남양주시 경춘로 1992, (화도읍) (롯데마트 마석점)|2|172|www.lottecinema.co.kr|영화진흥위원회
롯데시네마|라페스타(일산)|상설|002059|1544-8855|경기도 고양시 일산동구 무궁화로  32-34, (장항동) 라페스타 C 3층|8|1,021|http://www.lottecinema.co.kr/|영화진흥위원회
롯데시네마|부평|상설|015023|1544-8855|인천광역시 부평구 대정로 66, (부평동)|9|1,523|http://www.lottecinema.co.kr/|영화진흥위원회
롯데시네마|마석|상설|002035|1544-8855|경기도 남양주시 경춘로 1992, (화도읍) (롯데마트 마석점)|2|172|www.lottecinema.co.kr|영화진흥위원회
롯데시네마|라페스타(일산)|상설|002059|1544-8855|경기도 고양시 일산동구 무궁화로  32-34, (장항동) 라페스타 C 3층|8|1,021|http://www.lottecinema.co.kr/|영화진흥위원회
롯데시네마|부평|상설|015023|1544-8855|인천광역시 부평구 대정로 66, (부평동)|9|1,523|http://www.lottecinema.co.kr/|영화진흥위원회
